,budget,company,gross,name,rating,released,score,votes,writer,year,isprofit,profitability_ratio,profitability_ratio_bucket,adult,id,imdb_id,original_title,title,genres_edited,production_countries_edited,keywords_edited,year_released,budget_norm,score_norm,votes_norm
1281,40000000,Dimension Films,605562,Below,R,18.10.2002 00:00,6.2,18804,Lucas Sussman,2002,0,-0.98486095,-100,FALSE,12590,tt0276816,Below,Below,"Thriller, Horror, Mystery",US,"suicide, male nudity, diving, submarine, nurse, world war ii, nudity, soldier, corpse, explosion, rescue team, mirror, underwater scene, ghost, depth charge",2002,0.4318556726024571,-0.09086526546149003,-0.6440899208324878
1282,16000000,DreamWorks,4839383,Hollywood Ending,PG-13,3.05.2002 00:00,6.6,23072,Woody Allen,2002,0,-0.697538563,-70,FALSE,9689,tt0278823,Hollywood Ending,Hollywood Ending,"Comedy, Drama",US,"blindness and impaired vision, creative crisis, film director",2002,-0.579918279665264,0.3786848395385723,-0.570460674794802
1283,35000000,Walt Disney Pictures,81172560,Snow Dogs,PG,18.01.2002 00:00,5.1,21710,Jim Kouf,2002,1,1.319216,130,FALSE,11888,tt0281373,Snow Dogs,Snow Dogs,"Adventure, Comedy, Family","CA, US","adoption, log cabin, alaska, sled dogs",2002,0.22106943254668185,-1.3821280542116638,-0.5939571680242604
1284,8500000,Twentieth Century Fox Film Corporation,28563926,Swimfan,PG-13,6.09.2002 00:00,5.0,17091,Charles F. Bohl,2002,1,2.360461882,240,FALSE,20616,tt0283026,Swimfan,Swimfan,"Drama, Thriller",US,"competition, coma, infidelity, obsession, bathing, high school, femme fatale, athlete, hospital, swimmer, swimming, troubled teen",2002,-0.8960976397489269,-1.499515580461679,-0.6736416777356171
1285,20000000,Fox 2000 Pictures,56398162,Drumline,PG-13,13.12.2002 00:00,5.7,29636,Shawn Schepps,2002,1,1.8199081,180,FALSE,13497,tt0303933,Drumline,Drumline,"Drama, Romance, Comedy, Music",US,"music rehearsal, fraternity initiation, television broadcast, white male pretending to be black, sorority party, push ups",2002,-0.4112892876206439,-0.6778028967115687,-0.45722206865811754
1286,50000000,Other,26199517,Blood Work,R,9.08.2002 00:00,6.4,36540,Michael Connelly,2002,0,-0.47600966,-50,FALSE,9573,tt0309377,Blood Work,Blood Work,"Crime, Drama, Mystery, Thriller",US,"houseboat, heart, investigation, police, ex-cop, suspense, heart transplant, fbi profiler",2002,0.8534281527140075,0.14390978703854165,-0.3381179649457974
1287,30000000,Twentieth Century Fox Film Corporation,51432423,Like Mike,PG,3.07.2002 00:00,5.1,16153,Michael Elliot,2002,1,0.7144141,70,FALSE,21972,tt0308506,Like Mike,Like Mike,"Comedy, Drama, Family, Fantasy",US,"bet, lightning, sports team, sport, basketball, bullying, orphanage, teenager",2002,0.010283192490906621,-1.3821280542116638,-0.6898235504589885
1288,85000000,Other,38082712,Showtime,PG-13,15.03.2002 00:00,5.5,54818,Jorge Saralegui,2002,0,-0.551968094,-60,FALSE,5851,tt0284490,Showtime,Showtime,"Action, Comedy","AU, US","police operation, police everyday life, fugitive",2002,2.328931833104434,-0.9125779492116004,-0.022795715865005294
1289,70000000,Columbia Pictures Corporation,33105600,I Spy,PG-13,1.11.2002 00:00,5.4,43883,Morton S. Fine,2002,0,-0.527062857,-50,FALSE,8427,tt0297181,I Spy,I Spy,"Action, Adventure, Comedy, Thriller",US,"budapest, kidnapping, boxer, secret agent, liberation of hostage, hostage-taking, woman director",2002,1.6965731129371087,-1.0299654754616157,-0.21144046877552403
1290,70000000,Other,19076815,Hart's War,R,15.02.2002 00:00,6.3,45910,John Katzenbach,2002,0,-0.727474071,-70,FALSE,10592,tt0251114,Hart's War,Hart's War,"Drama, War",US,"black people, world war ii, prisoners of war, u.s. army, war, escape, tribunal, trial, soldier, military tribunal, xenophobia",2002,1.6965731129371087,0.026522260788525286,-0.1764717523466606
1291,25000000,Universal Pictures,38230435,Undercover Brother,PG-13,31.05.2002 00:00,5.8,30636,John Ridley,2002,1,0.5292174,50,FALSE,12277,tt0279493,Undercover Brother,Undercover Brother,"Action, Comedy",US,"usa president, double life, policy and organisations, undercover, intelligence, partner, duringcreditsstinger",2002,-0.20050304756486861,-0.5604153704615534,-0.4399706052003655
1292,10000000,Other,8111360,Dirty Pretty Things,R,5.09.2003 00:00,7.4,36601,Steven Knight,2002,0,-0.188864,-20,FALSE,3472,tt0301199,Dirty Pretty Things,Dirty Pretty Things,"Crime, Drama, Thriller",GB,"london england, prostitute, hotel, night watchman, illegal immigration, immigration law, transplanted organ, turk, delinquency",2003,-0.8328617677321943,1.3177850495386991,-0.33706562567487447
1293,27000000,Other,69599016,Divine Secrets of the Ya-Ya Sisterhood,PG-13,7.06.2002 00:00,6.0,16109,Rebecca Wells,2002,1,1.577741333,160,FALSE,9583,tt0279778,Divine Secrets of the Ya-Ya Sisterhood,Divine Secrets of the Ya-Ya Sisterhood,"Comedy, Drama, Romance",US,"secret society, conciliation, marriage, mother daughter relationship, playwright, family feud, woman director",2002,-0.11618855154255853,-0.3256403179615217,-0.6905826148511296
1294,12500000,Fox Searchlight Pictures,21078145,Antwone Fisher,PG-13,10.01.2003 00:00,7.3,28371,Antwone Fisher,2002,1,0.6862516,70,FALSE,13435,tt0168786,Antwone Fisher,Antwone Fisher,"Drama, Romance",US,"u.s. navy, biography",2003,-0.7274686477043067,1.2003975232886828,-0.4790451699321739
1295,7500000,Paramount Pictures,10460089,Narc,R,10.01.2003 00:00,7.2,35355,Joe Carnahan,2002,1,0.394678533,40,FALSE,11022,tt0272207,Narc,Narc,"Action, Crime, Drama, Thriller","CA, US","assertion, investigation, internal affairs, narcotics cop",2003,-0.9382548877600819,1.0830099970386673,-0.35856094914323355
1296,55000000,Warner Bros.,8355815,Death to Smoochy,R,29.03.2002 00:00,6.4,35823,Adam Resnick,2002,0,-0.848076091,-80,FALSE,9275,tt0266452,Death to Smoochy,Death to Smoochy,"Comedy, Crime, Drama, Thriller","DE, GB, US","corruption, moderator, tv show, success, irish mob, duringcreditsstinger",2002,1.064214392769783,0.14390978703854165,-0.3504872642450056
1297,29000000,Other,16930185,Serving Sara,PG-13,23.08.2002 00:00,5.3,15017,Jay Scherick,2002,0,-0.416200517,-40,FALSE,12771,tt0261289,Serving Sara,Serving Sara,"Comedy, Romance","DE, US","wealth, falling in love, divorce, pretty woman, winery",2002,-0.031874055520248426,-1.147353001711632,-0.7094212129469949
1298,12000000,Other,10198766,Sorority Boys,R,22.03.2002 00:00,5.4,12478,Joe Jarvis,2002,0,-0.150102833,-20,FALSE,6020,tt0279781,Sorority Boys,Sorority Boys,Comedy,US,"sorority, cross dressing, university, t shirt, sorority girl, drag, yearbook, roofie, sorority house",2002,-0.7485472717098842,-1.0299654754616157,-0.7532226786662273
1299,17000000,Dimension Films,12840842,They,PG-13,27.11.2002 00:00,4.8,11322,Brendan Hood,2002,0,-0.244656353,-20,FALSE,16028,tt0283632,They,They,"Horror, Thriller",US,"suicide, asylum, nightmare, darkness, supernatural, suspense",2002,-0.537761031654109,-1.7342906329617107,-0.7731653704233887
1300,4000000,Other,562059,Poolhall Junkies,R,28.02.2003 00:00,7.0,8858,Mars Callahan,2002,0,-0.85948525,-90,FALSE,14293,tt0273982,Poolhall Junkies,Poolhall Junkies,"Comedy, Drama, Thriller",US,"hustler, independent film, pool",2003,-1.0858052557991247,0.8482349445386357,-0.8156729763832897
1301,25000000,Paramount Pictures,10727683,Abandon,PG-13,18.10.2002 00:00,4.9,8168,Stephen Gaghan,2002,0,-0.57089268,-60,FALSE,15992,tt0267248,Abandon,Abandon,"Drama, Mystery, Thriller","AU, US","alcohol, detective, dancer, nightmare, college, job, party, elite, suspense, drug, boyfriend, thesis, pressure",2002,-0.20050304756486861,-1.6169031067116943,-0.8275764861691387
1302,35000000,Walt Disney Pictures,16988996,The Country Bears,G,26.07.2002 00:00,4.0,4149,Mark Perez,2002,0,-0.514600114,-50,FALSE,18357,tt0276033,The Country Bears,The Country Bears,"Adventure, Comedy, Family",US,"human animal relationship, musical, clowning, bear, social satire, aftercreditsstinger, duringcreditsstinger",2002,0.22106943254668185,-2.6733908429618363,-0.8969101178058442
1303,10000000,Other,1483975,Evelyn,PG,25.12.2002 00:00,7.0,5611,Paul Pender,2002,0,-0.8516025,-90,FALSE,21868,tt0298856,Evelyn,Evelyn,Drama,"IE, US",christmas,2002,-0.8328617677321943,0.8482349445386357,-0.8716884782306107
1304,11000000,Other,4814244,Slackers,R,1.02.2002 00:00,5.3,12825,David H. Steinberg,2002,0,-0.562341455,-60,FALSE,20009,tt0240900,Slackers,Slackers,"Comedy, Romance","CA, US","male nudity, drug abuse, job interview, eavesdropping, fall, comedy, troll, cheating wife, backpack, sponge bath, repairman",2002,-0.7907045197210393,-1.147353001711632,-0.7472364208463873
1305,60000000,Warner Bros.,32122249,Analyze That,R,6.12.2002 00:00,5.9,73442,Kenneth Lonergan,2002,0,-0.464629183,-50,FALSE,9932,tt0289848,Analyze That,Analyze That,"Comedy, Crime","AU, US","prison, gold, therapist, gangster",2002,1.275000632825558,-0.443027844211537,0.298495539572169
1306,3500000,Other,236266,Gerry,R,20.09.2002 00:00,6.2,15933,Casey Affleck,2002,0,-0.932495429,-90,FALSE,1956,tt0302674,Gerry,Gerry,"Mystery, Drama, Adventure","US, AR","desperation, highway, wilderness, getting lost, friendship, murder, best friend, desert, very little dialogue, tarkovskyesque, friend",2002,-1.106883879804702,-0.09086526546149003,-0.693618872419694
1307,7000000,Other,2062066,Auto Focus,R,1.11.2002 00:00,6.6,11759,Robert Graysmith,2002,0,-0.705419143,-70,FALSE,14112,tt0298744,Auto Focus,Auto Focus,"Drama, Crime",US,"male nudity, adultery, based on novel, infidelity, tv show, blow job, video, biography, sex addiction, based on true story, independent film, sex addict",2002,-0.9593335117656595,0.3786848395385723,-0.7656264808923511
1308,10000000,Other,6044618,Deuces Wild,R,3.05.2002 00:00,5.6,6400,Paul Kimatian,2002,0,-0.3955382,-40,FALSE,13201,tt0231448,Deuces Wild,Deuces Wild,"Action, Crime, Drama, Romance","DE, US","gang, new york city, drug overdose",2002,-0.8328617677321943,-0.795190422961585,-0.8580770735624443
1309,9000000,Other,4681503,Igby Goes Down,R,4.10.2002 00:00,7.0,29911,Burr Steers,2002,0,-0.479833,-50,FALSE,9685,tt0280760,Igby Goes Down,Igby Goes Down,"Comedy, Drama",US,"father son relationship, patenonkel, independent film, falling in love",2002,-0.8750190157433494,0.8482349445386357,-0.4524779162072357
1310,60000000,Universal Pictures,5350371,The Truth About Charlie,PG-13,25.10.2002 00:00,4.8,8899,Peter Stone,2002,0,-0.91082715,-90,FALSE,13440,tt0270707,The Truth About Charlie,The Truth About Charlie,"Mystery, Thriller","DE, US",suspense,2002,1.275000632825558,-1.7342906329617107,-0.8149656663815219
1311,2000000,Miramax,2506446,Full Frontal,R,2.08.2002 00:00,4.8,8888,Coleman Hough,2002,1,0.253223,30,FALSE,15186,tt0290212,Full Frontal,Full Frontal,"Comedy, Drama, Romance",US,independent film,2002,-1.1701197518214348,-1.7342906329617107,-0.8151554324795572
1312,13000000,Screen Gems,15361537,Half Past Dead,PG-13,15.11.2002 00:00,4.6,12824,Don Michael Paul,2002,1,0.181656692,20,FALSE,10167,tt0297162,Half Past Dead,Half Past Dead,"Crime, Action, Thriller","DE, US","resistance, undercover, alcatraz, stolen money",2002,-0.7063900236987292,-1.9690656854617425,-0.7472536723098451
1313,14000000,New Line Cinema,25482931,All About the Benjamins,R,8.03.2002 00:00,5.8,10283,Ronald Lang,2002,1,0.820209357,80,FALSE,13950,tt0278295,All About the Benjamins,All About the Benjamins,"Action, Adventure, Comedy",US,"record store, sexuality, autograph, underwear, painting, safe, sexual attraction, motorcycle, juvenile delinquent, stoner, music store, hand on crotch, premarital sex, raised middle finger, employer employee relationship, cupcake, twenty something, money bag, sidewalk, storem",2002,-0.6642327756875741,-0.5604153704615534,-0.7910896409559931
1314,10000000,Fox Searchlight Pictures,30307416,The Banger Sisters,R,20.09.2002 00:00,5.6,13034,Bob Dolman,2002,1,2.0307416,200,FALSE,9034,tt0280460,The Banger Sisters,The Banger Sisters,"Comedy, Drama",US,"tattoo, rock star, groupie, past, family",2002,-0.8328617677321943,-0.795190422961585,-0.7436308649837172
1315,11000000,Universal Pictures,3034181,The Guru,R,14.02.2003 00:00,5.4,13953,Tracey Jackson,2002,0,-0.724165364,-70,FALSE,9027,tt0280720,The Guru,The Guru,"Comedy, Romance","FR, GB, US","sex, indian lead, dancing master, new love, porn actor, guru, wedding, sex comedy, woman director",2003,-0.7907045197210393,-1.0299654754616157,-0.727776770066043
1316,11000000,Other,11411644,The Powerpuff Girls Movie,PG,3.07.2002 00:00,6.5,8247,Charlie Bean,2002,1,0.037422182,0,FALSE,59387,tt0289408,The Powerpuff Girls Movie,The Powerpuff Girls Movie,"Animation, Action, Family",US,"based on tv series, female protagonist, super powers, hero trio",2002,-0.7907045197210393,0.261297313288557,-0.8262136205559762
1317,25000000,Paramount Pictures,40108697,The Wild Thornberrys Movie,PG,20.12.2002 00:00,5.3,12741,Arlene Klasky,2002,1,0.60434788,60,FALSE,14317,tt0282120,The Wild Thornberrys Movie,The Wild Thornberrys Movie,"Animation, Adventure, Family",US,"sister sister relationship, safari, wildlife, baboon, chimpanzee, woman director",2002,-0.20050304756486861,-1.147353001711632,-0.7486855437768385
1318,12000000,Other,333976,Welcome to Collinwood,R,18.10.2002 00:00,6.4,12971,Anthony Russo,2002,0,-0.972168667,-100,FALSE,9260,tt0271259,Welcome to Collinwood,Welcome to Collinwood,Comedy,"DE, US","safe, remake, heist, inner city",2002,-0.7485472717098842,0.14390978703854165,-0.7447177071815555
1319,15600000,Other,13571817,Juwanna Mann,PG-13,21.06.2002 00:00,4.5,5482,Bradley Allenstein,2002,0,-0.130011731,-10,FALSE,35696,tt0247444,Juwanna Mann,Juwanna Mann,"Comedy, Drama",US,"sport, basketball, cross dressing, man dressed as woman",2002,-0.596781178869726,-2.0864532117117576,-0.8739139170166607
1320,1500000,Fox Searchlight Pictures,4599680,Thirteen,R,19.09.2003 00:00,6.8,72230,Catherine Hardwicke,2003,1,2.066453333,210,FALSE,11023,tt0328538,Thirteen,Thirteen,"Crime, Drama",US,"cheating, dysfunctional family, teen angst, underage drinking, domestic violence, makeover, drug overdose, teacher student relationship, street life, movie theater, razor blade, tattoo shop, peer pressure, shoe store, overachiever, reference to jack black, flunking out of school, promiscuous mother, glue sniffing, woman director",2003,-1.1911983758270122,0.613459892038604,0.2775867658613735
1321,12600000,Summit Entertainment,15417771,Wrong Turn,R,30.05.2003 00:00,6.1,93636,Alan B. McElroy,2003,1,0.223632619,20,FALSE,9902,tt0295700,Wrong Turn,Wrong Turn,"Horror, Thriller","DE, US","life and death, death of a friend, parts of dead body",2003,-0.7232529229031912,-0.2082527917115064,0.646871592638014
1322,20000000,Walt Disney Pictures,67406573,Holes,PG,18.04.2003 00:00,7.1,63052,Louis Sachar,2003,1,2.37032865,240,FALSE,8326,tt0311289,Holes,Holes,"Adventure, Family, Drama, Comedy",US,"curse, suitor, false accusations, reference to annabel lee, digging, baseball player, mountain climbing",2003,-0.4112892876206439,0.9656224707886509,0.11925283424612514
1323,78000000,Other,431881,Daredevil,PG-13,14.02.2003 00:00,5.3,185444,Mark Steven Johnson,2003,0,-0.994463064,-100,FALSE,9480,tt0287978,Daredevil,Daredevil,"Fantasy, Action, Crime, Science Fiction, Thriller",US,"blindness and impaired vision, narration, marvel comic, superhero, daredevil, hazardous waste, mob hit, duringcreditsstinger",2003,2.033831097026349,-1.147353001711632,2.2306939497673146
1324,35000000,Paramount Pictures,81261177,School of Rock,PG-13,3.10.2003 00:00,7.1,224330,Mike White,2003,1,1.321747914,130,FALSE,1584,tt0332379,School of Rock,School of Rock,"Comedy, Music","DE, US","rock and roll, rock, high school, music band",2003,0.22106943254668185,0.9656224707886509,2.9015343577854606
1325,30000000,Columbia Pictures Corporation,52159536,Identity,R,25.04.2003 00:00,7.3,192146,Michael Cooney,2003,1,0.7386512,70,FALSE,2832,tt0309698,Identity,Identity,"Mystery, Thriller",US,"prostitute, detective, nevada, prisoner, rain, motel, weather, multiple character, ex-cop, stranded, murder, serial killer, scream, storm, psychiatrist, convict, psychopathy, thunderstorm, rainstorm, split personality, mental disorders, murder mystery, dissociative identity disorder, isolated place",2003,0.010283192490906621,1.2003975232886828,2.3463132578611687
1326,30000000,New Line Cinema,82622655,Freddy vs. Jason,R,15.08.2003 00:00,5.8,95076,Wes Craven,2003,1,1.7540885,180,FALSE,6466,tt0329101,Freddy vs. Jason,Freddy vs. Jason,Horror,"CA, IT, US","murder, marijuana, teenager, bad dream",2003,0.010283192490906621,-0.5604153704615534,0.6717137000171769
1327,24000000,DreamWorks,75585093,Old School,R,21.02.2003 00:00,7.2,193885,Court Crandall,2003,1,2.149378875,210,FALSE,11635,tt0302886,Old School,Old School,Comedy,US,"sex doll, streaking, mouth to mouth resuscitation",2003,-0.24266029557602367,1.0830099970386673,2.3763135528141994
1328,76000000,Universal Pictures,127154901,2 Fast 2 Furious,PG-13,6.06.2003 00:00,5.9,211309,Gary Scott Thompson,2003,1,0.673090803,70,FALSE,584,tt0322259,2 Fast 2 Furious,2 Fast 2 Furious,"Action, Crime, Thriller",US,"miami, car race, sports car, los angeles, car, automobile racing",2003,1.949516601004039,-0.443027844211537,2.6769030521020714
1329,78000000,Other,66465204,The League of Extraordinary Gentlemen,PG-13,11.07.2003 00:00,5.8,148712,Alan Moore,2003,0,-0.147882,-10,FALSE,8698,tt0311429,The League of Extraordinary Gentlemen,The League of Extraordinary Gentlemen,"Fantasy, Action, Thriller, Science Fiction","CZ, DE, GB, US","saving the world, vampire, bite, men, invisible man, captain nemo, allan quatermain, venezia, immortal",2003,2.033831097026349,-0.5604153704615534,1.5970131940371661
1330,7000000,Other,12634962,House of 1000 Corpses,R,11.04.2003 00:00,6.0,64612,Rob Zombie,2003,1,0.804994571,80,FALSE,2662,tt0251736,House of 1000 Corpses,House of 1000 Corpses,Horror,US,"upper class, halloween, psychopath, urban legend, youth, satanic ritual",2003,-0.9593335117656595,-0.3256403179615217,0.14616511724021833
1331,95000000,Paramount Pictures,65660196,Lara Croft Tomb Raider: The Cradle of Life,PG-13,25.07.2003 00:00,5.5,110166,Dean Georgaris,2003,0,-0.308840042,-30,FALSE,1996,tt0325703,Lara Croft Tomb Raider: The Cradle of Life,Lara Croft Tomb Raider: The Cradle of Life,"Action, Adventure, Fantasy, Thriller","US, DE, JP, GB","riddle, treasure, medallion, kenia, alexander the great, pandora's box, chinese mafia, treasure hunt, hong kong, archaeologist, based on video game, archeology ",2003,2.750504313215985,-0.9125779492116004,0.9320382835946555
1332,79000000,Miramax,95636509,Cold Mountain,R,25.12.2003 00:00,7.2,124413,Charles Frazier,2003,1,0.210588722,20,FALSE,2289,tt0159365,Cold Mountain,Cold Mountain,Drama,"US, GB, RO, IT","loss of lover, loss of family, deserter, loss of father, love of one's life",2003,2.075988345037504,1.0830099970386673,1.177819883477249
1333,22000000,Touchstone Pictures,58331254,Open Range,R,15.08.2003 00:00,7.5,57419,Lauran Paine,2003,1,1.651420636,170,FALSE,2055,tt0316356,Open Range,Open Range,Western,US,"horse, beef, ranger",2003,-0.32697479159833376,1.4351725757887144,0.0220753405886078
1334,85000000,Columbia Pictures Corporation,47726342,The Rundown,PG-13,26.09.2003 00:00,6.7,87321,R.J. Stewart,2003,0,-0.438513624,-40,FALSE,10159,tt0327850,The Rundown,The Rundown,"Adventure, Action, Comedy, Thriller",US,"hunter, bounty, bounty hunter, fight, amazon, treasure hunt, jungle",2003,2.328931833104434,0.49607236578858865,0.5379286009023098
1335,50000000,Other,105813373,How to Lose a Guy in 10 Days,PG-13,7.02.2003 00:00,6.4,172078,Michele Alexander,2003,1,1.11626746,110,FALSE,9919,tt0251127,How to Lose a Guy in 10 Days,How to Lose a Guy in 10 Days,"Comedy, Romance","DE, US","new york, bet, journalist, therapist, advertising expert, relationship",2003,0.8534281527140075,0.14390978703854165,2.0001108891910007
1336,55000000,Universal Pictures,104565114,American Wedding,R,1.08.2003 00:00,6.3,171577,Adam Herz,2003,1,0.901183891,90,FALSE,8273,tt0328828,American Wedding,American Wedding,"Comedy, Romance",US,"handcuffs, sister sister relationship, spanner, blow job, stag night, wedding",2003,1.064214392769783,0.026522260788525286,1.9914679059986669
1337,30000000,New Line Cinema,41407470,Secondhand Lions,PG,19.09.2003 00:00,7.6,45722,Tim McCanlies,2003,1,0.380249,40,FALSE,13156,tt0327137,Secondhand Lions,Secondhand Lions,"Comedy, Drama, Family",US,"texas, money, veteran",2003,0.010283192490906621,1.5525601020387296,-0.179715027476718
1338,26000000,New Line Cinema,46961214,Final Destination 2,R,31.01.2003 00:00,6.2,129165,J. Mackye Gruber,2003,1,0.806200538,80,FALSE,9358,tt0309593,Final Destination 2,Final Destination 2,"Horror, Mystery",US,"ambulance, premonition, hospital",2003,-0.15834579955371356,-0.09086526546149003,1.2597988378284868
1339,20000000,Other,16248701,21 Grams,R,16.01.2004 00:00,7.7,200427,Guillermo Arriaga,2003,0,-0.18756495,-20,FALSE,470,tt0315733,21 Grams,21 Grams,"Drama, Crime, Thriller",US,"life and death, transplantation, suicide attempt, desperation, loss of family, ex-detainee, sadness, rage and hate, car crash",2004,-0.4112892876206439,1.669947628288746,2.4891726267548133
1340,50000000,Universal Pictures,19593740,The Life of David Gale,R,21.02.2003 00:00,7.6,94693,Charles Randolph,2003,0,-0.6081252,-60,FALSE,11615,tt0289992,The Life of David Gale,The Life of David Gale,"Drama, Thriller, Crime","DE, GB, US","prison, journalist, texas, professor, death penalty, death row, interview, murder, reporter, intern, innocent, activist",2003,0.8534281527140075,1.5525601020387296,0.6651063895128579
1341,15000000,DreamWorks,13005485,House of Sand and Fog,R,9.01.2004 00:00,7.6,58778,Andre Dubus III,2003,0,-0.132967667,-10,FALSE,11093,tt0315983,House of Sand and Fog,House of Sand and Fog,Drama,US,"san francisco, immigrant, house, intimidation, iranian",2004,-0.622075527676419,1.5525601020387296,0.045520079427692844
1342,29000000,Columbia Pictures Corporation,56359780,Once Upon a Time in Mexico,R,12.09.2003 00:00,6.4,137276,Robert Rodriguez,2003,1,0.94344069,90,FALSE,1428,tt0285823,Once Upon a Time in Mexico,Once Upon a Time in Mexico,Action,US,"corruption, cia",2003,-0.031874055520248426,0.14390978703854165,1.3997254579343137
1343,60000000,Paramount Pictures,31186896,The Core,PG-13,28.03.2003 00:00,5.5,81258,Cooper Layne,2003,0,-0.4802184,-50,FALSE,9341,tt0298814,The Core,The Core,"Action, Thriller, Adventure, Science Fiction","US, CA, DE","magnetic field, center of the earth, disaster film",2003,1.275000632825558,-0.9125779492116004,0.43333297795795905
1344,48000000,Dimension Films,110003217,Scary Movie 3,PG-13,24.10.2003 00:00,5.5,118792,Craig Mazin,2003,1,1.291733688,130,FALSE,4256,tt0306047,Scary Movie 3,Scary Movie 3,Comedy,US,horror spoof,2003,0.7691136566916975,-0.9125779492116004,1.0808494073812247
1345,65000000,Other,63860942,Mona Lisa Smile,PG-13,19.12.2003 00:00,6.4,65841,Lawrence Konner,2003,0,-0.017523969,0,FALSE,11820,tt0304415,Mona Lisa Smile,Mona Lisa Smile,"Drama, Romance",US,"faculty, art history, rowing, school nurse, femininity, teacher hero, womens issues",2003,1.4857868728813335,0.14390978703854165,0.1673671658297956
1346,10000000,Other,365734,The Brown Bunny,NOT RATED,14.11.2003 00:00,5.0,12152,Vincent Gallo,2003,0,-0.9634266,-100,FALSE,12703,tt0330099,The Brown Bunny,The Brown Bunny,Drama,"FR, JP, US","rape, ambulance, ex-girlfriend, memory, unsimulated sex, motorcycle",2003,-0.8328617677321943,-1.499515580461679,-0.7588466557534544
1347,75000000,Other,135645823,Anger Management,PG-13,11.04.2003 00:00,6.2,180365,David Dorfman,2003,1,0.808610973,80,FALSE,9506,tt0305224,Anger Management,Anger Management,Comedy,US,"penalty, therapist, psychology, aggression, rage, anger, anger management",2003,1.9073593529928838,-0.09086526546149003,2.143073766865392
1348,35000000,Fox 2000 Pictures,20298207,Down with Love,PG-13,16.05.2003 00:00,6.3,34946,Eve Ahlert,2003,0,-0.420051229,-40,FALSE,10720,tt0309530,Down with Love,Down with Love,"Action, Comedy, Romance, Thriller","DE, US","sex, journalist, empowerment, womanizer, playboy, farce, author, feminist, new york city",2003,0.22106943254668185,0.026522260788525286,-0.36561679769745414
1349,30000000,Miramax,5381227,The Human Stain,R,31.10.2003 00:00,6.3,26598,Philip Roth,2003,0,-0.820625767,-80,FALSE,10922,tt0308383,The Human Stain,The Human Stain,"Drama, Thriller, Romance","FR, DE, US","black people, professor for literature",2003,0.010283192490906621,0.026522260788525286,-0.5096320146427683
1350,18000000,Touchstone Pictures,43610723,Under the Tuscan Sun,PG-13,26.09.2003 00:00,6.8,39134,Frances Mayes,2003,1,1.422817944,140,FALSE,10934,tt0328589,Under the Tuscan Sun,Under the Tuscan Sun,Romance,"IT, US","depression, toscana, recreation, author, divorce, woman director",2003,-0.49560378364295393,0.613459892038604,-0.29336766873638853
1351,70000000,Other,43734876,Tears of the Sun,R,7.03.2003 00:00,6.6,99418,Alex Lasker,2003,0,-0.375216057,-40,FALSE,9567,tt0314353,Tears of the Sun,Tears of the Sun,"Action, Drama, War",US,"u.s. army, nigeria, president",2003,1.6965731129371087,0.3786848395385723,0.7466195543507363
1352,75000000,Other,30013346,Hollywood Homicide,PG-13,13.06.2003 00:00,5.3,32542,Robert Souza,2003,0,-0.599822053,-60,FALSE,11375,tt0329717,Hollywood Homicide,Hollywood Homicide,"Action, Adventure, Comedy, Thriller",US,"rap music, hitman",2003,1.9073593529928838,-1.147353001711632,-0.40708931584989005
1353,60000000,DreamWorks,26483452,Sinbad: Legend of the Seven Seas,PG,2.07.2003 00:00,6.7,39745,John Logan,2003,0,-0.558609133,-60,FALSE,14411,tt0165982,Sinbad: Legend of the Seven Seas,Sinbad: Legend of the Seven Seas,"Family, Animation, Adventure",US,"prince, water monster",2003,1.275000632825558,0.49607236578858865,-0.282827024563702
1354,20000000,Warner Bros.,35990505,What a Girl Wants,PG,4.04.2003 00:00,5.8,51247,William Douglas-Home,2003,1,0.79952525,80,FALSE,10735,tt0286788,What a Girl Wants,What a Girl Wants,Comedy,US,"london england, england, daughter, politician, teenage girl, father daughter relationship, american abroad, teen comedy, woman director",2003,-0.4112892876206439,-0.5604153704615534,-0.08440069187263788
1355,60000000,Other,26900336,The Missing,R,26.11.2003 00:00,6.5,29091,Thomas Eidson,2003,0,-0.551661067,-60,FALSE,12146,tt0338188,The Missing,The Missing,"Thriller, Western, Adventure",US,"mexico, based on novel, new mexico, apache, baby-snatching, daughter, frontier, criminal, 19th century",2003,1.275000632825558,0.261297313288557,-0.4666241162425924
1356,80000000,Columbia Pictures Corporation,124728738,Something's Gotta Give,PG-13,12.12.2003 00:00,6.7,96603,Nancy Meyers,2003,1,0.559109225,60,FALSE,6964,tt0337741,Something's Gotta Give,Something's Gotta Give,"Drama, Comedy, Romance",US,"age difference, ladykiller, woman director",2003,2.1181455930486592,0.49607236578858865,0.6980566847171643
1357,40000000,Columbia Pictures Corporation,59694580,Gothika,R,21.11.2003 00:00,5.8,94370,Sebastian Gutierrez,2003,1,0.4923645,50,FALSE,4970,tt0348836,Gothika,Gothika,"Horror, Thriller",US,"amnesia, mental institution, patient, trust, false accusations, medication, gothic, mental illness",2003,0.4318556726024571,-0.5604153704615534,0.659534166816004
