,budget,company,gross,name,rating,released,score,votes,writer,year,isprofit,profitability_ratio,profitability_ratio_bucket,adult,id,imdb_id,original_title,title,genres_edited,production_countries_edited,keywords_edited,year_released
1723,25000000,Universal Pictures,38230435,Undercover Brother,PG-13,31.05.2002 00:00,5.8,30636,John Ridley,2002,1,0.5292174,50,FALSE,12277,tt0279493,Undercover Brother,Undercover Brother,"Action, Comedy",US,"usa president, double life, policy and organisations, undercover, intelligence, partner, duringcreditsstinger",2002
1724,10000000,Other,8111360,Dirty Pretty Things,R,5.09.2003 00:00,7.4,36601,Steven Knight,2002,0,-0.188864,-20,FALSE,3472,tt0301199,Dirty Pretty Things,Dirty Pretty Things,"Crime, Drama, Thriller",GB,"london england, prostitute, hotel, night watchman, illegal immigration, immigration law, transplanted organ, turk, delinquency",2003
1725,27000000,Other,69599016,Divine Secrets of the Ya-Ya Sisterhood,PG-13,7.06.2002 00:00,6.0,16109,Rebecca Wells,2002,1,1.577741333,160,FALSE,9583,tt0279778,Divine Secrets of the Ya-Ya Sisterhood,Divine Secrets of the Ya-Ya Sisterhood,"Comedy, Drama, Romance",US,"secret society, conciliation, marriage, mother daughter relationship, playwright, family feud, woman director",2002
1726,100000000,Castle Rock Entertainment,4420080,The Adventures of Pluto Nash,PG-13,16.08.2002 00:00,3.8,21240,Neil Cuthbert,2002,0,-0.9557992,-100,FALSE,11692,tt0180052,The Adventures of Pluto Nash,The Adventures of Pluto Nash,"Action, Comedy, Science Fiction","AU, US","moon, casino, bar, nightclub, future, mafia boss, laser gun",2002
1727,12500000,Fox Searchlight Pictures,21078145,Antwone Fisher,PG-13,10.01.2003 00:00,7.3,28371,Antwone Fisher,2002,1,0.6862516,70,FALSE,13435,tt0168786,Antwone Fisher,Antwone Fisher,"Drama, Romance",US,"u.s. navy, biography",2003
1728,120000000,Columbia Pictures Corporation,64956806,Stuart Little 2,PG,19.07.2002 00:00,5.4,40457,E.B. White,2002,0,-0.458693283,-50,FALSE,10996,tt0243585,Stuart Little 2,Stuart Little 2,"Family, Adventure, Animation, Comedy",US,"mouse, falcon, bird, friendship, family",2002
1729,7500000,Paramount Pictures,10460089,Narc,R,10.01.2003 00:00,7.2,35355,Joe Carnahan,2002,1,0.394678533,40,FALSE,11022,tt0272207,Narc,Narc,"Action, Crime, Drama, Thriller","CA, US","assertion, investigation, internal affairs, narcotics cop",2003
1730,55000000,Warner Bros.,8355815,Death to Smoochy,R,29.03.2002 00:00,6.4,35823,Adam Resnick,2002,0,-0.848076091,-80,FALSE,9275,tt0266452,Death to Smoochy,Death to Smoochy,"Comedy, Crime, Drama, Thriller","DE, GB, US","corruption, moderator, tv show, success, irish mob, duringcreditsstinger",2002
1731,29000000,Other,16930185,Serving Sara,PG-13,23.08.2002 00:00,5.3,15017,Jay Scherick,2002,0,-0.416200517,-40,FALSE,12771,tt0261289,Serving Sara,Serving Sara,"Comedy, Romance","DE, US","wealth, falling in love, divorce, pretty woman, winery",2002
1732,12000000,Other,10198766,Sorority Boys,R,22.03.2002 00:00,5.4,12478,Joe Jarvis,2002,0,-0.150102833,-20,FALSE,6020,tt0279781,Sorority Boys,Sorority Boys,Comedy,US,"sorority, cross dressing, university, t shirt, sorority girl, drag, yearbook, roofie, sorority house",2002
1733,17000000,Dimension Films,12840842,They,PG-13,27.11.2002 00:00,4.8,11322,Brendan Hood,2002,0,-0.244656353,-20,FALSE,16028,tt0283632,They,They,"Horror, Thriller",US,"suicide, asylum, nightmare, darkness, supernatural, suspense",2002
1734,4000000,Other,562059,Poolhall Junkies,R,28.02.2003 00:00,7.0,8858,Mars Callahan,2002,0,-0.85948525,-90,FALSE,14293,tt0273982,Poolhall Junkies,Poolhall Junkies,"Comedy, Drama, Thriller",US,"hustler, independent film, pool",2003
1735,25000000,Paramount Pictures,10727683,Abandon,PG-13,18.10.2002 00:00,4.9,8168,Stephen Gaghan,2002,0,-0.57089268,-60,FALSE,15992,tt0267248,Abandon,Abandon,"Drama, Mystery, Thriller","AU, US","alcohol, detective, dancer, nightmare, college, job, party, elite, suspense, drug, boyfriend, thesis, pressure",2002
1736,3000000,Other,5844929,Real Women Have Curves,PG-13,8.11.2002 00:00,7.0,6236,Josefina Lopez,2002,1,0.948309667,90,FALSE,30309,tt0296166,Real Women Have Curves,Real Women Have Curves,"Comedy, Drama",,"independent film, woman director",2002
1737,35000000,Walt Disney Pictures,16988996,The Country Bears,G,26.07.2002 00:00,4.0,4149,Mark Perez,2002,0,-0.514600114,-50,FALSE,18357,tt0276033,The Country Bears,The Country Bears,"Adventure, Comedy, Family",US,"human animal relationship, musical, clowning, bear, social satire, aftercreditsstinger, duringcreditsstinger",2002
1738,10000000,Other,1483975,Evelyn,PG,25.12.2002 00:00,7.0,5611,Paul Pender,2002,0,-0.8516025,-90,FALSE,21868,tt0298856,Evelyn,Evelyn,Drama,"IE, US",christmas,2002
1739,11000000,Other,4814244,Slackers,R,1.02.2002 00:00,5.3,12825,David H. Steinberg,2002,0,-0.562341455,-60,FALSE,20009,tt0240900,Slackers,Slackers,"Comedy, Romance","CA, US","male nudity, drug abuse, job interview, eavesdropping, fall, comedy, troll, cheating wife, backpack, sponge bath, repairman",2002
1740,70000000,Other,14294842,Ballistic: Ecks vs. Sever,R,20.09.2002 00:00,3.6,17279,Alan B. McElroy,2002,0,-0.795787971,-80,FALSE,10550,tt0308208,Ballistic: Ecks vs. Sever,Ballistic: Ecks vs. Sever,"Action, Adventure, Thriller","DE, US","loss of family, enemy, adversary, agent",2002
1741,60000000,Warner Bros.,32122249,Analyze That,R,6.12.2002 00:00,5.9,73442,Kenneth Lonergan,2002,0,-0.464629183,-50,FALSE,9932,tt0289848,Analyze That,Analyze That,"Comedy, Crime","AU, US","prison, gold, therapist, gangster",2002
1742,3500000,Other,236266,Gerry,R,20.09.2002 00:00,6.2,15933,Casey Affleck,2002,0,-0.932495429,-90,FALSE,1956,tt0302674,Gerry,Gerry,"Mystery, Drama, Adventure","US, AR","desperation, highway, wilderness, getting lost, friendship, murder, best friend, desert, very little dialogue, tarkovskyesque, friend",2002
1743,7000000,Other,2062066,Auto Focus,R,1.11.2002 00:00,6.6,11759,Robert Graysmith,2002,0,-0.705419143,-70,FALSE,14112,tt0298744,Auto Focus,Auto Focus,"Drama, Crime",US,"male nudity, adultery, based on novel, infidelity, tv show, blow job, video, biography, sex addiction, based on true story, independent film, sex addict",2002
1744,12500000,Other,14060950,The Emperor's Club,PG-13,22.11.2002 00:00,6.9,15086,Ethan Canin,2002,1,0.124876,10,FALSE,17187,tt0283530,The Emperor's Club,The Emperor's Club,"Drama, Romance",US,,2002
1745,10000000,Other,6044618,Deuces Wild,R,3.05.2002 00:00,5.6,6400,Paul Kimatian,2002,0,-0.3955382,-40,FALSE,13201,tt0231448,Deuces Wild,Deuces Wild,"Action, Crime, Drama, Romance","DE, US","gang, new york city, drug overdose",2002
1746,9000000,Other,4681503,Igby Goes Down,R,4.10.2002 00:00,7.0,29911,Burr Steers,2002,0,-0.479833,-50,FALSE,9685,tt0280760,Igby Goes Down,Igby Goes Down,"Comedy, Drama",US,"father son relationship, patenonkel, independent film, falling in love",2002
1747,60000000,Universal Pictures,5350371,The Truth About Charlie,PG-13,25.10.2002 00:00,4.8,8899,Peter Stone,2002,0,-0.91082715,-90,FALSE,13440,tt0270707,The Truth About Charlie,The Truth About Charlie,"Mystery, Thriller","DE, US",suspense,2002
1748,9000000,Other,121756,All or Nothing,R,16.05.2003 00:00,7.6,8613,Mike Leigh,2002,0,-0.986471556,-100,FALSE,12454,tt0286261,All or Nothing,All or Nothing,"Comedy, Drama","FR, GB",,2003
1749,2000000,Miramax,2506446,Full Frontal,R,2.08.2002 00:00,4.8,8888,Coleman Hough,2002,1,0.253223,30,FALSE,15186,tt0290212,Full Frontal,Full Frontal,"Comedy, Drama, Romance",US,independent film,2002
1750,13000000,Screen Gems,15361537,Half Past Dead,PG-13,15.11.2002 00:00,4.6,12824,Don Michael Paul,2002,1,0.181656692,20,FALSE,10167,tt0297162,Half Past Dead,Half Past Dead,"Crime, Action, Thriller","DE, US","resistance, undercover, alcatraz, stolen money",2002
1751,8000000,Fox Searchlight Pictures,27362712,Brown Sugar,PG-13,11.10.2002 00:00,6.5,6451,Michael Elliot,2002,1,2.420339,240,FALSE,37964,tt0297037,Brown Sugar,Brown Sugar,"Comedy, Romance",,,2002
1752,14000000,New Line Cinema,25482931,All About the Benjamins,R,8.03.2002 00:00,5.8,10283,Ronald Lang,2002,1,0.820209357,80,FALSE,13950,tt0278295,All About the Benjamins,All About the Benjamins,"Action, Adventure, Comedy",US,"record store, sexuality, autograph, underwear, painting, safe, sexual attraction, motorcycle, juvenile delinquent, stoner, music store, hand on crotch, premarital sex, raised middle finger, employer employee relationship, cupcake, twenty something, money bag, sidewalk, storem",2002
1753,10000000,Fox Searchlight Pictures,30307416,The Banger Sisters,R,20.09.2002 00:00,5.6,13034,Bob Dolman,2002,1,2.0307416,200,FALSE,9034,tt0280460,The Banger Sisters,The Banger Sisters,"Comedy, Drama",US,"tattoo, rock star, groupie, past, family",2002
1754,11000000,Universal Pictures,3034181,The Guru,R,14.02.2003 00:00,5.4,13953,Tracey Jackson,2002,0,-0.724165364,-70,FALSE,9027,tt0280720,The Guru,The Guru,"Comedy, Romance","FR, GB, US","sex, indian lead, dancing master, new love, porn actor, guru, wedding, sex comedy, woman director",2003
1755,500000,Other,13134,The Slaughter Rule,R,11.01.2002 00:00,6.1,2098,Alex Smith,2002,0,-0.973732,-100,FALSE,21801,tt0266971,The Slaughter Rule,The Slaughter Rule,Drama,US,,2002
1756,11000000,Other,11411644,The Powerpuff Girls Movie,PG,3.07.2002 00:00,6.5,8247,Charlie Bean,2002,1,0.037422182,0,FALSE,59387,tt0289408,The Powerpuff Girls Movie,The Powerpuff Girls Movie,"Animation, Action, Family",US,"based on tv series, female protagonist, super powers, hero trio",2002
1757,25000000,Paramount Pictures,40108697,The Wild Thornberrys Movie,PG,20.12.2002 00:00,5.3,12741,Arlene Klasky,2002,1,0.60434788,60,FALSE,14317,tt0282120,The Wild Thornberrys Movie,The Wild Thornberrys Movie,"Animation, Adventure, Family",US,"sister sister relationship, safari, wildlife, baboon, chimpanzee, woman director",2002
1758,12000000,Other,333976,Welcome to Collinwood,R,18.10.2002 00:00,6.4,12971,Anthony Russo,2002,0,-0.972168667,-100,FALSE,9260,tt0271259,Welcome to Collinwood,Welcome to Collinwood,Comedy,"DE, US","safe, remake, heist, inner city",2002
1759,15600000,Other,13571817,Juwanna Mann,PG-13,21.06.2002 00:00,4.5,5482,Bradley Allenstein,2002,0,-0.130011731,-10,FALSE,35696,tt0247444,Juwanna Mann,Juwanna Mann,"Comedy, Drama",US,"sport, basketball, cross dressing, man dressed as woman",2002
1760,250000,Other,3802390,Better Luck Tomorrow,R,25.04.2003 00:00,7.2,8218,Ernesto Foronda,2002,1,14.20956,1420,FALSE,14290,tt0280477,Better Luck Tomorrow,Better Luck Tomorrow,"Crime, Drama",US,,2003
1761,3000000,Paramount Pictures,13684949,Hey Arnold! The Movie,PG,28.06.2002 00:00,5.9,5065,Craig Bartlett,2002,1,3.561649667,360,FALSE,17710,tt0314166,Hey Arnold! The Movie,Hey Arnold! The Movie,"Animation, Family",US,,2002
1762,6000000,Other,1800,The Room,R,3.03.2004 00:00,3.6,40355,Tommy Wiseau,2003,0,-0.9997,-100,FALSE,17473,tt0368226,The Room,The Room,"Drama, Romance",US,"american football, friends, slice of life, independent film, drug pusher, golddigger, cheating fiancée, affair, relationships",2004
1763,140000000,Walt Disney Pictures,305413918,Pirates of the Caribbean: The Curse of the Black Pearl,PG-13,9.07.2003 00:00,8.0,886092,Ted Elliott,2003,1,1.181527986,120,FALSE,22,tt0325980,Pirates of the Caribbean: The Curse of the Black Pearl,Pirates of the Caribbean: The Curse of the Black Pearl,"Adventure, Fantasy, Action",US,"exotic island, blacksmith, east india trading company, gold, marriage proposal, mutiny, jamaica, skeleton, daughter, governor, wooden eye, gold coin, pirate, alcoholic, swashbuckler, caribbean, aftercreditsstinger, pirate ship, capuchin monkey, tortuga",2003
1764,30000000,Miramax,70099045,Kill Bill: Vol. 1,R,10.10.2003 00:00,8.1,807087,Quentin Tarantino,2003,1,1.336634833,130,FALSE,24,tt0266697,Kill Bill: Vol. 1,Kill Bill: Vol. 1,"Action, Crime",US,"japan, coma, martial arts, kung fu, underworld, yakuza, sword, bride, revenge, gore, female yakuza, blood, wedding, samurai sword, part animation",2003
1765,94000000,New Line Cinema,377845905,The Lord of the Rings: The Return of the King,PG-13,17.12.2003 00:00,8.9,1332020,J.R.R. Tolkien,2003,1,3.019637287,300,FALSE,122,tt0167260,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King,"Adventure, Fantasy, Action","NZ, US","elves, orcs, middle-earth (tolkien), based on novel, suspicion, bravery, war, honor, troll, brutality, violence, ghost, end of trilogy, quest, sword and sorcery",2003
1766,40000000,Universal Pictures,59696144,Love Actually,R,14.11.2003 00:00,7.7,346409,Richard Curtis,2003,1,0.4924036,50,FALSE,508,tt0314331,Love Actually,Love Actually,"Comedy, Romance, Drama","GB, US","london england, male nudity, female nudity, love at first sight, usa president, marseille, office, christmas party, marriage proposal, bars and restaurants, press conference, language barrier, prime minister, rock star, tv show, metal detector, war on terror, school performance, multiple storylines",2003
1767,25000000,Warner Bros.,90135191,Mystic River,R,15.10.2003 00:00,8.0,361466,Brian Helgeland,2003,1,2.60540764,260,FALSE,322,tt0327056,Mystic River,Mystic River,"Thriller, Crime, Drama, Mystery",US,"child abuse, sexual abuse, loss of child, repayment, suppressed past, arbitrary law, boston, workers' quarter, reference to sprite, child",2003
1768,137000000,Universal Pictures,132177234,Hulk,PG-13,20.06.2003 00:00,5.7,223943,Stan Lee,2003,0,-0.035202672,0,FALSE,1927,tt0286716,Hulk,Hulk,"Drama, Action, Science Fiction",US,"california, san francisco, monster, general, gun, dna, mutation, psychology, berkeley, transformation, frog, president, marvel comic, superhero, golden gate bridge, doctor, fear, scientist, dog, desert, anger, mirror, phone, military, cell, hulk, superhuman strength, repressed memory, repression",2003
1769,94000000,Other,380843261,Finding Nemo,G,30.05.2003 00:00,8.1,772029,Andrew Stanton,2003,1,3.051524053,310,FALSE,12,tt0266543,Finding Nemo,Finding Nemo,"Animation, Family",US,"father son relationship, harbor, underwater, fish tank, great barrier reef, missing child, aftercreditsstinger, duringcreditsstinger, short term memory loss, clownfish, father son reunion, protective father",2003
1770,4000000,Other,44585453,Lost in Translation,R,3.10.2003 00:00,7.8,345221,Sofia Coppola,2003,1,10.14636325,1010,FALSE,153,tt0335266,Lost in Translation,Lost in Translation,Drama,"JP, US","upper class, hotel room, age difference, commercial, karaoke, homesickness, culture clash, jet lag, pop star, unsociability, aftercreditsstinger, woman director",2003
1771,9200000,New Line Cinema,80571655,The Texas Chainsaw Massacre,R,17.10.2003 00:00,6.2,114916,Kim Henkel,2003,1,7.757788587,780,FALSE,9373,tt0324216,The Texas Chainsaw Massacre,The Texas Chainsaw Massacre,Horror,US,"trauma, psychopath, stalker, friends, murder, gore, blood, hitchhiker, chainsaw, torture, violence, cannibal, killer, family",2003
1772,1500000,Fox Searchlight Pictures,4599680,Thirteen,R,19.09.2003 00:00,6.8,72230,Catherine Hardwicke,2003,1,2.066453333,210,FALSE,11023,tt0328538,Thirteen,Thirteen,"Crime, Drama",US,"cheating, dysfunctional family, teen angst, underage drinking, domestic violence, makeover, drug overdose, teacher student relationship, street life, movie theater, razor blade, tattoo shop, peer pressure, shoe store, overachiever, reference to jack black, flunking out of school, promiscuous mother, glue sniffing, woman director",2003
1773,12600000,Summit Entertainment,15417771,Wrong Turn,R,30.05.2003 00:00,6.1,93636,Alan B. McElroy,2003,1,0.223632619,20,FALSE,9902,tt0295700,Wrong Turn,Wrong Turn,"Horror, Thriller","DE, US","life and death, death of a friend, parts of dead body",2003
1774,150000000,Warner Bros.,281492479,The Matrix Reloaded,R,15.05.2003 00:00,7.2,446954,Lilly Wachowski,2003,1,0.876616527,90,FALSE,604,tt0234215,The Matrix Reloaded,The Matrix Reloaded,"Adventure, Action, Thriller, Science Fiction","AU, US","saving the world, artificial intelligence, man vs machine, martial arts, kung fu, underground world, dream, hero, fight, computer virus, key, future, plato, precognition, rave, dying and death, virtual reality, dystopia, computer, faith, world religion, truth, mission, cyberpunk, woman director, gnosticism",2003
1775,20000000,Walt Disney Pictures,67406573,Holes,PG,18.04.2003 00:00,7.1,63052,Louis Sachar,2003,1,2.37032865,240,FALSE,8326,tt0311289,Holes,Holes,"Adventure, Family, Drama, Comedy",US,"curse, suitor, false accusations, reference to annabel lee, digging, baseball player, mountain climbing",2003
1776,70000000,Columbia Pictures Corporation,66257002,Big Fish,PG-13,9.01.2004 00:00,8.0,369336,Daniel Wallace,2003,0,-0.0534714,-10,FALSE,587,tt0319061,Big Fish,Big Fish,"Adventure, Fantasy, Drama",US,"circus, father son relationship, witch, fish, fishing, love of one's life, leech, story teller, apoplectic stroke, fair, mermaid, cancer, relationship, youth, gentle giant",2004
1777,78000000,Other,431881,Daredevil,PG-13,14.02.2003 00:00,5.3,185444,Mark Steven Johnson,2003,0,-0.994463064,-100,FALSE,9480,tt0287978,Daredevil,Daredevil,"Fantasy, Action, Crime, Science Fiction, Thriller",US,"blindness and impaired vision, narration, marvel comic, superhero, daredevil, hazardous waste, mob hit, duringcreditsstinger",2003
1778,140000000,Warner Bros.,111110575,The Last Samurai,R,5.12.2003 00:00,7.7,340268,John Logan,2003,0,-0.206353036,-20,FALSE,616,tt0325710,The Last Samurai,The Last Samurai,"Drama, Action, War, History","JP, US, NZ","japan, war crimes, sense of guilt, swordplay, general, samurai, war veteran, katana, sword, arms deal, homeland, emperor, language barrier, self-discovery, mountain village, foreign legion, mercenary, campaign, commercial agreement, insurgence, leader, war strategy, gettysburg, loss of husband, slaughter, soldier, alcoholic, u.s. soldier, japanese army, 19th century, war trauma",2003
1779,35000000,Paramount Pictures,81261177,School of Rock,PG-13,3.10.2003 00:00,7.1,224330,Mike White,2003,1,1.321747914,130,FALSE,1584,tt0332379,School of Rock,School of Rock,"Comedy, Music","DE, US","rock and roll, rock, high school, music band",2003
1780,200000000,Other,150371112,Terminator 3: Rise of the Machines,R,2.07.2003 00:00,6.3,326064,James Cameron,2003,0,-0.24814444,-20,FALSE,296,tt0181852,Terminator 3: Rise of the Machines,Terminator 3: Rise of the Machines,"Action, Thriller, Science Fiction","DE, GB, US","saving the world, artificial intelligence, man vs machine, cyborg, killer robot, sun glasses, leather jacket, nanotechnology, rocket launcher, firemen, veterinarian, fire engine, dystopia, psychiatrist",2003
1781,30000000,Columbia Pictures Corporation,52159536,Identity,R,25.04.2003 00:00,7.3,192146,Michael Cooney,2003,1,0.7386512,70,FALSE,2832,tt0309698,Identity,Identity,"Mystery, Thriller",US,"prostitute, detective, nevada, prisoner, rain, motel, weather, multiple character, ex-cop, stranded, murder, serial killer, scream, storm, psychiatrist, convict, psychopathy, thunderstorm, rainstorm, split personality, mental disorders, murder mystery, dissociative identity disorder, isolated place",2003
1782,30000000,New Line Cinema,82622655,Freddy vs. Jason,R,15.08.2003 00:00,5.8,95076,Wes Craven,2003,1,1.7540885,180,FALSE,6466,tt0329101,Freddy vs. Jason,Freddy vs. Jason,Horror,"CA, IT, US","murder, marijuana, teenager, bad dream",2003
1783,24000000,DreamWorks,75585093,Old School,R,21.02.2003 00:00,7.2,193885,Court Crandall,2003,1,2.149378875,210,FALSE,11635,tt0302886,Old School,Old School,Comedy,US,"sex doll, streaking, mouth to mouth resuscitation",2003
1784,76000000,Universal Pictures,127154901,2 Fast 2 Furious,PG-13,6.06.2003 00:00,5.9,211309,Gary Scott Thompson,2003,1,0.673090803,70,FALSE,584,tt0322259,2 Fast 2 Furious,2 Fast 2 Furious,"Action, Crime, Thriller",US,"miami, car race, sports car, los angeles, car, automobile racing",2003
1785,78000000,Other,66465204,The League of Extraordinary Gentlemen,PG-13,11.07.2003 00:00,5.8,148712,Alan Moore,2003,0,-0.147882,-10,FALSE,8698,tt0311429,The League of Extraordinary Gentlemen,The League of Extraordinary Gentlemen,"Fantasy, Action, Thriller, Science Fiction","CZ, DE, GB, US","saving the world, vampire, bite, men, invisible man, captain nemo, allan quatermain, venezia, immortal",2003
1786,7000000,Other,12634962,House of 1000 Corpses,R,11.04.2003 00:00,6.0,64612,Rob Zombie,2003,1,0.804994571,80,FALSE,2662,tt0251736,House of 1000 Corpses,House of 1000 Corpses,Horror,US,"upper class, halloween, psychopath, urban legend, youth, satanic ritual",2003
1787,95000000,Paramount Pictures,65660196,Lara Croft Tomb Raider: The Cradle of Life,PG-13,25.07.2003 00:00,5.5,110166,Dean Georgaris,2003,0,-0.308840042,-30,FALSE,1996,tt0325703,Lara Croft Tomb Raider: The Cradle of Life,Lara Croft Tomb Raider: The Cradle of Life,"Action, Adventure, Fantasy, Thriller","US, DE, JP, GB","riddle, treasure, medallion, kenia, alexander the great, pandora's box, chinese mafia, treasure hunt, hong kong, archaeologist, based on video game, archeology ",2003
1788,79000000,Miramax,95636509,Cold Mountain,R,25.12.2003 00:00,7.2,124413,Charles Frazier,2003,1,0.210588722,20,FALSE,2289,tt0159365,Cold Mountain,Cold Mountain,Drama,"US, GB, RO, IT","loss of lover, loss of family, deserter, loss of father, love of one's life",2003
1789,81000000,Other,242829261,Bruce Almighty,PG-13,23.05.2003 00:00,6.7,319425,Steve Koren,2003,1,1.997892111,200,FALSE,310,tt0315327,Bruce Almighty,Bruce Almighty,"Fantasy, Comedy",US,"christianity, moon, responsability, moses, street gang, lovesickness, journalism, new love, faith, prayer, god, car crash",2003
1790,150000000,Twentieth Century Fox Film Corporation,93927920,Master and Commander: The Far Side of the World,PG-13,14.11.2003 00:00,7.4,178098,Patrick O'Brian,2003,0,-0.373813867,-40,FALSE,8619,tt0311113,Master and Commander: The Far Side of the World,Master and Commander: The Far Side of the World,Adventure,US,"naturalist, frigate, self surgery, sea battle, weevil",2003
1791,22000000,Touchstone Pictures,58331254,Open Range,R,15.08.2003 00:00,7.5,57419,Lauran Paine,2003,1,1.651420636,170,FALSE,2055,tt0316356,Open Range,Open Range,Western,US,"horse, beef, ranger",2003
1792,85000000,Columbia Pictures Corporation,47726342,The Rundown,PG-13,26.09.2003 00:00,6.7,87321,R.J. Stewart,2003,0,-0.438513624,-40,FALSE,10159,tt0327850,The Rundown,The Rundown,"Adventure, Action, Comedy, Thriller",US,"hunter, bounty, bounty hunter, fight, amazon, treasure hunt, jungle",2003
1793,33000000,New Line Cinema,173398518,Elf,PG,7.11.2003 00:00,6.9,162013,David Berenbaum,2003,1,4.254500545,430,FALSE,10719,tt0319343,Elf,Elf,"Comedy, Family, Fantasy","US, DE","holiday, elves, santa claus, looking for  birth parents, romance, north pole, christmas",2003
1794,50000000,Other,105813373,How to Lose a Guy in 10 Days,PG-13,7.02.2003 00:00,6.4,172078,Michele Alexander,2003,1,1.11626746,110,FALSE,9919,tt0251127,How to Lose a Guy in 10 Days,How to Lose a Guy in 10 Days,"Comedy, Romance","DE, US","new york, bet, journalist, therapist, advertising expert, relationship",2003
1795,120000000,Columbia Pictures Corporation,100830111,Charlie's Angels: Full Throttle,PG-13,27.06.2003 00:00,4.8,105990,Ivan Goff,2003,0,-0.159749075,-20,FALSE,9471,tt0305357,Charlie's Angels: Full Throttle,Charlie's Angels: Full Throttle,"Action, Adventure, Comedy",US,"robbery, secret identity, secret agent",2003
1796,130000000,Columbia Pictures Corporation,138608444,Bad Boys II,R,18.07.2003 00:00,6.6,190484,George Gallo,2003,1,0.0662188,10,FALSE,8961,tt0172156,Bad Boys II,Bad Boys II,"Adventure, Action, Comedy, Thriller, Crime",US,"miami, ku klux klan, cuba, undercover, mexican standoff, ecstasy, guantánamo, slaughter, shootout, gunfight, bromance, gangster, violence, foot chase, interrogation, car chase, drug lord, exploding house, narcotics cop, illegal drugs, dea agent, buddy cop, criminal underworld, action hero, haitian gang, minefield",2003
1797,55000000,Universal Pictures,104565114,American Wedding,R,1.08.2003 00:00,6.3,171577,Adam Herz,2003,1,0.901183891,90,FALSE,8273,tt0328828,American Wedding,American Wedding,"Comedy, Romance",US,"handcuffs, sister sister relationship, spanner, blow job, stag night, wedding",2003
1798,30000000,New Line Cinema,41407470,Secondhand Lions,PG,19.09.2003 00:00,7.6,45722,Tim McCanlies,2003,1,0.380249,40,FALSE,13156,tt0327137,Secondhand Lions,Secondhand Lions,"Comedy, Drama, Family",US,"texas, money, veteran",2003
1799,26000000,New Line Cinema,46961214,Final Destination 2,R,31.01.2003 00:00,6.2,129165,J. Mackye Gruber,2003,1,0.806200538,80,FALSE,9358,tt0309593,Final Destination 2,Final Destination 2,"Horror, Mystery",US,"ambulance, premonition, hospital",2003
1800,20000000,Other,16248701,21 Grams,R,16.01.2004 00:00,7.7,200427,Guillermo Arriaga,2003,0,-0.18756495,-20,FALSE,470,tt0315733,21 Grams,21 Grams,"Drama, Crime, Thriller",US,"life and death, transplantation, suicide attempt, desperation, loss of family, ex-detainee, sadness, rage and hate, car crash",2004
1801,50000000,Universal Pictures,19593740,The Life of David Gale,R,21.02.2003 00:00,7.6,94693,Charles Randolph,2003,0,-0.6081252,-60,FALSE,11615,tt0289992,The Life of David Gale,The Life of David Gale,"Drama, Thriller, Crime","DE, GB, US","prison, journalist, texas, professor, death penalty, death row, interview, murder, reporter, intern, innocent, activist",2003
1802,15000000,DreamWorks,13005485,House of Sand and Fog,R,9.01.2004 00:00,7.6,58778,Andre Dubus III,2003,0,-0.132967667,-10,FALSE,11093,tt0315983,House of Sand and Fog,House of Sand and Fog,Drama,US,"san francisco, immigrant, house, intimidation, iranian",2004
1803,17000000,Walt Disney Pictures,42672630,The Lizzie McGuire Movie,PG,2.05.2003 00:00,5.4,30128,Susan Estelle Jansen,2003,1,1.510154706,150,FALSE,18736,tt0306841,The Lizzie McGuire Movie,The Lizzie McGuire Movie,"Family, Comedy",US,,2003
1804,29000000,Columbia Pictures Corporation,56359780,Once Upon a Time in Mexico,R,12.09.2003 00:00,6.4,137276,Robert Rodriguez,2003,1,0.94344069,90,FALSE,1428,tt0285823,Once Upon a Time in Mexico,Once Upon a Time in Mexico,Action,US,"corruption, cia",2003
1805,60000000,Paramount Pictures,31186896,The Core,PG-13,28.03.2003 00:00,5.5,81258,Cooper Layne,2003,0,-0.4802184,-50,FALSE,9341,tt0298814,The Core,The Core,"Action, Thriller, Adventure, Science Fiction","US, CA, DE","magnetic field, center of the earth, disaster film",2003
1806,48000000,Dimension Films,110003217,Scary Movie 3,PG-13,24.10.2003 00:00,5.5,118792,Craig Mazin,2003,1,1.291733688,130,FALSE,4256,tt0306047,Scary Movie 3,Scary Movie 3,Comedy,US,horror spoof,2003
1807,65000000,Other,63860942,Mona Lisa Smile,PG-13,19.12.2003 00:00,6.4,65841,Lawrence Konner,2003,0,-0.017523969,0,FALSE,11820,tt0304415,Mona Lisa Smile,Mona Lisa Smile,"Drama, Romance",US,"faculty, art history, rowing, school nurse, femininity, teacher hero, womens issues",2003
1808,10000000,Other,365734,The Brown Bunny,NOT RATED,14.11.2003 00:00,5.0,12152,Vincent Gallo,2003,0,-0.9634266,-100,FALSE,12703,tt0330099,The Brown Bunny,The Brown Bunny,Drama,"FR, JP, US","rape, ambulance, ex-girlfriend, memory, unsimulated sex, motorcycle",2003
1809,75000000,Other,135645823,Anger Management,PG-13,11.04.2003 00:00,6.2,180365,David Dorfman,2003,1,0.808610973,80,FALSE,9506,tt0305224,Anger Management,Anger Management,Comedy,US,"penalty, therapist, psychology, aggression, rage, anger, anger management",2003
