,budget,company,director,gross,name,released,star,writer,year,isprofit,profitability_ratio,profitability_ratio_bucket,id,imdb_id,original_title,overview,popularity,title,keywords_edited,year_released,budget_norm,popularity_norm
1182,53000000,Other,Other,52990775,Blow,6.04.2001 00:00,Johnny Depp,Bruce Porter,2001,0,-0.000174057,0,4133,tt0221027,Blow,"A boy named George Jung grows up in a struggling family in the 1950's. His mother nags at her husband as he is trying to make a living for the family. It is finally revealed that George's father cannot make a living and the family goes bankrupt. George does not want the same thing to happen to him, and his friend Tuna, in the 1960's, suggests that he deal marijuana. He is a big hit in California in the 1960's, yet he goes to jail, where he finds out about the wonders of cocaine. As a result, when released, he gets rich by bringing cocaine to America. However, he soon pays the price.",12.332223,Blow,"1970s, war on drugs, drug addiction, drug traffic, drug smuggle, rise and fall",2001,0.9510838496486019,1.1174562075975834
1183,5000000,Other,Other,292102,Wet Hot American Summer,11.04.2002 00:00,Janeane Garofalo,Michael Showalter,2001,0,-0.9415796,-90,2171,tt0243655,Wet Hot American Summer,"The setting is Camp Firewood, the year 1981. It's the last day before everyone goes back to the real world, but there's still a summer's worth of unfinished business to resolve. At the center of the action is camp director Beth, who struggles to keep order while she falls in love with the local astrophysics professor. He is busy trying to save the camp from a deadly piece of NASA's Skylab which is hurtling toward earth. All that, plus: a dangerous waterfall rescue, love triangles, misfits, cool kids, and talking vegetable cans. The questions will all be resolved, of course, at the big talent show at the end of the day.",6.386082,Wet Hot American Summer,"adolescence, summer camp, independent film",2002,-1.0409799036173029,-0.46298112584639756
1184,21000000,Touchstone Pictures,Other,52364010,The Royal Tenenbaums,4.01.2002 00:00,Gene Hackman,Wes Anderson,2001,1,1.493524286,150,9428,tt0265666,The Royal Tenenbaums,An estranged family of former child prodigies reunites when their father announces he has a terminal illness.,9.707542,The Royal Tenenbaums,"forgiveness, child prodigy, terminal illness, dysfunctional family, cigarette smoking, family conflict",2002,-0.3769586525286679,0.41983671946551887
1185,57000000,Warner Bros.,Other,17008282,Rock Star,7.09.2001 00:00,Mark Wahlberg,John Stockwell,2001,0,-0.701609088,-70,12508,tt0202470,Rock Star,"Rock Star tells the story of Chris Cole and a rock band called Steel Dragon. Cole is a photocopier technician by day, and the lead singer of a Steel Dragon tribute band called ""Blood Pollution"" by night.Internal struggles between the Steel Dragon band members culminate with the firing of the lead singer, Bobby Beers and the starting of recruitment sessions to find a new vocalist. Loosely inspired by the true story of the heavy metal band Judas Priest.",10.076223,Rock Star,"rock star, success, discontentedness and displeasedness, heavy metal, relationship problems",2001,1.1170891624207606,0.5178292185555103
1186,100000000,Warner Bros.,Steven Spielberg,78616689,A.I. Artificial Intelligence,29.06.2001 00:00,Haley Joel Osment,Brian Aldiss,2001,0,-0.21383311,-20,644,tt0212720,A.I. Artificial Intelligence,"A robotic boy, the first programmed to love, David is adopted as a test case by a Cybertronics employee and his wife. Though he gradually becomes their child, a series of unexpected circumstances make this life impossible for David. Without final acceptance by humans or machines, David embarks on a journey to discover where he truly belongs, uncovering a world in which the line between robot and machine is both vast and profoundly thin.",13.249364,A.I. Artificial Intelligence,"artificial intelligence, prophecy, prostitute, android, loss of mother, extraterrestrial technology, ice age, adoption, fairy tale, pinocchio, prosecution, gigolo, hologram, dystopia, alien, destiny, capture, doppelganger",2001,2.9016462747214673,1.361225044635276
1187,26000000,Walt Disney Pictures,Other,108248956,The Princess Diaries,3.08.2001 00:00,Julie Andrews,Meg Cabot,2001,1,3.163421385,320,9880,tt0247638,The Princess Diaries,"A socially awkward but very bright 15-year-old girl being raised by a single mom discovers that she is the princess of a small European country because of the recent death of her long-absent father, who, unknown to her, was the crown prince of Genovia. She must make a choice between continuing the life of a San Francisco teen or stepping up to the throne.",7.387171,The Princess Diaries,"heir to the throne, grandmother granddaughter relationship, high school, princess, royalty, teenager, popularity, social outcast, based on young adult novel",2001,-0.16945201156346948,-0.1968995731721334
1188,35000000,Dimension Films,Other,112719001,Spy Kids,30.03.2001 00:00,Alexa PenaVega,Robert Rodriguez,2001,1,2.220542886,220,10054,tt0227538,Spy Kids,"Carmen and Juni think their parents are boring. Little do they know that in their day, Gregorio and Ingrid Cortez were the top secret agents from their respective countries. They gave up that life to raise their children. Now, the disappearances of several of their old colleagues forces the Cortez' return from retirement. What they didn't count on was Carmen and Juni joining the ""family business.""",9.576745,Spy Kids,"double life, parent child relationship, brother sister relationship, loss of parents, secret agent, robot",2001,0.20405994217388765,0.38507190949843745
1189,15000000,Columbia Pictures Corporation,Other,38252284,Not Another Teen Movie,14.12.2001 00:00,Chyler Leigh,Mike Bender,2001,1,1.550152267,160,11397,tt0277371,Not Another Teen Movie,"On a bet, a gridiron hero at John Hughes High School sets out to turn a bespectacled plain Jane into a beautiful and popular prom queen in this outrageous send-up of the teen movie genre.",9.101896,Not Another Teen Movie,"underdog, ball, kiss, high school, school party, parody, crush, teenage crush, prom queen, sitting on a toilet, aftercreditsstinger, duringcreditsstinger",2001,-0.625966621686906,0.2588607941971787
1190,68000000,Paramount Pictures,Other,100614858,Vanilla Sky,14.12.2001 00:00,Tom Cruise,Alejandro Amenábar,2001,1,0.479630265,50,1903,tt0259711,Vanilla Sky,"David Aames (Tom Cruise) has it all: wealth, good looks and gorgeous women on his arm. But just as he begins falling for the warmhearted Sofia (Penelope Cruz), his face is horribly disfigured in a car accident. That's just the beginning of his troubles as the lines between illusion and reality, between life and death, are blurred.",10.071057,Vanilla Sky,"amnesia, ex-girlfriend, virtual reality",2001,1.5736037725441974,0.516456136540709
1191,65000000,Columbia Pictures Corporation,Other,56569702,A Knight's Tale,11.05.2001 00:00,Heath Ledger,Brian Helgeland,2001,0,-0.129696892,-10,9476,tt0183790,A Knight's Tale,"William Thatcher, a peasant, is sent to apprentice with a Knight named Hector as a young boy. Urged by his father to ""change his Stars"", he assumes Sir Hector's place in a tournament when Hector dies in the middle of it. He wins. With the other apprentices, he trains and assumes the title of Sir Ulrich von Lichtenstein.",10.90061,A Knight's Tale,"poetry, knight, tournament, duel, torture, writer, impostor, church, game, jousting, aftercreditsstinger",2001,1.4490997879650782,0.7369447746793699
1192,45000000,Dimension Films,Other,71308997,Scary Movie 2,4.07.2001 00:00,Anna Faris,Shawn Wayans,2001,1,0.584644378,60,4248,tt0257106,Scary Movie 2,"While the original parodied slasher flicks like Scream, Keenen Ivory Wayans's sequel to Scary Movie takes comedic aim at haunted house movies. A group of students visit a mansion called ""Hell House,"" and murderous high jinks ensue.",10.869056,Scary Movie 2,"sex, exorcism, secret door",2001,0.6190732241042844,0.7285579705959331
1193,35000000,Twentieth Century Fox Film Corporation,Other,31602566,From Hell,19.10.2001 00:00,Johnny Depp,Alan Moore,2001,0,-0.097069543,-10,768,tt0120681,From Hell,Frederick Abberline is an opium-huffing inspector from Scotland Yard who falls for one of Jack the Ripper's prostitute targets in this Hughes brothers adaption of a graphic novel that posits the Ripper's true identity.,7.79014,From Hell,"loss of family, drug addiction, jack the ripper",2001,0.20405994217388765,-0.08979359438343888
1194,25000000,Miramax,Other,71543427,Bridget Jones's Diary,13.04.2001 00:00,Renée Zellweger,Helen Fielding,2001,1,1.86173708,190,634,tt0243155,Bridget Jones's Diary,"A chaotic Bridget Jones meets a snobbish lawyer, and he soon enters her world of imperfections.",10.780524,Bridget Jones's Diary,"holiday, london england, england, alcohol, sex, lovesickness, telecaster, birthday, christmas party, news broadcast, sexual frustration, diary, cigarette, daughter, mother daughter relationship, lawyer, reporter, extramarital affair, duringcreditsstinger, woman director, christmas",2001,-0.21095333975650918,0.7050268639497127
1195,42000000,Warner Bros.,Other,41867960,Thir13en Ghosts,26.10.2001 00:00,Tony Shalhoub,Robb White,2001,0,-0.00314381,0,9378,tt0245674,Thir13en Ghosts,"Arthur and his two children, Kathy and Bobby, inherit his Uncle Cyrus's estate: a glass house that serves as a prison to 12 ghosts. When the family, accompanied by Bobby's Nanny and an attorney, enter the house they find themselves trapped inside an evil machine ""designed by the devil and powered by the dead"" to open the Eye of Hell. Aided by Dennis, a ghost hunter, and his rival Kalina, a ghost rights activist out to set the ghosts free, the group must do what they can to get out of the house alive.",8.819223,Thir13en Ghosts,"hunter, nanny, nudity, collector, house, supernatural, hell, uncle, revenge, lawyer, inheritance, blood, psychic, violence, devil, trapped, machine, evil, glass",2001,0.4945692395251654,0.18372854248020604
1196,42000000,Metro-Goldwyn-Mayer (MGM),Other,16252765,Original Sin,3.08.2001 00:00,Antonio Banderas,Cornell Woolrich,2001,0,-0.613029405,-60,2057,tt0218922,Original Sin,"A young man is plunged into a life of subterfuge, deceit and mistaken identity in pursuit of a femme fatale whose heart is never quite within his grasp",9.970359,Original Sin,"women, sex, cuba, eroticism, lover (female), passion, coffee grower, sin, denunciation",2001,0.4945692395251654,0.48969140314418486
1197,68000000,Other,Other,51401758,Enemy at the Gates,16.03.2001 00:00,Jude Law,Jean-Jacques Annaud,2001,0,-0.244091794,-20,853,tt0215750,Enemy at the Gates,Enemy at the Gates is a war film from Jean-Jacques Annaud from 2001 that takes place during the battle of Stalingard in World War II between the Russians and the Germans.,10.704813,Enemy at the Gates,"winter, sniper, world war ii, stalingrad",2001,1.5736037725441974,0.6849034778826185
1198,28000000,Paramount Pictures,Other,45172250,Zoolander,28.09.2001 00:00,Ben Stiller,Drake Sather,2001,1,0.613294643,60,9398,tt0196229,Zoolander,"Clear the runway for Derek Zoolander, VH1's three-time male model of the year. His face falls when hippie-chic ""he's so hot right now"" Hansel scooters in to steal this year's award. The evil fashion guru Mugatu seizes the opportunity to turn Derek into a killing machine. Its a well-designed conspiracy and only with the help of Hansel and a few well-chosen accessories can Derek make the world safe.",10.40782,Zoolander,"male model, time magazine, fashion show, fashion model, fictional awards show, lincoln assassination, coal mine",2001,-0.08644935517739012,0.6059650832210172
1199,22000000,New Line Cinema,Other,40311852,I Am Sam,25.01.2002 00:00,Sean Penn,Kristine Johnson,2001,1,0.832356909,80,10950,tt0277027,I Am Sam,"Sam has the mental capacity of a 7-year-old. He has a daughter with a homeless woman who abandons them when they leave the hospital, leaving Sam to raise Lucy on his own. But as Lucy grows up, Sam's limitations start to become a problem and the authorities take her away. Sam shames high-priced lawyer Rita into taking his case pro bono and in turn teaches her the value of love and family.",12.935016,I Am Sam,"foster parents, pro bono, new baby, social services, learning, coffee shop manager, pizza hut, children's book, locked door, mentally handicapped man, child custody, woman director",2002,-0.3354573243356282,1.277673827990153
1200,28000000,Miramax,Other,50294317,Serendipity,5.10.2001 00:00,John Cusack,Marc Klein,2001,1,0.796225607,80,9778,tt0240890,Serendipity,"Although strangers Sara and Jonathan are both already in relationships, they realize they have genuine chemistry after a chance encounter – but part company soon after. Years later, they each yearn to reunite, despite being destined for the altar. But to give true love a chance, they have to find one another again.",5.715737,Serendipity,"soulmates, new love, book, dollar, fate, destiny",2001,-0.08644935517739012,-0.6411535345207807
1201,107000000,Columbia Pictures Corporation,Other,58203105,Ali,25.12.2001 00:00,Will Smith,Gregory Allen Howard,2001,0,-0.456045748,-50,8489,tt0248667,Ali,"In 1964, a brash new pro boxer, fresh from his olympic gold medal victory, explodes on to the scene; Cassius Clay. Bold and outspoken, he cuts an entirely new image for African Americans in sport with his proud public self confidence and his unapologetic belief that he is the greatest boxer of all time. Yet at the top of his game, both Ali's personal and professional lives face the ultimate test.",9.303104,Ali,"usa, transporter, boxer, biography, muhammad",2001,3.192155572072745,0.3123402920744735
1202,22000000,Dimension Films,Other,30059386,Jay and Silent Bob Strike Back,24.08.2001 00:00,Jason Mewes,Kevin Smith,2001,1,0.366335727,40,2294,tt0261392,Jay and Silent Bob Strike Back,"When Jay and Silent Bob learn that their comic-book alter egos, Bluntman and Chronic, have been sold to Hollywood as part of a big-screen movie that leaves them out of any royalties, the pair travels to Tinseltown to sabotage the production.",11.619446,Jay and Silent Bob Strike Back,"film making, jay and silent bob, self mocking, character is subject of comic, reference to prince valiant, indiana jones spoof scene, monkey actor, view askew, gigantic hand, animal experimentation",2001,-0.3354573243356282,0.9280057083207915
1203,7000000,Other,Other,6217849,Ghost World,21.09.2001 00:00,Steve Buscemi,Daniel Clowes,2001,0,-0.111735857,-10,1548,tt0162346,Ghost World,"A quirky girl tries to figure out what to do now that she had graduated from high school, and forms a friendship with an eccentric 40-year-old record collector after playing a prank on him with her best friend.",5.460971,Ghost World,"high school friends, art class, record collector, plaster, personal ad, blues music, nunchaku, prank telephone call, aftercreditsstinger",2001,-0.9579772472312235,-0.7088683259615133
1204,48000000,Paramount Pictures,Other,56618055,Rat Race,17.08.2001 00:00,Breckin Meyer,Andy Breckman,2001,1,0.179542813,20,9896,tt0250687,Rat Race,"In an ensemble film about easy money, greed, manipulation and bad driving, a Las Vegas casino tycoon entertains his wealthiest high rollers -- a group that will bet on anything -- by pitting six ordinary people against each other in a wild dash for $2 million jammed into a locker hundreds of miles away. The tycoon and his wealthy friends monitor each racer's every move to keep track of their favorites. The only rule in this race is that there are no rules.",12.330275,Rat Race,"casino, running, preisgeld, millionaire, road movie",2001,0.7435772086834035,1.116938444576903
1205,39000000,Universal Pictures,Other,14252830,Josie and the Pussycats,11.04.2001 00:00,Rachael Leigh Cook,Deborah Kaplan,2001,0,-0.634542821,-60,19366,tt0236348,Josie and the Pussycats,"Josie, Melody and Val are three small-town girl musicians determined to take their rock band out of their garage and straight to the top, while remaining true to their look, style and sound. They get a record deal which brings fame and fortune but soon realize they are pawns of two people who want to control the youth of America. They must clear their names, even if it means losing fame and fortune.",9.423041,Josie and the Pussycats,"manager, pop, secret, small town, garage, musician, music, friendship, industry, fame, conspiracy, subliminal , rock band, culture, woman director, messages, fortune, record deal, popular, pawns",2001,0.37006525494604636,0.3442185997804749
1206,68000000,Other,Other,50338485,K-PAX,26.10.2001 00:00,Kevin Spacey,Gene Brewer,2001,0,-0.259728162,-30,167,tt0272152,K-PAX,"Prot is a patient at a mental hospital who claims to be from a far away Planet. His psychiatrist tries to help him, only to begin to doubt his own explanations.",12.400152,K-PAX,"robbery, dream, hypnosis, investigation, murder, alien, hospital, planet, patient, medication, psychiatrist, science, claim, doubt, mental, help",2001,1.5736037725441974,1.1355111995030083
1207,40000000,Twentieth Century Fox Film Corporation,Other,70836296,Shallow Hal,9.11.2001 00:00,Jack Black,Sean Moynihan,2001,1,0.7709074,80,9889,tt0256380,Shallow Hal,"A shallow man falls in love with a 300 pound woman because of her ""inner beauty"".",12.520688,Shallow Hal,"overweight, beauty, hypnosis, overweight man, overweight woman, oberflächlichkeit, kompliment, obesity, fat suit, beauty standards, fat man, fat woman, attractiveness",2001,0.41156658313908606,1.1675487166799474
1208,68000000,Paramount Pictures,Other,71069884,The Score,13.07.2001 00:00,Robert De Niro,Daniel E. Taylor,2001,1,0.045145353,0,11371,tt0227445,The Score,An aging thief hopes to retire and live off his ill-gotten wealth when a young kid convinces him into doing one last heist.,14.741992,The Score,"quebec, jewel, scepter, customs house, jewelry heist, blueprint, assumed identity, schematic, voice over, surveillance camera, one last job",2001,1.5736037725441974,1.7579537828444478
1209,20000000,Other,Other,31155435,How High,21.12.2001 00:00,Method Man,Dustin Lee Abraham,2001,1,0.55777175,60,8386,tt0278488,How High,"Multi-platinum rap superstars Redman and Method Man star as Jamal and Silas, two regular guys who smoke something magical, ace their college entrance exams and wind up at Harvard. Ivy League ways are strange but Silas and Jamal take it in a stride -- until their supply of supernatural smoke runs dry. That's when they have to start living by their wits and rely on their natural resources to make the grade.",6.796277,How High,"carpet, pimp, harvard university, joint, cannabis, teen movie, university, person on fire, cult film, dove, dean, weed+, marijuana joint, smoke, drug deal, canon, pot head, smoke ring, pill bottle, doves, baby powder, grave robbing, corpse in coffin, pillbox, pot",2001,-0.4184599807217076,-0.3539545333064538
1210,11000000,New Line Cinema,Other,13121555,Jason X,26.04.2002 00:00,Kane Hodder,Victor Miller,2001,1,0.192868636,20,11470,tt0211443,Jason X,"In the year 2455, Old Earth is now a contaminated planet abandoned for centuries -- a brown world of violent storms, toxic landmasses and poisonous seas. Yet humans have returned to the deadly place that they once fled, not to live, but to research the ancient, rusting artifacts of the long-gone civilizations. But it's not the harmful environment that could prove fatal to the intrepid, young explorers who have just landed on Old Earth. For them, it's Friday the 13th, and Jason lives!",7.793873,Jason X,"places and planets, space marine, future, cryogenics, space, slaughter, series of murders, scientist, freeze",2002,-0.7919719344590648,-0.08880139245520581
1211,102000000,Other,Other,69772969,Swordfish,8.06.2001 00:00,John Travolta,Skip Woods,2001,0,-0.315951284,-30,9705,tt0244244,Swordfish,"Rogue agent Gabriel Shear is determined to get his mitts on $9 billion stashed in a secret Drug Enforcement Administration account. He wants the cash to fight terrorism, but lacks the computer skills necessary to hack into the government mainframe. Enter Stanley Jobson, a n'er-do-well encryption expert who can log into anything.",9.646208,Swordfish,"female nudity, hacker, terrorism, violence, ex-con, wire, los angeles international airport (lax), misdirection, aftercreditsstinger",2001,2.9846489311075466,0.40353462649304245
1212,35000000,Other,Other,19719930,The Pledge,19.01.2001 00:00,Jack Nicholson,Friedrich Dürrenmatt,2001,0,-0.436573429,-40,5955,tt0237572,The Pledge,A police chief about to retire pledges to help a woman find her daughter's killer. Based on a story by Swiss writer Friedrich Dürrenmatt.,12.806634,The Pledge,"promise, murder, drawing, porcupine, pledge, retirement party, criminal profile",2001,0.20405994217388765,1.2435509059568204
1213,1500000,Other,Other,378176,Session 9,14.09.2001 00:00,David Caruso,Brad Anderson,2001,0,-0.747882667,-70,10972,tt0261983,Session 9,Tensions rise within an asbestos cleaning crew as they work in an abandoned mental hospital with a horrific past that seems to be coming back.,14.242234,Session 9,"schizophrenia, lunatic asylum, psychology, relation, coin, tape recorder, pot smoking, cell phone, walkie talkie, security guard, asbestos, multiple personality, tunnel, lobotomy, hazmat suit",2001,-1.1862345522929416,1.6251220519979548
1214,11000000,Other,Other,13103828,Frailty,12.04.2002 00:00,Bill Paxton,Brent Hanley,2001,1,0.191257091,20,12149,tt0264616,Frailty,"A man confesses to an FBI agent his family's story of how his religious fanatic father's visions lead to a series of murders to destroy supposed ""demons.""",7.397953,Frailty,"angel, sheriff, loss of mother, 1970s, texas, dream, rose garden, grave, ax, insanity, murder, mechanic, vision, serial killer, punishment, demon, fbi agent, gloves, religious fanatic, remorse, flashback, forced to kill",2002,-0.7919719344590648,-0.19403380269524886
1215,17700000,Columbia Pictures Corporation,Other,27087695,Joe Dirt,11.04.2001 00:00,David Spade,David Spade,2001,1,0.530378249,50,10956,tt0245686,Joe Dirt,"Joe Dirt is a janitor with a mullet hairdo, acid-washed jeans and a dream to find the parents that he lost at the Grand Canyon when he was a belligerent, trailer park-raised eight-year-old. Now, blasting Van Halen in his jacked-up economy car, the irrepressibly optimistic Joe hits the road alone in search of his folks.",10.442468,Joe Dirt,"parent child relationship, loss of parents, looking for  birth parents, meteorite, janitor,  , woman director",2001,-0.5139130355656989,0.6151742480775465
1216,57000000,DreamWorks,Other,66808615,The Mexican,2.03.2001 00:00,Brad Pitt,J.H. Wyman,2001,1,0.172080965,20,6073,tt0236493,The Mexican,"Jerry Welbach, a reluctant bagman, has been given two ultimatums: The first is from his mob boss to travel to Mexico and retrieve a priceless antique pistol, known as ""the Mexican""... or suffer the consequences. The second is from his girlfriend Samantha to end his association with the mob. Jerry figures alive and in trouble with Samantha is better than the more permanent alternative, so he heads south of the border.",9.958406,The Mexican,"kidnapping, pistol",2001,1.1170891624207606,0.4865143901122611
1217,23000000,Other,Other,21973182,Joy Ride,5.10.2001 00:00,Steve Zahn,Clay Tarver,2001,0,-0.044644261,0,10866,tt0206314,Joy Ride,"Three young people on a road trip from Colorado to New Jersey talk to a trucker on their CB radio, then must escape when he turns out to be a psychotic killer.",10.337689,Joy Ride,"colorado, friendship, stalker, pokies, truck driver, cb radio, strange",2001,-0.29395599614258855,0.5873248171002239
1218,60000000,Paramount Pictures,Other,74078174,Along Came a Spider,6.04.2001 00:00,Morgan Freeman,James Patterson,2001,1,0.234636233,20,2043,tt0164334,Along Came a Spider,"When a teacher kidnaps a girl from a prestigious school, homicide detective, Alex Cross takes the case and teams up with young security agent, Jezzie Flannigan in hope of finding the girl and stopping the brutal psychopath. Every second counts as Alex and Jezzie attempt to track down the kidnapper before the spider claims another victim for its web.",13.214068,Along Came a Spider,"psychology, police operation, police, psychologist",2001,1.2415931469998798,1.3518436464946604
1219,19800000,Other,Other,41308615,Gosford Park,18.01.2002 00:00,Maggie Smith,Julian Fellowes,2001,1,1.086293687,110,5279,tt0280707,Gosford Park,"Multiple storylined drama set in 1932, showing the lives of upstairs guest and downstairs servants at a party in a country house in England.",14.101101,Gosford Park,"servant, money, shooting party",2002,-0.4267602463603155,1.5876100148328507
1220,13000000,Other,Other,5002310,Bubble Boy,24.08.2001 00:00,Jake Gyllenhaal,Cinco Paul,2001,0,-0.615206923,-60,9683,tt0258470,Bubble Boy,"Jimmy is young man who was born without an immune system and has lived his life within a plastic bubble in his bedroom... who pines for the sweet caresses of girl-next-door Chloe. But when Chloe decides to marry her high school boyfriend, Jimmy -- bubble suit and all -- treks cross-country to stop her. Swoosie Kurtz, as Jimmy's overprotective mom, co-stars along with Fabio, who portrays the leader of a religious cult.",10.295438,Bubble Boy,"lovesickness, niagara falls, crush, youth, illness",2001,-0.7089692780729854,0.576094834868834
1221,16000000,Columbia Pictures,Other,28734552,Baby Boy,27.06.2001 00:00,AlexSandra Wright,John Singleton,2001,1,0.7959095,80,16161,tt0255819,Baby Boy,"The story of Jody, a misguided, 20-year-old African-American who is really just a baby boy finally forced-kicking and screaming to face the commitments of real life. Streetwise and jobless, he has not only fathered two children by two different women-Yvette and Peanut but still lives with his own mother. He can't seem to strike a balance or find direction in his chaotic life.",9.503157,Baby Boy,"single parent, intolerance, condom, bootlegger, fistfight, step father, womanizer, thief, domestic violence, gunfight, los angeles, physical abuse, ex-con, selfishness, passive aggression, fatherhood, convicted felon, south central los angeles",2001,-0.5844652934938663,0.3655128000704106
1222,48000000,Other,Other,47121859,Kate & Leopold,25.12.2001 00:00,Meg Ryan,Steven Rogers,2001,0,-0.018294604,0,11232,tt0035423,Kate & Leopold,"When her scientist ex-boyfriend discovers a portal to travel through time -- and brings back a 19th-century nobleman named Leopold to prove it -- a skeptical Kate reluctantly takes responsibility for showing Leopold the 21st century. The more time Kate spends with Leopold, the harder she falls for him. But if he doesn't return to his own time, his absence will forever alter history.",7.196356,Kate & Leopold,"lover (female), love of one's life, time travel, kiss, past, secret love, fish out of water",2001,0.7435772086834035,-0.2476166937014169
1223,28000000,Screen Gems,Other,8434601,Ghosts of Mars,24.08.2001 00:00,Natasha Henstridge,Larry Sulkis,2001,0,-0.69876425,-70,10016,tt0228333,Ghosts of Mars,Melanie Ballard (Natasha Henstridge) is a hard nosed police chief in the year 2025. She and a police snatch squad are sent to Mars to apprehend a dangerous criminal James Williams (Ice Cube). Mars has been occupied by humans for some time and they have set up mining facilities. The mining activities on Mars have unleashed the spirits of alien beings who gradually possess the bodies of the workers. It soon turns out that catching the dangerous fugitive takes a back seat as the alien spirits begin to rid their planet of the 'invaders'.,7.058599,Ghosts of Mars,"climbing up a wall, hung upside down, flashback within a flashback, cavern, battering, ram, ghost town",2001,-0.08644935517739012,-0.28423141671979835
1224,50000000,Other,Other,55001642,Don't Say a Word,28.09.2001 00:00,Michael Douglas,Andrew Klavan,2001,1,0.10003284,10,12103,tt0260866,Don't Say a Word,"When the daughter of a psychiatrist is kidnapped, he's horrified to discover that the abductors' demand is that he break through to a post traumatic stress disorder suffering young woman who knows a secret..",6.824871,Don't Say a Word,"cemetery, diamant, suspense, psychiatrist, killer",2001,0.8265798650694829,-0.3463544738540296
1225,70000000,Warner Bros.,Other,13596911,Osmosis Jones,10.08.2001 00:00,Laurence Fishburne,Marc Hyman,2001,0,-0.805758414,-80,12610,tt0181739,Osmosis Jones,"A policeman white blood cell, with the help of a cold pill, must stop a deadly virus from destroying the human they live in, Frank.",6.405831,Osmosis Jones,"cold, flu, lethal virus, construction worker",2001,1.6566064289302767,-0.45773199756333377
1226,1500000,Other,Other,406035,The Believer,23.08.2001 00:00,Ryan Gosling,Henry Bean,2001,0,-0.72931,-70,4012,tt0247199,The Believer,The movie tells the story of a young Jewish man who becomes fiercely anti-Semitic.,8.128106,The Believer,"bomb, jewry, world war ii, jewish life, jew, synagogue, anti semitism, independent film, bomb planting",2001,-1.1862345522929416,3.510019927104774e-05
1227,72000000,DreamWorks,Other,18208078,The Last Castle,19.10.2001 00:00,Robert Redford,David Scarpa,2001,0,-0.747110028,-70,2100,tt0272020,The Last Castle,A Court Martialed general rallies together 1200 inmates to rise against the system that put him away.,9.807552,The Last Castle,"prison, general",2001,1.7396090853163562,0.44641858789375344
1228,10000000,Warner Bros.,Other,20384136,Valentine,2.02.2001 00:00,Denise Richards,Tom Savage,2001,1,1.0384136,100,10984,tt0242998,Valentine,Five friends are stalked and murdered by a masked assailant while preparing for Valentine's Day.,5.367306,Valentine,"mobbing, success, violence against women, revenge, serial killer, valentine's day",2001,-0.8334732626521044,-0.7337637434830672
1229,35000000,Columbia Pictures Corporation,Other,60400856,The Wedding Planner,26.01.2001 00:00,Jennifer Lopez,Pamela Falk,2001,1,0.725738743,70,2018,tt0209475,The Wedding Planner,"Mary Fiore, San Francisco's premiere wedding planner is rescued from an accident by the man of her dreams, pediatrician Steve Edison, only to find he is the fiancé of her latest client, wealthy Fran Donnolly. As Mary continues making the wedding arrangements, she and Steve are put into a string of uncomfortable situations that force them to face their mutual attraction.",8.056016,The Wedding Planner,"skab under tv, foran, nederste hylde",2001,0.20405994217388765,-0.01912585265535825
1230,60000000,New Line Cinema,Other,24403552,15 Minutes,9.03.2001 00:00,Robert De Niro,John Herzfeld,2001,0,-0.593274133,-60,2749,tt0179626,15 Minutes,"When Eastern European criminals Oleg and Emil come to New York City to pick up their share of a heist score, Oleg steals a video camera and starts filming their activities, both legal and illegal. When they learn how the American media circus can make a remorseless killer look like the victim and make them rich, they target media-savvy NYPD Homicide Detective Eddie Flemming and media-naive FDNY Fire Marshal Jordy Warsaw, the cops investigating their murder and torching of their former criminal partner, filming everything to sell to the local tabloid TV show ""Top Story.""",12.149946,15 Minutes,"new york, female nudity, prison, prostitute, rape, robbery, fire, detective, airport, shotgun, prisoner, ex-detainee, attempted murder, paranoia, russian, eastern europe, video, knife, fistfight, police, thief, revenge, video camera, escape, breast, dead body, lawyer, shot to death, torture, fear, new york city, urination, violence, home invasion, criminal, police detective, death, drunk, nypd, news report, gun violence, graveyard, death of boyfriend",2001,1.2415931469998798,1.0690084200614032
1231,31000000,Castle Rock Entertainment,Other,24185781,Hearts in Atlantis,28.09.2001 00:00,Anthony Hopkins,Stephen King,2001,0,-0.219813516,-20,11313,tt0252501,Hearts in Atlantis,A widowed mother and her son change when a mysterious stranger enters their lives.,6.425321,Hearts in Atlantis,"american football, billard, baseball bat, richard nixon, psychic power, american flag, wager, lingerie slip, single mother, moving, stranger, childhood, childhood friends, ferris wheel, straw hat, informant, mysterious stranger, woman crying, library card, low men, bronko nagurski, culvert, floating on inner tube, wind chime, jack of spades, clairvoyant, hires root beer, wrong number",2001,0.03805462940172893,-0.4525517094354835
1232,7000000,Paramount Pictures,Other,3293258,Pootie Tang,29.06.2001 00:00,Chris Rock,Louis C.K.,2001,0,-0.529534571,-50,10615,tt0258038,Pootie Tang,"Pootie Tang, the musician/actor/folk hero of the ghetto, is chronicled from his early childhood to his battles against the evil Corporate America, who try to steal his magic belt and make him sell out by endorsing addictive products to his people. Pootie must learn to find himself and defeat the evil corporation for all the young black children of America, supatime.",3.474987,Pootie Tang,"ladykiller, musical, belt, police officer, drug lord",2001,-0.9579772472312235,-1.2367271939605078
