,budget,company,country,director,genre,gross,name,rating,released,star,writer,year,isprofit,profitability_ratio,profitability_ratio_bucket,adult,id,imdb_id,original_title,overview,tagline,title,genres_edited,spoken_languages_edited,production_countries_edited,keywords_edited,year_released,budget_norm
792,30000000,Twentieth Century Fox Film Corporation,USA,Other,Drama,60053195,Hope Floats,PG-13,29.05.1998 00:00,Sandra Bullock,Steven Rogers,1998,1,1.001773167,100,FALSE,9715,tt0119313,Hope Floats,"Birdee Pruitt has been humiliated on live television by her best friend, Connie, who's been sleeping with Birdee's husband, Bill. Birdee tries starting over with her daughter, Bernice, by returning to her small Texas hometown, but she's faced with petty old acquaintances who are thrilled to see Birdee unhappy -- except for her friend Justin. As he helps Birdee get back on her feet, love begins to blossom.","When life fell apart, love fell into place.",Hope Floats,"Drama, Romance",en,US,"texas, telegram, despair, leaving one's family, funeral, costume, loss, high school, judgment, dog, pond",1998,-0.04448765326618429
793,40000000,Universal Pictures,USA,Other,Action,54682547,Small Soldiers,PG-13,10.07.1998 00:00,Kirsten Dunst,Gavin Scott,1998,1,0.367063675,40,FALSE,11551,tt0122718,Small Soldiers,"When missile technology is used to enhance toy action figures, the toys soon begin to take their battle programming too seriously.","The few, the proud, and the small.",Small Soldiers,"Comedy, Adventure, Fantasy, Science Fiction, Action","en, fr, hu, es",US,"defense industry, toy shop, technical toy, soldier, prototype, killer toys, toy comes to life",1998,0.3741769050279517
794,12000000,Miramax,USA,Other,Crime,22905674,Rounders,R,11.09.1998 00:00,Matt Damon,David Levien,1998,1,0.908806167,90,FALSE,10220,tt0128442,Rounders,A young man is a reformed gambler who must return to playing big stakes poker to help a friend pay off loan sharks.,Trust everyone... But always cut the cards.,Rounders,"Drama, Crime","ru, en, he",US,"gambling, law, compulsive gambling, roulette, gain",1998,-0.7980838581956291
795,10000000,Columbia Pictures Corporation,USA,Other,Comedy,25339117,Can't Hardly Wait,PG-13,12.06.1998 00:00,Jennifer Love Hewitt,Deborah Kaplan,1998,1,1.5339117,150,FALSE,15037,tt0127723,Can't Hardly Wait,"It's graduation day at Huntington Hills High, and you know what that means - time to party. And not just any party, either. This one will be a night to remember, as the nerds become studs, the jocks are humiliated, and freshman crushes blossom into grown-up romance.",Yesterday's history.  Tomorrow's the future.  Tonight's the party.,Can't Hardly Wait,"Comedy, Drama, Romance",en,US,"alcohol, regret, homophobia, radio, cheerleader, love letter, college, graduation, groupie, costume, nerd, high school, party, friends, dating, break-up, rock band, pop music, american football player, infatuation, washed up star, unlikely friendship, social outcast, woman director, jocks, having fun, revenge plot",1998,-0.8818167698544563
796,60000000,Warner Bros.,USA,Other,Action,57167405,U.S. Marshals,PG-13,6.03.1998 00:00,Tommy Lee Jones,Roy Huggins,1998,0,-0.047209917,0,FALSE,11808,tt0120873,U.S. Marshals,"U.S. Marshal Sam Gerard is accompanying a plane load of convicts from Chicago to New York. The plane crashes spectacularly, and Mark Sheridan escapes. But when Diplomatic Security Agent John Royce is assigned to help Gerard recapture Sheridan, it becomes clear that Sheridan is more than just another murderer.",The cop who won't stop is back. But this time he's chasing down a lot more than a fugitive.,U.S. Marshals,"Thriller, Crime, Action",en,US,"cia, transport of prisoners, innocence, escape, agent",1998,1.2115060216162237
797,30000000,Other,Other,Other,Biography,30082699,Elizabeth,R,19.02.1999 00:00,Cate Blanchett,Michael Hirst,1998,1,0.002756633,0,FALSE,4518,tt0127536,Elizabeth,"The story of the ascension to the throne and the early reign of Queen Elizabeth the First, the endless attempts by her council to marry her off, the Catholic hatred of her and her romance with Lord Robert Dudley.",Declared illegitimate aged 3. Tried for treason aged 21. Crowned Queen aged 25.,Elizabeth,"Drama, History","fr, en",US,"duke, historical figure, treason, catholic, protestant",1999,-0.04448765326618429
798,8000000,Other,USA,Other,Comedy,17278980,Half Baked,R,16.01.1998 00:00,Dave Chappelle,Dave Chappelle,1998,1,1.1598725,120,FALSE,9490,tt0120693,Half Baked,"Three lovable party buds try to bail their friend out of jail. But just when the guys have mastered a plan, everything comes dangerously close to going up in smoke.",They'll do anything to save their best bud.,Half Baked,"Comedy, Crime","en, tr",US,"smoking, company, marijuana, drug, woman director",1998,-0.9655496815132835
799,14000000,Other,USA,Other,Horror,38072438,Urban Legend,R,25.09.1998 00:00,Jared Leto,Silvio Horta,1998,1,1.719459857,170,FALSE,9877,tt0146336,Urban Legend,"There's a campus killer on the loose who's making urban legends, like the one about eating pop rocks and soda at the same time will make your stomach explode and the one about a psycho with an axe stepping into the backseat of your car at the gas station when not looking, into reality.",It Happened To Someone Who Knows Someone You Know... You're Next.,Urban Legend,"Horror, Thriller","en, it","CA, FR, US","college, murder, urban legend, slasher, killer, death",1998,-0.7143509465368019
800,58000000,Paramount Pictures,USA,Other,Action,70117571,Star Trek: Insurrection,PG,11.12.1998 00:00,Patrick Stewart,Gene Roddenberry,1998,1,0.208923638,20,FALSE,200,tt0120844,Star Trek: Insurrection,"When an alien race and factions within Starfleet attempt to take over a planet that has ""regenerative"" properties, it falls upon Captain Picard and the crew of the Enterprise to defend the planet's people as well as the very ideals upon which the Federation itself was founded.",The battle for paradise has begun.,Star Trek: Insurrection,"Science Fiction, Action, Adventure, Thriller",en,US,"space opera, retribution, spacecraft officer, exploding ship",1998,1.1277731099573964
801,17000000,Other,USA,Other,Comedy,30324946,A Night at the Roxbury,PG-13,2.10.1998 00:00,Chris Kattan,Steve Koren,1998,1,0.783820353,80,FALSE,9429,tt0120770,A Night at the Roxbury,"Despite being well into adulthood, brothers Doug and Steve Butabi still live at home and work in the flower shop owned by their dad. They exist only to hit on women at discos, though they're routinely unsuccessful until a chance run-in with Richard Grieco gets them inside the swank Roxbury club. Mistaken for high rollers, they meet their dream women, Vivica and Cambi, and resolve to open a club of their own.",Score!,A Night at the Roxbury,Comedy,en,US,"night life, nightclub, flower, flower shop, make a match, clubbing",1998,-0.5887515790485611
802,50000000,TriStar Pictures,USA,Other,Comedy,91137662,Stepmom,PG-13,25.12.1998 00:00,Julia Roberts,Gigi Levangie,1998,1,0.82275324,80,FALSE,9441,tt0120686,Stepmom,"Jackie is a divorced mother of two. Isabel is the career minded girlfriend of Jackie’s ex-husband Luke, forced into the role of unwelcome stepmother to their children. But when Jackie discovers she is ill, both women realise they must put aside their differences to find a common ground and celebrate life to the fullest, while they have the chance.",Be there for the joy. Be there for the tears. Be there for each other.,Stepmom,"Drama, Romance",en,US,"divorce, rebellious daughter, freeze frame, custody, school play, photo shoot",1998,0.7928414633220877
803,90000000,Universal Pictures,USA,Other,Biography,135026902,Patch Adams,PG-13,25.12.1998 00:00,Robin Williams,Patch Adams,1998,1,0.500298911,50,FALSE,10312,tt0129290,Patch Adams,"Meet Patch Adams, a doctor who doesn't look, act or think like any doctor you've met before. For Patch, humor is the best medicine, and he's willing to do just anything to make his patients laugh - even if it means risking his own career.",Laughter is contagious,Patch Adams,"Comedy, Drama",en,US,"nurse, hospital, doctor, laughter",1998,2.4674996964986318
804,105000000,DreamWorks,USA,Other,Animation,90757863,Antz,PG,2.10.1998 00:00,Woody Allen,Todd Alcott,1998,0,-0.1356394,-10,FALSE,8916,tt0120587,Antz,"In this animated hit, a neurotic worker ant in love with a rebellious princess rises to unlikely stardom when he switches places with a soldier. Signing up to march in a parade, he ends up under the command of a bloodthirsty general. But he's actually been enlisted to fight against a termite army.",Every ant has his day.,Antz,"Adventure, Animation, Comedy, Family",en,US,"general, hero, worker, ant, work, assignment, war, princess, soldier, individuality, friend",1998,3.0954965339398353
805,73000000,Paramount Pictures,USA,Other,Crime,55585389,Snake Eyes,R,7.08.1998 00:00,Nicolas Cage,Brian De Palma,1998,0,-0.238556315,-20,FALSE,8688,tt0120832,Snake Eyes,"All bets are off when corrupt homicide cop Rick Santoro witnesses a murder during a boxing match. It's up to him and lifelong friend and naval intelligence agent Kevin Dunne to uncover the conspiracy behind the killing. At every turn, Santoro makes increasingly shocking discoveries that even he can't turn a blind eye to.",Believe everything except your eyes.,Snake Eyes,"Crime, Mystery","cs, en","CA, US","casino, political activism, boxer, mission of murder, boxing match, suspense, police officer, witness to murder",1998,1.7557699473986006
806,24000000,Columbia Pictures,USA,Other,Horror,40002112,I Still Know What You Did Last Summer,R,13.11.1998 00:00,Jennifer Love Hewitt,Lois Duncan,1998,1,0.666754667,70,FALSE,3600,tt0130018,I Still Know What You Did Last Summer,"Unfinished business with coed Julie James brings the murderer to the Bahamas to terrorize her and her friends, Karla, Tyrell and Will, during a vacation. Can Ray Bronson who survived a bloody attack alongside Julie two summers ago, get to the island in time to save everyone?",Someone is dying for a second chance.,I Still Know What You Did Last Summer,"Horror, Mystery, Thriller",en,US,"competition, island, radio, bahamas, college, knife, fisherman, vacation, revenge, murder, marijuana, resort, blood, slasher, storm, hook, killer",1998,-0.2956863882426659
807,66000000,Twentieth Century Fox Film Corporation,USA,Other,Drama,83898313,The X Files,PG-13,19.06.1998 00:00,David Duchovny,Chris Carter,1998,1,0.271186561,30,FALSE,846,tt0120902,The X Files,"Mulder and Scully, now taken off the FBI's X Files cases, must find a way to fight the shadowy elements of the government to find out the truth about a conspiracy that might mean the alien colonization of Earth.",Fight the Future,The X Files,"Mystery, Science Fiction, Thriller",en,"CA, US","bomb, helicopter, secret, obsession, extraterrestrial technology, fbi, space marine, mutation, secret society, secret organization, secret lab, x-files, government",1998,1.4627047565927054
808,14000000,Other,USA,Other,Crime,8838938,Apt Pupil,R,23.10.1998 00:00,Ian McKellen,Stephen King,1998,0,-0.368647286,-40,FALSE,9445,tt0118636,Apt Pupil,Neighborhood boy Todd Bowden discovers that an old man living on his block named Arthur Denker is nazi war criminal. Bowden confronts Denker and offers him a deal: Bowden will not go to the authorities if Denker tells him stories of the concentration camps in WWII...,"If you don't believe in the existence of evil, you've got a lot to learn.",Apt Pupil,"Drama, Thriller","en, de","FR, US","secret identity, blackmail, german, new identity, nazis, manipulation, interview, high school, murder, torture, school counselor",1998,-0.7143509465368019
809,13000000,Other,USA,Other,Drama,16574731,54,R,28.08.1998 00:00,Ryan Phillippe,Mark Christopher,1998,1,0.274979308,30,FALSE,3682,tt0120577,54,"Shane, a Jersey boy with big dreams, crosses the river in hopes of finding a more exciting life at Studio 54. When Steve Rubell, the mastermind behind the infamous disco, plucks Shane from the sea of faces clamoring to get inside his club, Shane not only gets his foot in the door, but lands a coveted job behind the bar – and a front-row seat at the most legendary party on the planet.",You've never been anywhere until you've been here,54,"Music, Drama",en,US,"new york, sex, nightclub, money, drug, disco",1998,-0.7562174023662155
810,1500000,Other,USA,Other,Comedy,2375097,Buffalo '66,R,26.06.1998 00:00,Vincent Gallo,Vincent Gallo,1998,1,0.583398,60,FALSE,9464,tt0118789,Buffalo '66,"Billy is released after five years in prison. In the next moment, he kidnaps teenage student Layla and visits his parents with her, pretending she is his girlfriend and they will soon marry.",Billy Brown just got out of jail. Now he's going to serve some real time. He's going home.,Buffalo '66,"Romance, Comedy, Crime, Drama",en,US,"prison, gambling, compulsive gambling",1998,-1.2376816444044718
811,60000000,Warner Bros.,USA,Other,Crime,67638368,A Perfect Murder,R,5.06.1998 00:00,Michael Douglas,Frederick Knott,1998,1,0.127306133,10,FALSE,1965,tt0120787,A Perfect Murder,"Millionaire industrialist Steven Taylor is a man who has everything but what he craves most: the love and fidelity of his wife. A hugely successful player in the New York financial world, he considers her to be his most treasured acquisition. But she needs more than simply the role of dazzling accessory.",A powerful husband. An unfaithful wife. A jealous lover. All of them have a motive. Each of them has a plan.,A Perfect Murder,"Crime, Thriller, Drama","ar, en",US,"jealousy, blackmail, artist, planned murder, extramarital affair",1998,1.2115060216162237
812,9000000,Other,Other,Other,Comedy,11883495,Sliding Doors,PG-13,1.05.1998 00:00,Gwyneth Paltrow,Peter Howitt,1998,1,0.320388333,30,FALSE,10215,tt0120148,Sliding Doors,"Gwyneth Paltrow plays London publicist Helen, effortlessly sliding between parallel storylines that show what happens if she does or does not catch a train back to her apartment. Love. Romantic entanglements. Deception. Trust. Friendship. Comedy. All come into focus as the two stories shift back and forth, overlap and surprisingly converge.",What if one split second sent your life in two completely different directions?.,Sliding Doors,"Comedy, Drama, Fantasy, Romance",en,"GB, US","double life, commercial, fantasy, chance, marketing, time travel, in flagranti, ambiguous ending, alternative reality",1998,-0.9236832256838698
813,80000000,Warner Bros.,USA,Barry Levinson,Drama,37020277,Sphere,PG-13,13.02.1998 00:00,Dustin Hoffman,Michael Crichton,1998,0,-0.537246538,-50,FALSE,10153,tt0120184,Sphere,"The OSSA discovers a spacecraft thought to be at least 300 years old at the bottom of the ocean. Immediately following the discovery, they decide to send a team down to the depths of the ocean to study the space craft.They are the best of best, smart and logical, and the perfect choice to learn more about the spacecraft.","A thousand feet beneath the sea, the blackest holes are in the mind...",Sphere,Science Fiction,en,US,"ocean, extraterrestrial technology, space marine, paranoia, raumschiffabsturz, alien, psychologist, ocean floor, deepsea",1998,2.048835138204496
814,70000000,Twentieth Century Fox Film Corporation,USA,Other,Action,40981289,The Siege,R,6.11.1998 00:00,Denzel Washington,Lawrence Wright,1998,0,-0.414553014,-40,FALSE,9882,tt0133952,The Siege,The secret US abduction of a suspected terrorist leads to a wave of terrorist attacks in New York that lead to the declaration of martial law.,On November 6th our freedom is history,The Siege,"Drama, Action, Thriller, Crime","es, en, ar",US,"islam, muslim, car bomb, fbi agent",1998,1.6301705799103596
815,8000000,Other,USA,Other,Biography,4530929,Dangerous Beauty,R,20.02.1998 00:00,Catherine McCormack,Margaret Rosenthal,1998,0,-0.433633875,-40,FALSE,8583,tt0118892,Dangerous Beauty,"Veronica is brilliant, gifted and beautiful, but the handsome aristocrat she loves, Marco Venier, cannot marry her because she is penniless and of questionable family. So Veronica's mother, Paola, teaches her to become a courtesan, one of the exotic companions favored by the richest and most powerful Venetian men. Veronica courageously uses her charms to change destiny -- and to give herself a chance at true love.",Born without privilege. Bound by tradition. She found the courage to follow her heart.,Dangerous Beauty,"Drama, Romance",en,US,"venice, inquisition, beauty, courtesan, 16th century",1998,-0.9655496815132835
816,30000000,Columbia Pictures Corporation,USA,Other,Action,18967571,The Replacement Killers,R,6.02.1998 00:00,Yun-Fat Chow,Ken Sanzel,1998,0,-0.367747633,-40,FALSE,11702,tt0120008,The Replacement Killers,"Hired assassin John Lee is asked by Chinatown crime boss Terence Wei to murder the young son of policeman Stan Zedkov. Lee has the boy in his sights, but his conscience gets the better of him, and he spares the child's life. Afraid that Wei will take revenge on his family in China, Lee seeks out expert forger Meg Coburn to obtain the passport he needs to get out of the country, but a band of replacement killers is soon on his trail.",Kill or be replaced.,The Replacement Killers,"Action, Drama, Crime, Thriller","cn, cs, en",US,"usa, china, assault rifle, sniper, chinatown, drug dealer, hitman, funeral, conscientious objector, revenge, on the run, fugitive, one man army, sunglasses, drug lord, silencer, uzi, police raid, contract killer, replacement",1998,-0.04448765326618429
817,30000000,Twentieth Century Fox Film Corporation,USA,Other,Comedy,26525834,Bulworth,R,22.05.1998 00:00,Warren Beatty,Warren Beatty,1998,0,-0.115805533,-10,FALSE,9452,tt0118798,Bulworth,A suicidally disillusioned liberal politician puts a contract out on himself and takes the opportunity to be bluntly honest with his voters by affecting the rhythms and speech of hip-hop music and culture.,Brace yourself. This politician is about to tell the truth!,Bulworth,"Comedy, Drama",en,US,"mission of murder, politics, election campaign, liberal, swearing, political satire, hip hop culture",1998,-0.04448765326618429
818,10000000,Other,USA,Other,Comedy,9801782,Very Bad Things,R,25.11.1998 00:00,Christian Slater,Peter Berg,1998,0,-0.0198218,0,FALSE,10029,tt0124198,Very Bad Things,"Kyle Fisher has one last night to celebrate life as a single man before marrying Laura, so he sets out to Vegas with four of his best buddies. But a drug and alcohol filled night on the town with a stripper who goes all the way, turns into a cold night in the desert with shovels when the stripper goes all the way into a body bag after dying in their bathroom. And that's just the first of the bodies to pile up before Kyle can walk down the aisle...",They've been bad. Very bad.,Very Bad Things,"Comedy, Crime, Thriller",en,US,"prostitute, hotel, cocaine, nudity, psychopath, stag night, friends, murder, independent film, marijuana, blood, wedding, las vegas, violence, death, accident",1998,-0.8818167698544563
819,25000000,Touchstone Pictures,USA,Spike Lee,Drama,21554585,He Got Game,R,1.05.1998 00:00,Denzel Washington,Spike Lee,1998,0,-0.1378166,-10,FALSE,9469,tt0124718,He Got Game,A basketball player's father must try to convince him to go to a college so he can get a shorter sentence.,"The father, the son and the holy game.",He Got Game,Drama,en,US,"prison, father son relationship, homicide, begnadigung, release from prison, forgiveness, college, basketball, independent film",1998,-0.2538199324132523
820,45000000,Other,USA,Other,Action,11203026,Deep Rising,R,30.01.1998 00:00,Treat Williams,Stephen Sommers,1998,0,-0.751043867,-80,FALSE,9457,tt0118956,Deep Rising,"A group of heavily armed hijackers board a luxury ocean liner in the South Pacific Ocean to loot it, only to do battle with a series of large-sized, tentacled, man-eating sea creatures who have taken over the ship first.",Full Scream Ahead,Deep Rising,"Adventure, Action, Horror, Science Fiction","ko, en","CA, US","ocean liner, sea monster, jewel heist, armed robbery",1998,0.5835091841750197
821,17000000,Other,Other,Other,Crime,16311763,A Simple Plan,R,22.01.1999 00:00,Bill Paxton,Scott B. Smith,1998,0,-0.040484529,0,FALSE,10223,tt0120324,A Simple Plan,"Captivated by the lure of sudden wealth, the quiet rural lives of two brothers erupt into conflicts of greed, paranoia and distrust when over $4 million in cash is discovered at the remote site of a downed small airplane. Their simple plan to retain the money while avoiding detection opens a Pandora's box when the fear of getting caught triggers panicked behavior and leads to virulent consequences",Sometimes good people do evil things.,A Simple Plan,"Drama, Crime, Thriller",en,US,"brother brother relationship, money delivery, airplane, greed, friendship, suspense, financial transactions",1999,-0.5887515790485611
822,30000000,Other,USA,Other,Drama,23245840,One True Thing,R,18.09.1998 00:00,Meryl Streep,Anna Quindlen,1998,0,-0.225138667,-20,FALSE,53113,tt0120776,One True Thing,A career woman reassesses her parents' lives after she is forced to care for her cancer-stricken mother.,Love What You Have.,One True Thing,"Drama, Romance",en,US,"dysfunctional family, cancer, death of parent",1998,-0.04448765326618429
823,13000000,TriStar Pictures,USA,Other,Action,27052167,The Big Hit,R,24.04.1998 00:00,Mark Wahlberg,Ben Ramsey,1998,1,1.080935923,110,FALSE,9448,tt0120609,The Big Hit,"Affable hit man Melvin Smiley is constantly being scammed by his cutthroat colleagues in the life-ending business. So, when he and his fellow assassins kidnap the daughter of an electronics mogul, it's naturally Melvin who takes the fall when their prime score turns sour. That's because the girl is the goddaughter of the gang's ruthless crime boss. But, even while dodging bullets, Melvin has to keep his real job secret from his unsuspecting fiancée, Pam.",Nothing's more dangerous than some nice guys... with a little time to kill.,The Big Hit,"Action, Adventure, Comedy, Thriller",en,US,"bungee-jump, dark comedy, cigarette smoking, slow motion, video store, subtitled scene, kosher, stealing a car, movie poster, night vision goggles, suitcase full of money",1998,-0.7562174023662155
824,30000000,Hollywood Pictures,USA,Other,Comedy,18252684,Simon Birch,PG,11.09.1998 00:00,Ian Michael Smith,Mark Steven Johnson,1998,0,-0.3915772,-40,FALSE,22796,tt0124879,Simon Birch,"Simon Birch tells the story of Joe and Simon's heart-warming journey of friendship. Simon Birch was born with a condition that makes him much smaller than all the other kids in town. Now, due to his condition, Simon thinks God made him this way for a reason and highly believes in God. Together, Joe and Simon go on a journey of trust and friendship to find the answers to many things. Their friendship is put to the test when some unfortunate events happen.",Destiny has big plans for little Simon Birch.,Simon Birch,"Comedy, Drama, Family",en,US,illegitimate son,1998,-0.04448765326618429
825,27000000,Twentieth Century Fox Film Corporation,USA,Richard Linklater,Action,10297897,The Newton Boys,PG-13,27.03.1998 00:00,Matthew McConaughey,Claude Stanush,1998,0,-0.618596407,-60,FALSE,42807,tt0120769,The Newton Boys,"Four Newton brothers are a poor farmer family in the 1920s. The oldest of them, Willis, one day realizes that there's no future in the fields and offers his brothers to become a bank robbers. Soon the family agrees. They become very famous robbers, and five years later execute the greatest train robbery in American history.",Four Brothers. Four Criminals. For The Money... They Would Stop At Nothing.,The Newton Boys,"Crime, Action, Drama",en,US,"bank robber, crime spree, western u.s.",1998,-0.17008702075442508
826,12000000,Other,USA,Woody Allen,Comedy,5032496,Celebrity,R,20.11.1998 00:00,Kenneth Branagh,Woody Allen,1998,0,-0.580625333,-60,FALSE,9466,tt0120533,Celebrity,"The career and personal life of writer Lee are at a standstill, so he divorces his bashful wife, Robin, and dives into a new job as an entertainment journalist. His assignments take him to the swankiest corners of Manhattan, but as he jumps from one lavish party to another and engages in numerous empty romances, he starts to doubt the worth of his work. Meanwhile, top TV producer Tony falls for Robin and introduces her to the world of celebrity.",A funny look at people who will do anything to get famous... or stay famous.,Celebrity,"Drama, Comedy",en,US,"exzentrik, independent film, reporter, ex-wife, spectacle",1998,-0.7980838581956291
827,5000000,Other,USA,Other,Comedy,5881367,The Opposite of Sex,R,22.05.1998 00:00,Christina Ricci,Don Roos,1998,1,0.1762734,20,FALSE,9844,tt0120777,The Opposite of Sex,"A 16-year-old girl visits her gay half-brother and ends up seducing his boyfriend, thus wreaking havoc on all of their lives.","You'll laugh, you'll cry, you'll be offended",The Opposite of Sex,"Comedy, Drama",en,US,"gay, louisiana, dying and death, step father, independent film, teacher, death",1998,-1.0911490490015243
828,75000000,Touchstone Pictures,USA,Other,Drama,56702901,A Civil Action,PG-13,8.01.1999 00:00,John Travolta,Jonathan Harr,1998,0,-0.24396132,-20,FALSE,9422,tt0120633,A Civil Action,"Jan Schlickmann is a cynical lawyer who goes out to ""get rid of"" a case, only to find out it is potentially worth millions. The case becomes his obsession, to the extent that he is willing to give up everything - including his career and his clients' goals, in order to continue the case against all odds.",Justice has its price.,A Civil Action,Drama,en,US,"success, advancement, right and justice, leukemia, lawyer, business start-up",1999,1.8395028590574276
829,15000000,Twentieth Century Fox Film Corporation,USA,Other,Comedy,29106737,The Object of My Affection,R,17.04.1998 00:00,Jennifer Aniston,Stephen McCauley,1998,1,0.940449133,90,FALSE,17127,tt0120772,The Object of My Affection,"A pregnant New York social worker begins to develop romantic feelings for her gay best friend, and decides she'd rather raise her child with him, much to the dismay of her overbearing boyfriend.",Sometimes The Most Desirable Relationship Is The One You Can't Have,The Object of My Affection,"Comedy, Drama, Romance",en,US,"blind date, love, falling in love, gay man straight woman relationship",1998,-0.6724844907073882
830,70000000,Other,USA,Other,Action,19819494,Hard Rain,R,16.01.1998 00:00,Morgan Freeman,Graham Yost,1998,0,-0.716864371,-70,FALSE,11258,tt0120696,Hard Rain,"Get swept up in the action as an armored car driver (Christian Slater) tries to elude a gang of thieves (led by Morgan Freeman) while a flood ravages the countryside. Hard Rain is ""a wild, thrilling, chilling action ride"" filled with close calls, uncertain loyalties and heart-stopping heroics.","In the worst storm in living memory, one guard stands between five men and three million dollars.",Hard Rain,Thriller,en,"DK, FR, NZ, GB, US","sheriff, rain, evacuation, armored car, crook, hoodlum",1998,1.6301705799103596
831,5000000,Fox Searchlight Pictures,USA,Other,Comedy,5480318,Slums of Beverly Hills,R,11.09.1998 00:00,Natasha Lyonne,Tamara Jenkins,1998,1,0.0960636,10,FALSE,14662,tt0120831,Slums of Beverly Hills,"In 1976, a lower-middle-class teenager struggles to cope living with her neurotic family of nomads on the outskirts of Beverly Hills.",Growing Up is Hard to Do,Slums of Beverly Hills,"Comedy, Drama",en,US,"sex, independent film, moving, beverly hills, woman director, nursing school, nomad",1998,-1.0911490490015243
832,6000000,Other,USA,Other,Comedy,2281761,Pecker,R,9.10.1998 00:00,Edward Furlong,John Waters,1998,0,-0.6197065,-60,FALSE,11855,tt0126604,Pecker,"A Baltimore sandwich shop employee becomes an overnight sensation when photographs he's taken of his weird family become the latest rage in the art world. The young man is called ""Pecker"" because he pecks at his food like a bird.",He never realized how far 35 millimeters would take him.,Pecker,Comedy,en,US,"photographer, eroticism, exhibit, gallery, girlfriend, gallery owner, photography, independent film, art, art gallery, sex party",1998,-1.0492825931721106
833,14000000,Other,Other,Other,Comedy,3956212,Playing by Heart,R,22.01.1999 00:00,Gillian Anderson,Willard Carroll,1998,0,-0.717413429,-70,FALSE,825,tt0145734,Playing by Heart,"Eleven articulate people work through affairs of the heart in L.A. Paul produces Hannah's TV cooking show. Mark is dying of AIDS. Men have scalded Meredith so she rebuffs Trent's charm, but he persists. The trendy, prolix Joan tries to pull the solitary Keenan into her orbit. An adulterous couple meet at hotels for evening sex. Hugh tells tall tales, usually tragic, to women in bars.","If romance is a mystery, there's only one way to figure it out.",Playing by Heart,Drama,en,US,"sex, adultery, hotel, aids, wedding vows, los angeles, relationship, family",1999,-0.7143509465368019
834,20000000,Twentieth Century Fox Film Corporation,USA,Other,Comedy,37672350,How Stella Got Her Groove Back,R,14.08.1998 00:00,Angela Bassett,Terry McMillan,1998,1,0.8836175,90,FALSE,33644,tt0120703,How Stella Got Her Groove Back,"Through good times and bad, Stella and Delilah have always had each other. Now, Stella's so busy building a life that she's forgotten how to really live. But Delilah is about to change all that. What starts as a quick trip to Jamaica, end as an exhilarating voyage of self discovery as Stella learns to open her heart and find love - even if it's with a man 20 years her junior.",Sometimes you have to break the rules to free your heart.,How Stella Got Her Groove Back,"Comedy, Drama, Romance",en,US,"black people, age difference, jamaica, vacation, female protagonist",1998,-0.46315221156032027
835,50000000,Other,USA,Other,Action,13806137,Desperate Measures,R,30.01.1998 00:00,Michael Keaton,David Klass,1998,0,-0.72387726,-70,FALSE,9458,tt0118966,Desperate Measures,"San Francisco police officer Frank Connor is in a frantic search for a compatible bone marrow donor for his gravely ill son. There's only one catch the potential donor is convicted multiple murderer Peter McCabe who sees a trip to the hospital as the perfect opportunity to get what he wants most freedom. With McCabe's escape, the entire hospital becomes a battleground and Connor must pursue and, ironically, protect the deadly fugitive who is his son's only hope for survival.",Desperate times call for. . .,Desperate Measures,"Action, Drama, Thriller",en,US,"donation, paranoia, terminal illness, leukemia, psychological thriller, criminal, convict, confrontation, captive, prison escape, swat team, freeway, propane",1998,0.7928414633220877
836,30000000,Other,USA,Other,Adventure,6114928,Almost Heroes,PG-13,29.05.1998 00:00,Chris Farley,Mark Nutter,1998,0,-0.796169067,-80,FALSE,14342,tt0119053,Almost Heroes,"Two hapless explorers lead an ill-fated 1804 expedition through the Pacific Northwest in a hopeless, doomed effort to reach the Pacific Ocean before Lewis and Clark.",Almost History... Almost Legends... Mostly Ridiculous.,Almost Heroes,"Action, Adventure, Comedy, Western",en,US,"fight, bravery, slapstick, native american, bear, interracial love, drinking contest, bipolar disorder, mauling",1998,-0.04448765326618429
837,18000000,Other,USA,Other,Comedy,3551208,Major League: Back to the Minors,PG-13,17.04.1998 00:00,Scott Bakula,David S. Ward,1998,0,-0.802710667,-80,FALSE,9771,tt0120742,Major League: Back to the Minors,At the behest of Roger Dorn -- the Minnesota Twins' silver-tongued new owner -- washed-up minor league hurler Gus Cantrell steps up to the plate to take over as skipper of the club's hapless farm team. But little does he know that Dorn has an ulterior motive to generate publicity with a grudge match between the big leaguers and their ragtag Triple A affiliate.,They're Just Nine Players Short of a Dream Team,Major League: Back to the Minors,Comedy,"en, it",US,"baseball, trainer, baseball bat, career, training, sport",1998,-0.5468851232191475
838,8000000,Castle Rock Entertainment,USA,Other,Comedy,2987297,The Last Days of Disco,R,12.06.1998 00:00,Chloë Sevigny,Whit Stillman,1998,0,-0.626587875,-60,FALSE,16980,tt0120728,The Last Days of Disco,Two young women and their friends spend spare time at an exclusive nightclub in 1980s New York.,History is made at night.,The Last Days of Disco,"Comedy, Drama, Romance",en,US,"new york, sex, dancer, sexuality, depression, jealousy, nightclub, nudity, investigation, addiction, liar, love, friends, independent film, theft, drug, death, disco",1998,-0.9655496815132835
