budget,company,country,director,genre,gross,name,rating,released,star,writer,year,isprofit,profitability_ratio,profitability_ratio_bucket
6000000,"Samuel Goldwyn Company, The",UK,Mike Hodges,Action,1432687,A Prayer for the Dying,R,11.09.1987 00:00,Mickey Rourke,Jack Higgins,1987,0,-0.761218833,-80
5300000,Columbia Pictures,UK,Michael Radford,Crime,3107551,White Mischief,R,6.05.1988 00:00,Sarah Miles,James Fox,1987,0,-0.413669623,-40
10000000,Rollins-Joffe Productions,USA,Woody Allen,Drama,486434,September,PG,18.12.1987 00:00,Elaine Stritch,Woody Allen,1987,0,-0.9513566,-100
3520000,Independent Film Centre,USA,Lance Hool,Action,562187,Steel Dawn,R,31.03.1988 00:00,Patrick Swayze,Doug Lefler,1987,0,-0.840287784,-80
1300000,Empire Pictures,USA,Renny Harlin,Crime,354704,Prison,R,8.12.1987 00:00,Lane Smith,Irwin Yablans,1987,0,-0.727150769,-70
25000000,Warner Bros.,USA,Martin Ritt,Drama,30950002,Nuts,R,11.12.1987 00:00,Barbra Streisand,Tom Topor,1987,1,0.23800008,20
11000000,Bandai Films,USA,Barry Levinson,Comedy,25411386,Tin Men,R,13.03.1987 00:00,Richard Dreyfuss,Barry Levinson,1987,1,1.310126,130
7500000,De Laurentiis Entertainment Group (DEG),USA,William Friedkin,Drama,796368,Rampage,R,30.10.1992 00:00,Michael Biehn,William P. Wood,1987,0,-0.8938176,-90
3000000,Vista Organization,USA,Amy Holden Jones,Fantasy,9868521,Maid to Order,PG,31.07.1987 00:00,Ally Sheedy,Amy Holden Jones,1987,1,2.289507,229
1000000,Commies From Mars Corporation,UK,Alex Cox,Action,210200,Straight to Hell,R,26.06.1987 00:00,Sy Richardson,Alex Cox,1987,0,-0.7898,-80
100000,Silent Night Releasing Corporation,USA,Lee Harry,Horror,154323,"Silent Night, Deadly Night 2",R,10.04.1987 00:00,Eric Freeman,Michael Hickey,1987,1,0.54323,50
8000000,De Laurentiis Entertainment Group (DEG),USA,Tom McLoughlin,Comedy,1988962,Date with an Angel,PG,20.11.1987 00:00,Phoebe Cates,Tom McLoughlin,1987,0,-0.75137975,-80
5800000,In-Cine Compañía Industrial Cinematográfica,USA,Alex Cox,Biography,257043,Walker,R,4.12.1987 00:00,Ed Harris,Rudy Wurlitzer,1987,0,-0.955682241,-100
19000000,TriStar Pictures,USA,Roger Young,Action,2228951,The Squeeze,PG-13,10.07.1987 00:00,Michael Keaton,Daniel Taplitz,1987,0,-0.882686789,-90
5000000,Golan-Globus Productions,USA,Peter R. Hunt,Action,6075793,Assassination,PG-13,9.01.1987 00:00,Charles Bronson,Richard Sale,1987,1,0.2151586,20
75000,Titan Productions,USA,David DeCoteau,Horror,13133,Creepozoids,R,2.10.1987 00:00,Linnea Quigley,Dave Eisenstark,1987,0,-0.824893333,-80
12000000,TriStar Pictures,USA,Robert Benton,Comedy,5669831,Nadine,PG,7.08.1987 00:00,Jeff Bridges,Robert Benton,1987,0,-0.527514083,-50
1100000,Conquest Productions,USA,Jeff Burr,Action,1355728,From a Whisper to a Scream,R,4.09.1987 00:00,Vincent Price,C. Courtney Joyner,1987,1,0.23248,20
5000000,Golan-Globus Productions,USA,Norman Mailer,Comedy,858250,Tough Guys Don't Dance,R,18.09.1987 00:00,Ryan O'Neal,Norman Mailer,1987,0,-0.82835,-80
4000000,New World Entertainment Films,USA,Bill Condon,Drama,743445,"Sister, Sister",R,9.02.1988 00:00,Eric Stoltz,Bill Condon,1987,0,-0.81413875,-80
15000000,Cannon Group,USA,Jerry Belson,Comedy,5711976,Surrender,PG,9.10.1987 00:00,Sally Field,Jerry Belson,1987,0,-0.6192016,-60
14000000,Paramount Pictures,USA,Michael Apted,Comedy,20240502,Critical Condition,R,16.01.1987 00:00,Richard Pryor,Denis Hamill,1987,1,0.445750143,40
12000000,De Laurentiis Entertainment Group (DEG),USA,John D. Hancock,Drama,2325444,Weeds,R,16.10.1987 00:00,Nick Nolte,Dorothy Tristan,1987,0,-0.806213,-80
15000000,"Geffen Company, The",USA,Tim Burton,Comedy,73707461,Beetlejuice,PG,30.03.1988 00:00,Alec Baldwin,Michael McDowell,1988,1,3.913830733,390
39000000,Eddie Murphy Productions,USA,John Landis,Comedy,128152300,Coming to America,R,29.06.1988 00:00,Eddie Murphy,Eddie Murphy,1988,1,2.28595641,229
9000000,United Artists,USA,Tom Holland,Horror,33244684,Child's Play,R,9.11.1988 00:00,Catherine Hicks,Don Mancini,1988,1,2.693853778,270
28000000,Twentieth Century Fox Film Corporation,USA,John McTiernan,Action,83008852,Die Hard,R,20.07.1988 00:00,Bruce Willis,Roderick Thorp,1988,1,1.964601857,200
35000000,Metro-Goldwyn-Mayer (MGM),USA,Ron Howard,Action,57269863,Willow,PG,20.05.1988 00:00,Val Kilmer,George Lucas,1988,1,0.6362818,60
3000000,New World Pictures,USA,Michael Lehmann,Comedy,1108462,Heathers,R,31.03.1989 00:00,Winona Ryder,Daniel Waters,1988,0,-0.630512667,-60
25000000,United Artists,USA,Barry Levinson,Drama,172825435,Rain Man,R,16.12.1988 00:00,Dustin Hoffman,Barry Morrow,1988,1,5.9130174,590
4000000,Alive Films,USA,John Carpenter,Action,13008928,They Live,R,4.11.1988 00:00,Roddy Piper,Ray Nelson,1988,1,2.252232,229
70000000,Touchstone Pictures,USA,Robert Zemeckis,Animation,156452370,Who Framed Roger Rabbit,PG,22.06.1988 00:00,Bob Hoskins,Gary K. Wolf,1988,1,1.235033857,120
18000000,American Entertainment Partners II L.P.,USA,Penny Marshall,Comedy,114968774,Big,PG,3.06.1988 00:00,Tom Hanks,Gary Ross,1988,1,5.387154111,540
20000000,Touchstone Pictures,USA,Roger Donaldson,Comedy,78222753,Cocktail,R,29.07.1988 00:00,Tom Cruise,Heywood Gould,1988,1,2.91113765,290
5000000,Cristaldifilm,Italy,Giuseppe Tornatore,Drama,11990401,Cinema Paradiso,R,23.02.1990 00:00,Philippe Noiret,Giuseppe Tornatore,1988,1,1.3980802,140
19000000,TriStar Pictures,USA,Chuck Russell,Horror,8247943,The Blob,R,5.08.1988 00:00,Shawnee Smith,Theodore Simonson,1988,0,-0.565897737,-60
3500000,De Laurentiis Entertainment Group (DEG),USA,Stan Winston,Fantasy,4385516,Pumpkinhead,R,13.01.1989 00:00,Lance Henriksen,Ed Justin,1988,1,0.253004571,30
7500000,Metro-Goldwyn-Mayer (MGM),UK,Charles Crichton,Comedy,63493712,A Fish Called Wanda,R,5.08.1988 00:00,John Cleese,John Cleese,1988,1,7.465828267,750
2000000,Sarlui / Diamant,USA,Stephen Chiodo,Comedy,15625095,Killer Klowns from Outer Space,PG-13,27.05.1988 00:00,Grant Cramer,Charles Chiodo,1988,1,6.8125475,680
30000000,Universal Pictures,USA,Martin Brest,Action,38413606,Midnight Run,R,20.07.1988 00:00,Robert De Niro,George Gallo,1988,1,0.280453533,30
3000000,Film Futures,UK,Tony Randel,Horror,11090735,Hellbound: Hellraiser II,R,23.12.1988 00:00,Doug Bradley,Clive Barker,1988,1,2.696911667,270
15000000,Orion Pictures,USA,Alan Parker,Crime,34603943,Mississippi Burning,R,27.01.1989 00:00,Gene Hackman,Chris Gerolmo,1988,1,1.306929533,130
12000000,Paramount Pictures,USA,David Zucker,Comedy,78041829,The Naked Gun: From the Files of Police Squad!,PG-13,2.12.1988 00:00,Leslie Nielsen,Jerry Zucker,1988,1,5.50348575,550
1100000,Cannon International,USA,Newt Arnold,Action,11806119,Bloodsport,R,29.04.1988 00:00,Jean-Claude Van Damme,Sheldon Lettich,1988,1,9.732835455,969
28000000,Twentieth Century Fox Film Corporation,USA,Mike Nichols,Comedy,64000000,Working Girl,R,21.12.1988 00:00,Melanie Griffith,Kevin Wade,1988,1,1.285714286,130
14000000,Paramount Pictures,Australia,John Cornell,Action,109305000,Crocodile Dundee II,PG,25.05.1988 00:00,Paul Hogan,Paul Hogan,1988,1,6.8075,680
12500000,Universal Pictures,USA,Don Bluth,Animation,48092846,The Land Before Time,G,18.11.1988 00:00,Pat Hingle,Stu Krieger,1988,1,2.84742768,280
15000000,Universal Pictures,USA,Ivan Reitman,Comedy,111936400,Twins,PG,9.12.1988 00:00,Arnold Schwarzenegger,William Davies,1988,1,6.462426667,650
14000000,Lorimar Film Entertainment,USA,Stephen Frears,Drama,34700000,Dangerous Liaisons,R,24.02.1989 00:00,Glenn Close,Christopher Hampton,1988,1,1.478571429,150
17000000,The Saul Zaentz Company,USA,Philip Kaufman,Drama,10006806,The Unbearable Lightness of Being,R,5.02.1988 00:00,Daniel Day-Lewis,Milan Kundera,1988,0,-0.411364353,-40
5000000,Trancas International Films,USA,Dwight H. Little,Horror,17768757,Halloween 4: The Return of Michael Myers,R,21.10.1988 00:00,Donald Pleasence,Dhani Lipsius,1988,1,2.5537514,260
13000000,Morgan Creek Productions,USA,Christopher Cain,Action,45661556,Young Guns,R,12.08.1988 00:00,Emilio Estevez,John Fusco,1988,1,2.512427385,250
29000000,Carolco Pictures,USA,Walter Hill,Action,34994648,Red Heat,R,17.06.1988 00:00,Arnold Schwarzenegger,Walter Hill,1988,1,0.206712,20
6000000,Night Life Inc.,USA,Donald Petrie,Comedy,12793213,Mystic Pizza,R,21.10.1988 00:00,Annabeth Gish,Amy Holden Jones,1988,1,1.132202167,110
63000000,Carolco Pictures,USA,Peter MacDonald,Action,53715611,Rambo III,R,25.05.1988 00:00,Sylvester Stallone,David Morrell,1988,0,-0.147371254,-10
6000000,Paramount Pictures,Canada,Jonathan Kaplan,Drama,32069318,Acusados,R,14.10.1988 00:00,Kelly McGillis,Tom Topor,1988,1,4.344886333,430
7000000,Universal Pictures,Canada,Martin Scorsese,Drama,7630564,The Last Temptation of Christ,R,12.03.2004 00:00,Willem Dafoe,Nikos Kazantzakis,1988,1,0.090080571,10
2000000,New Line Cinema,USA,John Waters,Comedy,6671108,Hairspray,PG,26.02.1988 00:00,Sonny Bono,John Waters,1988,1,2.335554,229
13000000,New Line Cinema,USA,Renny Harlin,Horror,49369899,A Nightmare on Elm Street 4: The Dream Master,R,19.08.1988 00:00,Robert Englund,Wes Craven,1988,1,2.797684538,280
24000000,Hughes Entertainment,USA,Howard Deutch,Comedy,41455230,The Great Outdoors,PG,17.06.1988 00:00,Dan Aykroyd,John Hughes,1988,1,0.72730125,70
7000000,The Mount Company,USA,Ron Shelton,Comedy,50888729,Bull Durham,R,15.06.1988 00:00,Kevin Costner,Ron Shelton,1988,1,6.269818429,630
7500000,Warner Bros.,USA,Andrew Davis,Action,18869631,Above the Law,R,22.04.1988 00:00,Steven Seagal,Andrew Davis,1988,1,1.5159508,150
10000000,De Laurentiis Entertainment Group (DEG),UK,Julien Temple,Comedy,3916303,Earth Girls Are Easy,PG,12.05.1989 00:00,Geena Davis,Julie Brown,1988,0,-0.6083697,-60
31000000,Walt Disney Feature Animation,USA,George Scribner,Animation,74151346,Oliver & Company,G,18.11.1988 00:00,Joey Lawrence,Jim Cox,1988,1,1.391978903,140
31000000,Warner Bros.,USA,Buddy Van Horn,Action,37903295,The Dead Pool,R,13.07.1988 00:00,Clint Eastwood,Harry Julian Fink,1988,1,0.222686935,20
7500000,NBC Productions,USA,James Signorelli,Comedy,5596267,Elvira: Mistress of the Dark,PG-13,30.09.1988 00:00,Cassandra Peterson,Sam Egan,1988,0,-0.253831067,-30
32000000,Paramount Pictures,USA,Richard Donner,Comedy,60328558,Scrooged,PG-13,23.11.1988 00:00,Bill Murray,Mitch Glazer,1988,1,0.885267438,90
23000000,Cinema City Films,USA,Robert Towne,Crime,41292551,Tequila Sunrise,R,2.12.1988 00:00,Mel Gibson,Robert Towne,1988,1,0.795328304,80
20000000,Warner Bros.,USA,Roman Polanski,Crime,17637950,Frantic,R,26.02.1988 00:00,Harrison Ford,Roman Polanski,1988,0,-0.1181025,-10
2800000,Paramount Pictures,USA,John Carl Buechler,Horror,19170001,Friday the 13th Part VII: The New Blood,R,13.05.1988 00:00,Jennifer Banko,Daryl Haney,1988,1,5.846428929,580
8000000,Twentieth Century Fox Film Corporation,USA,Greg Beeman,Comedy,22433275,License to Drive,PG-13,6.07.1988 00:00,Corey Haim,Neil Tolkin,1988,1,1.804159375,180
46630000,Prominent Features,UK,Terry Gilliam,Adventure,8083123,The Adventures of Baron Munchausen,PG,10.03.1989 00:00,John Neville,Charles McKeown,1988,0,-0.826654021,-80
13000000,Morgan Creek Productions,Canada,David Cronenberg,Drama,9134733,Dead Ringers,R,23.09.1988 00:00,Jeremy Irons,David Cronenberg,1988,0,-0.297328231,-30
10500000,Metro-Goldwyn-Mayer (MGM),USA,Gary Sherman,Horror,14114488,Poltergeist III,PG-13,10.06.1988 00:00,Heather O'Rourke,Gary Sherman,1988,1,0.344236952,30
7500000,Vista Organization,USA,Tommy Lee Wallace,Comedy,2983784,Fright Night Part 2,R,19.05.1989 00:00,William Ragsdale,Tom Holland,1988,0,-0.602162133,-60
3000000,Front Films,USA,Keenen Ivory Wayans,Action,13030057,I'm Gonna Git You Sucka,R,23.02.1989 00:00,Keenen Ivory Wayans,Keenen Ivory Wayans,1988,1,3.343352333,330
22000000,Zacharias-Buhai Productions,USA,Bud S. Smith,Comedy,17550399,Johnny Be Good,R,25.03.1988 00:00,Anthony Michael Hall,Steve Zacharias,1988,0,-0.202254591,-20
1100000,Shapiro-Glickenhaus Entertainment,USA,William Lustig,Action,671382,Maniac Cop,R,13.05.1988 00:00,Tom Atkins,Larry Cohen,1988,0,-0.389652727,-40
10000000,Orion Pictures,USA,Jonathan Demme,Comedy,21486757,Married to the Mob,R,19.08.1988 00:00,Michelle Pfeiffer,Barry Strugatz,1988,1,1.1486757,110
6000000,Orion Pictures,USA,Dennis Hopper,Action,46616067,Colors,R,29.04.1988 00:00,Sean Penn,Michael Schiffer,1988,1,6.7693445,680
17000000,Vision PDG,Ireland,Neil Jordan,Comedy,8578231,El Hotel de los Fantasmas,PG-13,18.11.1988 00:00,Peter O'Toole,Neil Jordan,1988,0,-0.495398176,-50
3000000,Double Play,USA,Sidney Lumet,Crime,2835116,Running on Empty,PG-13,9.09.1988 00:00,River Phoenix,Naomi Foner,1988,0,-0.054961333,-10
1200000,Blue Rider Pictures,USA,Kevin Tenney,Comedy,3109904,Night of the Demons,R,14.10.1988 00:00,Cathy Podewell,Joe Augustyn,1988,1,1.591586667,160
13000000,Mac and Me Joint Venture,USA,Stewart Raffill,Adventure,6424112,Mac and Me,PG,12.08.1988 00:00,Christine Ebersole,Stewart Raffill,1988,0,-0.505837538,-50
4500000,New Line Cinema,USA,Mick Garris,Comedy,3813293,Critters 2,PG-13,29.04.1988 00:00,Scott Grimes,David Twohy,1988,0,-0.152601556,-20
20000000,Weintraub Entertainment Group,USA,Richard Benjamin,Comedy,13854000,My Stepmother Is an Alien,PG-13,9.12.1988 00:00,Dan Aykroyd,Jerico,1988,0,-0.3073,-30
6200000,Lorimar Film Entertainment,USA,Ken Wiederhorn,Comedy,9205924,Return of the Living Dead II,R,15.01.1988 00:00,James Karen,Ken Wiederhorn,1988,1,0.484826452,50
22000000,Universal Pictures,USA,Michael Apted,Biography,24720479,Gorillas in the Mist,PG-13,7.10.1988 00:00,Sigourney Weaver,Harold T.P. Hayes,1988,1,0.123658136,10
2000000,Magellan Pictures,USA,Robert Bierman,Comedy,725131,Vampire's Kiss,R,2.06.1989 00:00,Nicolas Cage,Joseph Minion,1988,0,-0.6374345,-60
2500000,White Lair,UK,Ken Russell,Comedy,1189315,The Lair of the White Worm,R,21.10.1988 00:00,Amanda Donohoe,Ken Russell,1988,0,-0.524274,-50
7000000,Universal Pictures,USA,Wes Craven,Fantasy,19595031,The Serpent and the Rainbow,R,5.02.1988 00:00,Bill Pullman,Wade Davis,1988,1,1.799290143,180
5000000,Columbia Pictures Corporation,Sweden,Ken Annakin,Family,3569939,Las travesuras de una pelirojja,G,29.07.1988 00:00,Tami Erin,Astrid Lindgren,1988,0,-0.2860122,-30
6000000,Orion Pictures,USA,John Sayles,Drama,5680515,Eight Men Out,PG,2.09.1988 00:00,John Cusack,Eliot Asinof,1988,0,-0.0532475,-10
4700000,New Sky Communications Inc.,USA,Frank LaLoggia,Fantasy,1705139,Lady in White,PG-13,22.04.1988 00:00,Lukas Haas,Frank LaLoggia,1988,0,-0.637204468,-60
700000,Laurenfilm,Spain,Pedro Almodóvar,Comedy,7179298,Women on the Verge of a Nervous Breakdown,R,11.11.1988 00:00,Carmen Maura,Pedro Almodóvar,1988,1,9.25614,930
3000000,Spacegate Productions,USA,Don Coscarelli,Action,7282851,Phantasm II,R,8.07.1988 00:00,James Le Gros,Don Coscarelli,1988,1,1.427617,140
25000000,United Artists,Japan,James Bridges,Drama,16118077,Luces de una gran ciudad,R,1.04.1988 00:00,Michael J. Fox,Jay McInerney,1988,0,-0.35527692,-40
7000000,Orion Pictures,USA,George A. Romero,Drama,5344577,Monkey Shines,R,29.07.1988 00:00,Jason Beghe,Michael Stewart,1988,0,-0.236489,-20
19000000,Cornelius Productions,USA,George Roy Hill,Comedy,25537221,Funny Farm,PG,3.06.1988 00:00,Chevy Chase,Jay Cronley,1988,1,0.344064263,30
16000000,American Entertainment Partners II L.P.,USA,Graham Baker,Action,25216243,Alien Nation,R,7.10.1988 00:00,James Caan,Rockne S. O'Bannon,1988,1,0.576015188,60
7000000,Lorimar Film Entertainment,USA,Craig R. Baxley,Action,20257000,Action Jackson,R,12.02.1988 00:00,Carl Weathers,Robert Reneau,1988,1,1.893857143,190
22000000,Esparza,USA,Robert Redford,Comedy,13825794,The Milagro Beanfield War,R,18.03.1988 00:00,Rubén Blades,John Nichols,1988,0,-0.371554818,-40
23000000,Lucasfilm,USA,Francis Ford Coppola,Biography,19652638,Tucker: The Man and His Dream,PG,12.08.1988 00:00,Jeff Bridges,Arnold Schulman,1988,0,-0.145537478,-10
6500000,Columbia Pictures Corporation,USA,Spike Lee,Comedy,14545844,School Daze,R,12.02.1988 00:00,Laurence Fishburne,Spike Lee,1988,1,1.237822154,120
3700000,Hemdale,USA,Steve De Jarnatt,Action,1145404,Miracle Mile,R,19.05.1989 00:00,Anthony Edwards,Steve De Jarnatt,1988,0,-0.690431351,-70
17500000,Zanuck/Brown Productions,USA,Daniel Petrie,Adventure,18924919,Cocoon: The Return,PG,23.11.1988 00:00,Don Ameche,David Saperstein,1988,1,0.081423943,10
4000000,Producers Representative Organization,UK,Martin Donovan,Drama,670774,Apartment Zero,R,15.09.1989 00:00,Hart Bochner,Martin Donovan,1988,0,-0.8323065,-80
10000000,Jack Rollins & Charles H. Joffe Productions,USA,Woody Allen,Drama,1562749,Another Woman,PG,18.11.1988 00:00,Gena Rowlands,Woody Allen,1988,0,-0.8437251,-80
9000000,"Malpaso Company, The",USA,Clint Eastwood,Biography,2181286,Bird,R,30.09.1988 00:00,Forest Whitaker,Joel Oliansky,1988,0,-0.757634889,-80
15000000,Cannon Entertainment,Australia,Fred Schepisi,Drama,6908797,A Cry in the Dark,PG-13,11.11.1988 00:00,Meryl Streep,John Bryson,1988,0,-0.539413533,-50
20000000,Rastar Pictures,USA,Mike Nichols,Comedy,43184798,Biloxi Blues,PG-13,25.03.1988 00:00,Matthew Broderick,Neil Simon,1988,1,1.1592399,120
4000000,Cineplex-Odeon Films,USA,Oliver Stone,Drama,3468572,Talk Radio,R,13.01.1989 00:00,Eric Bogosian,Stephen Singular,1988,0,-0.132857,-10
20000000,"Guber-Peters Company, The",USA,Allan Arkush,Comedy,11798302,Caddyshack II,PG,22.07.1988 00:00,Jackie Mason,Brian Doyle-Murray,1988,0,-0.4100849,-40
18000000,Imagine Entertainment,USA,Ken Kwapis,Adventure,1883811,Vibes,PG,5.08.1988 00:00,Cyndi Lauper,Deborah Blum,1988,0,-0.895343833,-90
19000000,United Artists,USA,Costa-Gavras,Drama,25816139,Betrayed,R,26.08.1988 00:00,Debra Winger,Joe Eszterhas,1988,1,0.358744158,40
16000000,Abramoff Production,South Africa,Joseph Zito,Action,4192440,Escorpion rojo,R,21.04.1989 00:00,Dolph Lundgren,Robert Abramoff,1988,0,-0.7379725,-70
6000000,Aspen Film Society,USA,Paul Golding,Horror,40397,Pulse,PG-13,4.03.1988 00:00,Cliff De Young,Paul Golding,1988,0,-0.993267167,-100
14000000,Weintraub Entertainment Group,USA,David Anspaugh,Drama,6640346,Fresh Horses,PG-13,18.11.1988 00:00,Molly Ringwald,Larry Ketron,1988,0,-0.525689571,-50
5000000,Helpern / Meltzer,USA,Mark Goldblatt,Action,3588626,Dead Heat,R,29.06.1988 00:00,Treat Williams,Terry Black,1988,0,-0.2822748,-30
210000,Miracle Pictures,USA,Jim Wynorski,Comedy,107352,Not of This Earth,R,20.05.1988 00:00,Traci Lords,R.J. Robertson,1988,0,-0.4888,-50
15000000,Columbia Pictures Corporation,USA,Richard Benjamin,Drama,1733070,Little Nikita,PG,18.03.1988 00:00,Sidney Poitier,John Hill,1988,0,-0.884462,-90
15000000,Columbia Pictures Corporation,USA,David Seltzer,Comedy,21032267,Punchline,R,7.10.1988 00:00,Sally Field,David Seltzer,1988,1,0.402151133,40
8000000,Hemdale,USA,Harold Becker,Drama,784990,The Boost,R,23.12.1988 00:00,James Woods,Ben Stein,1988,0,-0.90187625,-90
20000000,Universal Pictures,USA,Paul Mazursky,Comedy,11444204,Moon Over Parador,PG-13,9.09.1988 00:00,Richard Dreyfuss,Charles G. Booth,1988,0,-0.4277898,-40
6000000,Touchstone Pictures,USA,John R. Cherry III,Comedy,28202109,Ernest Saves Christmas,PG,11.11.1988 00:00,Jim Varney,Ed Turner,1988,1,3.7003515,370
3000000,Atlantic Entertainment Group,USA,James B. Harris,Crime,1884315,Cop,R,11.03.1988 00:00,James Woods,James Ellroy,1988,0,-0.371895,-40
4000000,Warner Bros.,USA,Joan Micklin Silver,Comedy,16262415,Crossing Delancey,PG,16.09.1988 00:00,Amy Irving,Susan Sandler,1988,1,3.06560375,310
6000000,Shapiro-Glickenhaus Entertainment,USA,James Glickenhaus,Action,10068039,Shakedown,R,6.05.1988 00:00,Peter Weller,James Glickenhaus,1988,1,0.6780065,70
19000000,Orion Pictures,USA,Michael Ritchie,Comedy,11005304,The Couch Trip,R,15.01.1988 00:00,Dan Aykroyd,Ken Kolb,1988,0,-0.420773474,-40
8000000,Paramount Pictures,USA,Marisa Silver,Drama,1893139,Permanent Record,PG-13,22.04.1988 00:00,Alan Boyce,Jarre Fees,1988,0,-0.763357625,-80
6000000,TriStar Pictures,Canada,Pen Densham,Drama,1869148,The Kiss,R,14.10.1988 00:00,Joanna Pacula,Tom Ropelewski,1988,0,-0.688475333,-70
14000000,Touchstone Pictures,USA,Leonard Nimoy,Drama,4764606,The Good Mother,R,4.11.1988 00:00,Diane Keaton,Michael Bortman,1988,0,-0.659671,-70
19000000,Cecchi Gori Group Tiger Cinematografica,USA,Blake Edwards,Crime,4594452,Sunset,R,29.04.1988 00:00,Bruce Willis,Rod Amateau,1988,0,-0.758186737,-80
1000000,Cinema Group,USA,Rowdy Herrington,Crime,492519,Jack's Back,R,6.05.1988 00:00,James Spader,Rowdy Herrington,1988,0,-0.507481,-50
5000000,HandMade Films,UK,Nicolas Roeg,Drama,429028,Track 29,R,12.07.1988 00:00,Theresa Russell,Dennis Potter,1988,0,-0.9141944,-90
4000000,No Frills Film Production,USA,Andrew Fleming,Horror,9797098,Bad Dreams,R,8.04.1988 00:00,Jennifer Rubin,Andrew Fleming,1988,1,1.4492745,140
13000000,Silver Screen Partners III,USA,Chris Columbus,Comedy,5509417,Heartbreak Hotel,PG-13,30.09.1988 00:00,David Keith,Chris Columbus,1988,0,-0.576198692,-60
18000000,TriStar Pictures,USA,Ted Kotcheff,Comedy,9129999,Switching Channels,PG,4.03.1988 00:00,Kathleen Turner,Ben Hecht,1988,0,-0.492777833,-50
14000000,Orion Pictures,USA,Peter Yates,Thriller,459824,The House on Carroll Street,PG,4.03.1988 00:00,Kelly McGillis,Walter Bernstein,1988,0,-0.967155429,-100
13000000,Crescent Moon,USA,Peter Bogdanovich,Comedy,259019,Illegally Yours,PG,13.05.1988 00:00,Rob Lowe,Michael Kaplan,1988,0,-0.980075462,-100
5000000,Cinetel Films,USA,Steve Carver,Action,807947,Bulletproof,R,4.03.1988 00:00,Gary Busey,T.L. Lankford,1988,0,-0.8384106,-80
