,budget,company,country,director,genre,gross,name,released,runtime,votes,writer,year,isprofit,profitability_ratio,profitability_ratio_bucket,id,imdb_id,original_title,popularity,tagline,title,genres_edited,production_countries_edited,year_released,budget_norm,runtime_norm,votes_norm,popularity_norm
1274,60000000,Paramount Pictures,USA,Other,Action,31186896,The Core,28.03.2003 00:00,135,81258,Cooper Layne,2003,0,-0.4802184,-50,9341,tt0298814,The Core,11.664861,Earth has a deadline.,The Core,"Action, Thriller, Adventure, Science Fiction","US, CA, DE",2003,1.2956270128013223,2.1405860425679757,0.3873619218475907,1.0290673376331887
1275,48000000,Dimension Films,USA,Other,Comedy,110003217,Scary Movie 3,24.10.2003 00:00,84,118792,Craig Mazin,2003,1,1.291733688,130,4256,tt0306047,Scary Movie 3,11.142209,Great trilogies come in threes.,Scary Movie 3,Comedy,US,2003,0.7819339940584275,-1.4810508798873183,1.0101849435726287,0.8828321231575056
1276,65000000,Other,USA,Other,Drama,63860942,Mona Lisa Smile,19.12.2003 00:00,117,65841,Lawrence Konner,2003,0,-0.017523969,0,11820,tt0304415,Mona Lisa Smile,10.527191,"In a world that told them how to think, she showed them how to live.",Mona Lisa Smile,"Drama, Romance",US,2003,1.509665770610862,0.8623612464072836,0.13153886739203288,0.7107533993864201
1277,10000000,Other,USA,Other,Drama,365734,The Brown Bunny,14.11.2003 00:00,93,12152,Vincent Gallo,2003,0,-0.9634266,-100,12703,tt0330099,The Brown Bunny,4.735377,"I'm not going to be okay, Bud.",The Brown Bunny,Drama,"FR, JP, US",2003,-0.8447605652940733,-0.8419384818069724,-0.7593532627671711,-0.9097649617664353
1278,75000000,Other,USA,Other,Comedy,135645823,Anger Management,11.04.2003 00:00,106,180365,David Dorfman,2003,1,0.808610973,80,9506,tt0305224,Anger Management,9.409379,Feel the Love.,Anger Management,Comedy,US,2003,1.9377432862299413,0.08122387097574965,2.031900772332573,0.39799562257987964
1279,35000000,Fox 2000 Pictures,USA,Other,Comedy,20298207,Down with Love,16.05.2003 00:00,101,34946,Eve Ahlert,2003,0,-0.420051229,-40,10720,tt0309530,Down with Love,9.392508,The ultimate catch has met his match,Down with Love,"Action, Comedy, Romance, Thriller","DE, US",2003,0.2254332237536246,-0.27383857240222037,-0.38111944923276186,0.39327520765098
1280,30000000,Miramax,Other,Other,Drama,5381227,The Human Stain,31.10.2003 00:00,106,26598,Philip Roth,2003,0,-0.820625767,-80,10922,tt0308383,The Human Stain,8.408429,How far would you go to escape the past?,The Human Stain,"Drama, Thriller, Romance","FR, DE, US",2003,0.011394465944085023,0.08122387097574965,-0.5196425638850936,0.11793520392763185
1281,18000000,Touchstone Pictures,USA,Other,Comedy,43610723,Under the Tuscan Sun,26.09.2003 00:00,113,39134,Frances Mayes,2003,1,1.422817944,140,10934,tt0328589,Under the Tuscan Sun,8.508008,Life offers you a thousand chances ... all you have to do is take one.,Under the Tuscan Sun,Romance,"IT, US",2003,-0.50229855279881,0.5783112917049077,-0.31162558193952217,0.14579687177215184
1282,70000000,Other,USA,Other,Action,43734876,Tears of the Sun,7.03.2003 00:00,121,99418,Alex Lasker,2003,0,-0.375216057,-40,9567,tt0314353,Tears of the Sun,10.614987,He was trained to follow orders. He became a hero by defying them.,Tears of the Sun,"Action, Drama, War",US,2003,1.7237045284204018,1.1464112011096597,0.6887011362805499,0.7353182472968977
1283,20000000,Warner Bros.,USA,Other,Comedy,35990505,What a Girl Wants,4.04.2003 00:00,105,51247,William Douglas-Home,2003,1,0.79952525,80,10735,tt0286788,What a Girl Wants,6.743151,Trying to fit in. Born to stand out.,What a Girl Wants,Comedy,US,2003,-0.4166830496749941,0.010211382300155654,-0.11062767971339695,-0.3480006109006593
1284,60000000,Other,USA,Ron Howard,Adventure,26900336,The Missing,26.11.2003 00:00,137,29091,Thomas Eidson,2003,0,-0.551661067,-60,12146,tt0338188,The Missing,8.975439,"How far would you go, how much would you sacrifice to get back what you have lost?",The Missing,"Thriller, Western, Adventure",US,2003,1.2956270128013223,2.282611019919164,-0.47827479617686847,0.2765815478808873
1285,80000000,Columbia Pictures Corporation,USA,Other,Comedy,124728738,Something's Gotta Give,12.12.2003 00:00,128,96603,Nancy Meyers,2003,1,0.559109225,60,6964,tt0337741,Something's Gotta Give,8.524847,Schmucks are people too.,Something's Gotta Give,"Drama, Comedy, Romance",US,2003,2.151782044039481,1.6434986218388177,0.6419902393296258,0.15050833327341062
1286,40000000,Columbia Pictures Corporation,USA,Other,Horror,59694580,Gothika,21.11.2003 00:00,98,94370,Sebastian Gutierrez,2003,1,0.4923645,50,4970,tt0348836,Gothika,10.939066,Because someone is dead doesn't mean they're gone.,Gothika,"Horror, Thriller",US,2003,0.43947198156316414,-0.48687603842900234,0.604936799581344,0.825993805932596
1287,80000000,Columbia Pictures Corporation,USA,Other,Action,116934650,S.W.A.T.,8.08.2003 00:00,117,125305,Robert Hamner,2003,1,0.461683125,50,9257,tt0257076,S.W.A.T.,13.334952,You're either S.W.A.T. or you're not.,S.W.A.T.,"Action, Thriller, Crime",US,2003,2.151782044039481,0.8623612464072836,1.1182588589692068,1.4963498039375507
1288,35000000,Universal Pictures,Other,Other,Action,28082366,Johnny English,18.07.2003 00:00,100,121464,Neal Purvis,2003,0,-0.197646686,-20,9486,tt0274166,Johnny English,8.739991,"He knows no fear, he knows no danger, he knows nothing.",Johnny English,"Adventure, Action, Comedy","FR, GB",2003,0.2254332237536246,-0.3448510610778144,1.0545229601455839,0.21070446565816445
1289,26000000,Metro-Goldwyn-Mayer (MGM),USA,Other,Action,47811138,Agent Cody Banks,14.03.2003 00:00,102,28662,Ashley Miller,2003,1,0.838889923,80,10923,tt0313911,Agent Cody Banks,10.445141,Save the world. Get the girl. Pass math.,Agent Cody Banks,Action,"CA, US",2003,-0.15983654030354663,-0.20282608372662636,-0.48539343731077483,0.6877962513266598
1290,90000000,Walt Disney Pictures,USA,Other,Comedy,75847266,The Haunted Mansion,26.11.2003 00:00,100,34691,David Berenbaum,2003,0,-0.1572526,-20,10756,tt0338094,The Haunted Mansion,11.605735,Check your pulse at the door... if you have one.,The Haunted Mansion,"Thriller, Fantasy, Comedy, Family, Mystery",US,2003,2.57985955965856,-0.3448510610778144,-0.3853508093473216,1.0125242012994726
1291,23000000,Columbia Pictures Corporation,USA,Other,Comedy,60060328,Bad Santa,26.11.2003 00:00,91,118278,Glenn Ficarra,2003,1,1.611318609,160,10147,tt0307987,Bad Santa,10.930143,He doesn't care if you're naughty or nice.,Bad Santa,"Drama, Comedy, Crime","DE, US",2003,-0.28825979498927035,-0.9839634591581604,1.0016558490672023,0.8234971985939333
1292,30000000,Miramax,USA,Other,Comedy,15589458,View from the Top,21.03.2003 00:00,87,22332,Eric Wald,2003,0,-0.4803514,-50,11523,tt0264150,View from the Top,5.506354,Prepare for her arrival.,View from the Top,"Comedy, Romance",US,2003,0.011394465944085023,-1.2680134138605363,-0.5904307295663161,-0.694049749826524
1293,60000000,Paramount Pictures,USA,Other,Action,53790451,Paycheck,25.12.2003 00:00,119,93707,Philip K. Dick,2003,0,-0.103492483,-10,9620,tt0338337,Paycheck,12.571789,Remember the future.,Paycheck,"Action, Adventure, Mystery, Science Fiction, Thriller","CA, US",2003,1.2956270128013223,1.0043862237584718,0.5939352632834888,1.282820907109632
1294,62000000,Warner Bros.,USA,Ridley Scott,Comedy,36906460,Matchstick Men,12.09.2003 00:00,116,111886,Eric Garcia,2003,0,-0.404734516,-40,7270,tt0325805,Matchstick Men,5.539265,Lie. Cheat. Steal. Rinse. Repeat.,Matchstick Men,"Comedy, Drama, Crime, Thriller",US,2003,1.3812425159251382,0.7913487577316897,0.8955897555289053,-0.6848414292927669
1295,60000000,Other,USA,Other,Comedy,104297061,Daddy Day Care,9.05.2003 00:00,92,53301,Geoff Rodkey,2003,1,0.73828435,70,10708,tt0317303,Daddy Day Care,6.504927,Who's your daddy?,Daddy Day Care,"Comedy, Family",US,2003,1.2956270128013223,-0.9129509704825663,-0.0765444888298453,-0.4146544029712053
1296,46000000,Touchstone Pictures,USA,Other,Action,52802140,The Recruit,31.01.2003 00:00,115,118822,Roger Towne,2003,1,0.147872609,10,1647,tt0292506,The Recruit,11.485473,Trust. Betrayal. Deception. In the C.I.A. nothing is what it seems.,The Recruit,"Action, Thriller",US,2003,0.6963184909346116,0.7203362690560957,1.0106827506449299,0.9788755414583654
1297,36000000,Other,USA,Other,Action,26183197,A Man Apart,4.04.2003 00:00,109,40381,Christian Gudegast,2003,0,-0.272688972,-30,8409,tt0266465,A Man Apart,17.714247,Love changes a man. Revenge tears him apart.,A Man Apart,"Action, Drama","DE, US",2003,0.2682409753155325,0.29426133700253165,-0.2909334013008713,2.7216529570437955
1298,33000000,Touchstone Pictures,USA,Other,Comedy,132716677,Bringing Down the House,7.03.2003 00:00,105,31366,Jason Filardi,2003,1,3.021717485,300,10678,tt0305669,Bringing Down the House,5.762343,"Everything he needed to know about life, she learned in prison.",Bringing Down the House,Comedy,US,2003,0.13981772062980877,0.010211382300155654,-0.44052442652736507,-0.6224254064423685
1299,80000000,Paramount Pictures,USA,Richard Donner,Action,19481943,Timeline,26.11.2003 00:00,116,55054,Michael Crichton,2003,0,-0.756475713,-80,9562,tt0300556,Timeline,6.982762,They had to travel into the past to save the future,Timeline,"Action, Adventure, Science Fiction",US,2003,2.151782044039481,0.7913487577316897,-0.047455962238381784,-0.28095874370081536
1300,80000000,Warner Bros.,Other,Other,Animation,20991364,Looney Tunes: Back in Action,14.11.2003 00:00,100,26853,Larry Doyle,2003,0,-0.73760795,-70,10715,tt0318155,Looney Tunes: Back in Action,13.666488,Real life has never been so animated.,Looney Tunes: Back in Action,"Animation, Comedy, Family","DE, US",2003,2.151782044039481,-0.3448510610778144,-0.5154112037705338,1.5891117910081252
1301,60000000,Other,USA,Other,Drama,49443628,Runaway Jury,17.10.2003 00:00,127,80544,John Grisham,2003,0,-0.175939533,-20,11329,tt0313542,Runaway Jury,8.810961,Trials are too important to be decided by juries.,Runaway Jury,"Drama, Thriller",US,2003,1.2956270128013223,1.5724861331632236,0.3755141135268235,0.23056148939736248
1302,55000000,Twentieth Century Fox Film Corporation,USA,Other,Comedy,33832741,Stuck on You,12.12.2003 00:00,118,46442,Charles B. Wessler,2003,0,-0.384859255,-40,1792,tt0338466,Stuck on You,6.96675,"Whatever happens to the boys, one thing is certain. Nothing will ever come between them.",Stuck on You,Comedy,US,2003,1.0815882549917828,0.9333737350828777,-0.1903597791269635,-0.28543881505648727
1303,60000000,Castle Rock Entertainment,USA,Other,Action,66934963,Kangaroo Jack,17.01.2003 00:00,89,25060,Steve Bing,2003,1,0.115582717,10,10628,tt0257568,Kangaroo Jack,6.538007,He stole the money... And he's not giving it back.,Kangaroo Jack,"Comedy, Adventure, Crime","AU, US",2003,1.2956270128013223,-1.1259884365093484,-0.5451634731250655,-0.40539879714772126
1304,60000000,Universal Pictures,USA,Other,Comedy,35327628,Intolerable Cruelty,10.10.2003 00:00,100,80789,Robert Ramsey,2003,0,-0.4112062,-40,11775,tt0138524,Intolerable Cruelty,13.469862,They can't keep their hands off each others assets.,Intolerable Cruelty,"Crime, Comedy, Romance",US,2003,1.2956270128013223,-0.3448510610778144,0.3795795379506162,1.534096895281149
1305,54000000,Other,USA,Other,Comedy,6068735,Gigli,1.08.2003 00:00,121,42890,Martin Brest,2003,0,-0.887616019,-90,8046,tt0299930,Gigli,11.415316,Life doesn't play by the rules.,Gigli,Drama,US,2003,1.038780503429875,1.1464112011096597,-0.24930013648741894,0.9592459907401619
1306,12000000,Other,Other,Other,Mystery,4750602,In the Cut,31.10.2003 00:00,119,19446,Jane Campion,2003,0,-0.6041165,-60,10944,tt0199626,In the Cut,5.799628,Everything you know about desire is dead wrong.,In the Cut,"Mystery, Thriller","AU, US",2003,-0.7591450621702575,1.0043862237584718,-0.6383197699216863,-0.6119932642679852
1307,19000000,New Line Cinema,USA,Other,Comedy,26276465,Dumb and Dumberer: When Harry Met Lloyd,13.06.2003 00:00,85,32064,Peter Farrelly,2003,1,0.382971842,40,10152,tt0329028,Dumb and Dumberer: When Harry Met Lloyd,9.280038,The evolution of dumb...,Dumb and Dumberer: When Harry Met Lloyd,Comedy,US,2003,-0.459490801236902,-1.4100383912117245,-0.4289421153118251,0.36180670744036175
1308,18000000,Twentieth Century Fox Film Corporation,USA,Other,Comedy,56127162,Just Married,10.01.2003 00:00,95,60573,Sam Harper,2003,1,2.118175667,210,12090,tt0305711,Just Married,6.001152,Welcome to the honeymoon from hell.,Just Married,Comedy,"DE, US",2003,-0.50229855279881,-0.6999135044557844,0.044123945495952,-0.5556079345227676
1309,50000000,Touchstone Pictures,USA,Other,Action,60476872,Shanghai Knights,7.02.2003 00:00,114,87352,Alfred Gough,2003,1,0.20953744,20,6038,tt0300471,Shanghai Knights,7.469778,A Royal Kick In The Arse.,Shanghai Knights,"Action, Adventure, Comedy, Western","HK, US",2003,0.8675494971822433,0.6493237803805016,0.48848313180102976,-0.14469429008141074
1310,45000000,Metro-Goldwyn-Mayer (MGM),USA,Other,Comedy,90186328,"Legally Blonde 2: Red, White & Blonde",2.07.2003 00:00,95,50536,Amanda Brown,2003,1,1.004140622,100,10327,tt0333780,"Legally Blonde 2: Red, White & Blonde",7.288046,Bigger. Bolder. Blonder.,"Legally Blonde 2: Red, White & Blonde",Comedy,US,2003,0.6535107393727038,-0.6999135044557844,-0.12242570732693406,-0.1955419248309091
1311,87000000,Universal Pictures,USA,Other,Drama,120277854,Seabiscuit,25.07.2003 00:00,140,59979,Laura Hillenbrand,2003,1,0.382504069,40,4464,tt0329575,Seabiscuit,7.851669,The hopes of a nation rode on a long shot.,Seabiscuit,"Drama, History",US,2003,2.451436304972836,2.495648485945946,0.03426736546438935,-0.03784324523448959
1312,20000000,Metro-Goldwyn-Mayer (MGM),USA,Other,Comedy,36922190,Uptown Girls,15.08.2003 00:00,92,30845,Julia Dahl,2003,1,0.8461095,80,14926,tt0263757,Uptown Girls,5.555088,They're about to teach each other how to act their age.,Uptown Girls,Comedy,US,2003,-0.4166830496749941,-0.9129509704825663,-0.44916967601632823,-0.6804142391190976
1313,7000000,Other,Other,Other,Action,10249719,House of the Dead,10.10.2003 00:00,90,33277,Mark A. Altman,2003,1,0.464245571,50,11059,tt0317676,House of the Dead,5.701278,You won't last the night.,House of the Dead,"Horror, Action, Thriller","CA, DE, US",2003,-0.973183819979797,-1.0549759478337544,-0.4088141160217822,-0.6395110645321828
1314,30000000,Warner Bros.,USA,Other,Action,34604054,Cradle 2 the Grave,28.02.2003 00:00,101,36878,John O'Brien,2003,1,0.153468467,20,10623,tt0306685,Cradle 2 the Grave,8.364587,Mortal enemies make dangerous friends.,Cradle 2 the Grave,"Action, Crime, Drama",US,2003,0.011394465944085023,-0.27383857240222037,-0.3490606737765682,0.1056684484707641
1315,35000000,Other,USA,Other,Biography,52277485,Radio,24.10.2003 00:00,109,33842,Mike Rich,2003,1,0.493642429,50,13920,tt0316465,Radio,5.81647,His courage made them champions.,Radio,Drama,US,2003,0.2254332237536246,0.29426133700253165,-0.39943874949344393,-0.6072809633828851
1316,20000000,Metro-Goldwyn-Mayer (MGM),USA,Other,Comedy,15408822,A Guy Thing,17.01.2003 00:00,101,14915,Greg Glienna,2003,0,-0.2295589,-20,9582,tt0295289,A Guy Thing,4.444724,Boy meets girl. Boy meets girl's cousin.,A Guy Thing,"Comedy, Romance",US,2003,-0.4166830496749941,-0.27383857240222037,-0.7135052314082356,-0.991088105642285
1317,12000000,Other,USA,Other,Comedy,4922166,From Justin to Kelly,20.06.2003 00:00,81,23990,Kim Fuller,2003,0,-0.5898195,-60,31246,tt0339034,From Justin to Kelly,1.695369,The tale of two American Idols.,From Justin to Kelly,"Comedy, Romance",US,2003,-0.7591450621702575,-1.6940883459141003,-0.5629185920371397,-1.7603428259816136
1318,5000000,Other,USA,Other,Biography,728253,Party Monster,17.10.2003 00:00,98,13310,Fenton Bailey,2003,0,-0.8543494,-90,1415,tt0320244,Party Monster,3.007842,'Til death do they party...,Party Monster,"Comedy, Drama, Crime","NL, US",2003,-1.0587993231036128,-0.48687603842900234,-0.7401379097763469,-1.3931199498641536
1319,18000000,DreamWorks,USA,Woody Allen,Comedy,3203044,Anything Else,19.09.2003 00:00,108,26603,Woody Allen,2003,0,-0.822053111,-80,10739,tt0313792,Anything Else,11.10416,In any relationship one person always does the heavy lifting.,Anything Else,"Comedy, Romance","GB, NL, FR",2003,-0.50229855279881,0.22324884832693767,-0.51955959603971,0.8721862178982028
1320,52000000,Metro-Goldwyn-Mayer (MGM),USA,Other,Action,23020488,Bulletproof Monk,16.04.2003 00:00,104,43940,Ethan Reiff,2003,0,-0.557298308,-60,11817,tt0245803,Bulletproof Monk,7.963481,A power beyond measure requires a protector without equal.,Bulletproof Monk,"Action, Comedy, Fantasy",US,2003,0.9531650003060591,-0.06080110637543835,-0.2318768889568789,-0.006558849879731588
1321,25000000,Other,USA,Other,Animation,39399750,Rugrats Go Wild,13.06.2003 00:00,100,6205,Kate Boutilier,2003,1,0.57599,60,20694,tt0337711,Rugrats Go Wild,9.599034,The Family Vacation Goes Overboard,Rugrats Go Wild,"Animation, Family",US,2003,-0.20264429186545455,-0.3448510610778144,-0.8580352180663344,0.45106007005427107
1322,17000000,Paramount Pictures,USA,Other,Comedy,22734486,Dickie Roberts: Former Child Star,5.09.2003 00:00,98,12287,Fred Wolf,2003,1,0.337322706,30,13778,tt0325258,Dickie Roberts: Former Child Star,6.957601,50 million people used to watch him on TV. Now he washes their cars.,Dickie Roberts: Former Child Star,Comedy,US,2003,-0.5451063043607178,-0.48687603842900234,-0.7571131309418159,-0.28799865597786134
1323,2500000,Other,USA,Other,Drama,548712,All the Real Girls,1.08.2003 00:00,108,9474,David Gordon Green,2003,0,-0.7805152,-80,13132,tt0299458,All the Real Girls,5.289742,Love is a puzzle. These are the pieces.,All the Real Girls,"Drama, Romance",US,2003,-1.1658187020083826,0.22324884832693767,-0.8037908407545865,-0.7546566207042907
1324,10000000,Touchstone Pictures,Other,Other,Comedy,31041759,Calendar Girls,1.01.2004 00:00,108,20538,Juliette Towhidi,2003,1,2.1041759,210,8696,tt0337909,Calendar Girls,5.109575,Some ladies will do anything for a good cause.,Calendar Girls,Comedy,GB,2004,-0.8447605652940733,0.22324884832693767,-0.6201995924899246,-0.8050663768832403
1325,8000000,Other,Other,Other,Drama,1174139,I Capture the Castle,8.08.2003 00:00,113,6060,Dodie Smith,2003,0,-0.853232625,-90,17920,tt0300015,I Capture the Castle,2.625315,You can't choose who you fall in love with,I Capture the Castle,"Drama, Romance",GB,2003,-0.9303760684178891,0.5783112917049077,-0.8604412855824567,-1.5001489440854319
1326,15000000,Other,USA,Other,Crime,12212417,Confidence,25.04.2003 00:00,97,31315,Doug Jung,2003,0,-0.185838867,-20,10743,tt0310910,Confidence,6.959638,It's not about the money. It's about the money.,Confidence,"Action, Comedy, Thriller, Crime","CA, DE, US",2003,-0.6307218074845337,-0.5578885271045964,-0.441370698550277,-0.28742871434961365
1327,3200000,Other,USA,Other,Crime,8243880,The Cooler,16.01.2004 00:00,101,29549,Frank Hannah,2003,1,1.5762125,160,10744,tt0318374,The Cooler,10.694443,When your life depends on losing... the last thing you need is lady luck.,The Cooler,"Drama, Romance",US,2004,-1.135853275915047,-0.27383857240222037,-0.47067494153973766,0.7575496081285408
1328,17000000,Touchstone Pictures,Other,Joel Schumacher,Biography,1571504,Veronica Guerin,17.10.2003 00:00,98,17055,Carol Doyle,2003,0,-0.907558588,-90,10629,tt0312549,Veronica Guerin,9.548519,Why would anyone want to kill Veronica Guerin?,Veronica Guerin,"Drama, Crime, Thriller","IE, GB, US",2003,-0.5451063043607178,-0.48687603842900234,-0.6779949935840874,0.4369262451397219
1329,4000000,Other,USA,Other,Comedy,732241,The Shape of Things,16.05.2003 00:00,96,10052,Neil LaBute,2003,0,-0.81693975,-80,22958,tt0308878,The Shape of Things,2.897666,Seduction Is An Art,The Shape of Things,"Comedy, Drama, Romance","FR, GB, US",2003,-1.1016070746655207,-0.6289010157801903,-0.7941997578282511,-1.4239466012307853
1330,850000,Other,USA,Other,Comedy,819939,Latter Days,1.07.2004 00:00,107,15271,C. Jay Cox,2003,0,-0.035365882,0,15708,tt0345551,Latter Days,3.334942,Aaron prays. Christian plays... Opposites attract.,Latter Days,"Drama, Comedy, Romance",US,2004,-1.2364514920855307,0.15223635965134366,-0.7075979208169287,-1.3015991317002589
1331,16000000,Other,USA,Other,Comedy,14108518,How to Deal,18.07.2003 00:00,100,8473,Sarah Dessen,2003,0,-0.118217625,-10,17403,tt0319524,How to Deal,3.568531,Rule #1 There are no rules.,How to Deal,"Drama, Comedy, Romance",US,2003,-0.5879140559226258,-0.3448510610778144,-0.820401003400368,-1.2362421876645329
1332,20000000,Other,USA,Other,Animation,47887943,The Jungle Book 2,14.02.2003 00:00,72,12558,Karl Geurs,2003,1,1.39439715,140,14873,tt0283426,The Jungle Book 2,10.605851,Feel the jungle beat,The Jungle Book 2,"Family, Animation, Adventure","AU, US",2003,-0.4166830496749941,-2.333200743994446,-0.7526162737220289,0.7327620437055027
1333,8000000,Other,USA,Other,Comedy,336456,The Singing Detective,14.11.2003 00:00,109,7414,Dennis Potter,2003,0,-0.957943,-100,30141,tt0314676,The Singing Detective,12.650143,"When it comes to murder, seduction and betrayal he wrote the book. Now he's living it!",The Singing Detective,"Comedy, Music, Mystery, Crime",US,2003,-0.9303760684178891,0.29426133700253165,-0.8379735930525983,1.3047439342769012
1334,17000000,Metro-Goldwyn-Mayer (MGM),USA,Other,Comedy,37566230,Good Boy!,10.10.2003 00:00,100,3591,Zeke Richardson,2003,1,1.209778235,120,21765,tt0326900,Good Boy!,6.575505,Rover is about to take over.,Good Boy!,"Comedy, Family, Science Fiction",US,2003,-0.5451063043607178,-0.3448510610778144,-0.9014108076328408,-0.3949070587206052
1335,5000000,Other,Other,Other,Comedy,896993,Intermission,16.04.2004 00:00,105,14096,Mark O'Rowe,2003,0,-0.8206014,-80,16941,tt0332658,Intermission,3.715985,Life is what happens in between.,Intermission,"Romance, Action, Comedy, Crime, Mystery, Drama","IE, GB",2004,-1.0587993231036128,0.010211382300155654,-0.7270953644820569,-1.194985352685814
1336,7500000,Other,Other,Other,Drama,197148,Code 46,17.09.2004 00:00,93,18738,Frank Cottrell Boyce,2003,0,-0.9737136,-100,2577,tt0345061,Code 46,6.101401,How do you solve a crime when the last thing you want to know is the truth?,Code 46,"Drama, Romance, Science Fiction, Thriller",GB,2004,-0.951779944198843,-0.8419384818069724,-0.6500680168279932,-0.5275588042870224
1337,6800000,Other,USA,Other,Crime,33225,Shade,9.05.2004 00:00,101,11130,Damian Nieman,2003,0,-0.995113971,-100,14576,tt0323939,Shade,5.864457,"Lie, cheat, steal... your deal!",Shade,"Action, Thriller, Crime",US,2004,-0.9817453702921786,-0.27383857240222037,-0.7763118903635633,-0.593854459251944
1338,30000000,Other,USA,Rob Reiner,Comedy,14208384,Alex & Emma,20.06.2003 00:00,100,11953,Jeremy Leven,2003,0,-0.5263872,-50,17813,tt0318283,Alex & Emma,5.236854,Is it love... or are they just imagining things?,Alex & Emma,"Comedy, Romance",US,2003,0.011394465944085023,-0.3448510610778144,-0.7626553830134353,-0.7694543982373145
1339,15000000,Other,Other,Other,Action,19067,Stander,10.10.2003 00:00,116,7443,Bima Stagg,2003,0,-0.998728867,-100,18927,tt0326208,Stander,7.839675,Good cop. Great criminal.,Stander,"Action, Crime, Drama","CA, DE, GB",2003,-0.6307218074845337,0.7913487577316897,-0.8374923795493739,-0.04119910183203713
1340,10000000,Other,Other,Other,Crime,1011054,Owning Mahowny,25.09.2003 00:00,104,11120,Gary Stephen Ross,2003,0,-0.8988946,-90,15394,tt0285861,Owning Mahowny,3.015314,To some it's a game. To others it's a habit. But to Dan Mahowny -- beating the odds is everything,Owning Mahowny,"Crime, Drama, Thriller","CA, GB",2003,-0.8447605652940733,-0.06080110637543835,-0.7764778260543304,-1.3910293245100702
1341,1000000,Other,USA,Other,Drama,279282,The Battle of Shaker Heights,22.08.2003 00:00,100,3926,Erica Beeney,2003,0,-0.720718,-70,21413,tt0357470,The Battle of Shaker Heights,10.536668,"When you're 17, every day is war.",The Battle of Shaker Heights,"Comedy, Drama, Romance",US,2003,-1.2300303293512445,-0.3448510610778144,-0.8958519619921447,0.7134050129411107
1342,66000000,Other,USA,Other,Action,59623958,Hellboy,2.04.2004 00:00,122,261530,Guillermo del Toro,2004,0,-0.096606697,-10,1487,tt0167190,Hellboy,13.206854,From the Dark Side to Our Side.,Hellboy,"Fantasy, Action, Science Fiction",US,2004,1.5524735221727701,1.2174236897852537,3.378717806443318,1.460508673502948
1343,25000000,DreamWorks,USA,Other,Comedy,17718223,EuroTrip,20.02.2004 00:00,93,171296,Alec Berg,2004,0,-0.29127108,-30,9352,tt0356150,EuroTrip,6.275468,No actual Europeans were harmed in the making of this film.,EuroTrip,Comedy,US,2004,-0.20264429186545455,-0.8419384818069724,1.8814136943759372,-0.47885579525206473
1344,37000000,Other,USA,Other,Comedy,70831760,White Chicks,23.06.2004 00:00,109,107599,Keenen Ivory Wayans,2004,1,0.914371892,90,12153,tt0381707,White Chicks,7.723341,They're going deep undercover.,White Chicks,Comedy,US,2004,0.3110487268774404,0.29426133700253165,0.8244531248970718,-0.07374872843025947
1345,50000000,Touchstone Pictures,USA,Other,Adventure,24006726,The Life Aquatic with Steve Zissou,25.12.2004 00:00,119,151463,Wes Anderson,2004,0,-0.51986548,-50,421,tt0362270,The Life Aquatic with Steve Zissou,6.936677,"The deeper you go, the weirder life gets.",The Life Aquatic with Steve Zissou,"Adventure, Comedy, Drama",US,2004,0.8675494971822433,1.0043862237584718,1.552313438877651,-0.2938530784763674
1346,27000000,Columbia Pictures,USA,Other,Drama,33987757,Closer,3.12.2004 00:00,104,177735,Patrick Marber,2004,1,0.258805815,30,2288,tt0376541,Closer,10.860952,"If you believe in love at first sight, you never stop looking.",Closer,"Drama, Romance",US,2004,-0.11702878874163872,-0.06080110637543835,1.9882596856608394,0.804137929472631
1347,37000000,Other,USA,Other,Comedy,57231747,13 Going on 30,23.04.2004 00:00,98,132486,Josh Goldsmith,2004,1,0.546803973,50,10096,tt0337563,13 Going on 30,12.632595,"For some, 13 feels like it was just yesterday. For Jenna, it was.",13 Going on 30,"Comedy, Fantasy, Romance",US,2004,0.3110487268774404,-0.48687603842900234,1.237417278509024,1.2998340983944798
1348,25000000,Miramax,USA,Other,Biography,51680613,Finding Neverland,17.12.2004 00:00,106,182038,Allan Knee,2004,1,1.06722452,110,866,tt0308644,Finding Neverland,15.529604,Where will your imagination take you?,Finding Neverland,Drama,"GB, US",2004,-0.20264429186545455,0.08122387097574965,2.0596618133979003,2.110401612635281
1349,105000000,Universal Pictures,USA,Other,Action,57761012,The Chronicles of Riddick,11.06.2004 00:00,119,193580,Jim Wheat,2004,0,-0.449895124,-40,2789,tt0296572,The Chronicles of Riddick,5.060352,All the power in the universe can't change destiny,The Chronicles of Riddick,"Action, Science Fiction",US,2004,3.221975833087179,1.0043862237584718,2.2511847876812268,-0.8188387071568002
1350,20000000,Warner Bros.,USA,Other,Comedy,51438175,A Cinderella Story,16.07.2004 00:00,95,68595,Leigh Dunlap,2004,1,1.57190875,160,11247,tt0356470,A Cinderella Story,8.385361,Once upon a time... can happen any time.,A Cinderella Story,Comedy,"CA, US",2004,-0.4166830496749941,-0.6999135044557844,0.1772375566292779,0.11148090177720461
