,budget,company,country,director,genre,gross,name,released,runtime,votes,writer,year,isprofit,profitability_ratio,profitability_ratio_bucket,id,imdb_id,original_title,popularity,tagline,title,genres_edited,production_countries_edited,year_released
1834,80000000,Paramount Pictures,USA,Richard Donner,Action,19481943,Timeline,26.11.2003 00:00,116,55054,Michael Crichton,2003,0,-0.756475713,-80,9562,tt0300556,Timeline,6.982762,They had to travel into the past to save the future,Timeline,"Action, Adventure, Science Fiction",US,2003
1835,80000000,Warner Bros.,Other,Other,Animation,20991364,Looney Tunes: Back in Action,14.11.2003 00:00,100,26853,Larry Doyle,2003,0,-0.73760795,-70,10715,tt0318155,Looney Tunes: Back in Action,13.666488,Real life has never been so animated.,Looney Tunes: Back in Action,"Animation, Comedy, Family","DE, US",2003
1836,60000000,Other,USA,Other,Drama,49443628,Runaway Jury,17.10.2003 00:00,127,80544,John Grisham,2003,0,-0.175939533,-20,11329,tt0313542,Runaway Jury,8.810961,Trials are too important to be decided by juries.,Runaway Jury,"Drama, Thriller",US,2003
1837,55000000,Twentieth Century Fox Film Corporation,USA,Other,Comedy,33832741,Stuck on You,12.12.2003 00:00,118,46442,Charles B. Wessler,2003,0,-0.384859255,-40,1792,tt0338466,Stuck on You,6.96675,"Whatever happens to the boys, one thing is certain. Nothing will ever come between them.",Stuck on You,Comedy,US,2003
1838,60000000,Castle Rock Entertainment,USA,Other,Action,66934963,Kangaroo Jack,17.01.2003 00:00,89,25060,Steve Bing,2003,1,0.115582717,10,10628,tt0257568,Kangaroo Jack,6.538007,He stole the money... And he's not giving it back.,Kangaroo Jack,"Comedy, Adventure, Crime","AU, US",2003
1839,60000000,Universal Pictures,USA,Other,Comedy,35327628,Intolerable Cruelty,10.10.2003 00:00,100,80789,Robert Ramsey,2003,0,-0.4112062,-40,11775,tt0138524,Intolerable Cruelty,13.469862,They can't keep their hands off each others assets.,Intolerable Cruelty,"Crime, Comedy, Romance",US,2003
1840,54000000,Other,USA,Other,Comedy,6068735,Gigli,1.08.2003 00:00,121,42890,Martin Brest,2003,0,-0.887616019,-90,8046,tt0299930,Gigli,11.415316,Life doesn't play by the rules.,Gigli,Drama,US,2003
1841,12000000,Other,Other,Other,Mystery,4750602,In the Cut,31.10.2003 00:00,119,19446,Jane Campion,2003,0,-0.6041165,-60,10944,tt0199626,In the Cut,5.799628,Everything you know about desire is dead wrong.,In the Cut,"Mystery, Thriller","AU, US",2003
1842,19000000,New Line Cinema,USA,Other,Comedy,26276465,Dumb and Dumberer: When Harry Met Lloyd,13.06.2003 00:00,85,32064,Peter Farrelly,2003,1,0.382971842,40,10152,tt0329028,Dumb and Dumberer: When Harry Met Lloyd,9.280038,The evolution of dumb...,Dumb and Dumberer: When Harry Met Lloyd,Comedy,US,2003
1843,18000000,Twentieth Century Fox Film Corporation,USA,Other,Comedy,56127162,Just Married,10.01.2003 00:00,95,60573,Sam Harper,2003,1,2.118175667,210,12090,tt0305711,Just Married,6.001152,Welcome to the honeymoon from hell.,Just Married,Comedy,"DE, US",2003
1844,50000000,Touchstone Pictures,USA,Other,Action,60476872,Shanghai Knights,7.02.2003 00:00,114,87352,Alfred Gough,2003,1,0.20953744,20,6038,tt0300471,Shanghai Knights,7.469778,A Royal Kick In The Arse.,Shanghai Knights,"Action, Adventure, Comedy, Western","HK, US",2003
1845,45000000,Metro-Goldwyn-Mayer (MGM),USA,Other,Comedy,90186328,"Legally Blonde 2: Red, White & Blonde",2.07.2003 00:00,95,50536,Amanda Brown,2003,1,1.004140622,100,10327,tt0333780,"Legally Blonde 2: Red, White & Blonde",7.288046,Bigger. Bolder. Blonder.,"Legally Blonde 2: Red, White & Blonde",Comedy,US,2003
1846,87000000,Universal Pictures,USA,Other,Drama,120277854,Seabiscuit,25.07.2003 00:00,140,59979,Laura Hillenbrand,2003,1,0.382504069,40,4464,tt0329575,Seabiscuit,7.851669,The hopes of a nation rode on a long shot.,Seabiscuit,"Drama, History",US,2003
1847,20000000,Metro-Goldwyn-Mayer (MGM),USA,Other,Comedy,36922190,Uptown Girls,15.08.2003 00:00,92,30845,Julia Dahl,2003,1,0.8461095,80,14926,tt0263757,Uptown Girls,5.555088,They're about to teach each other how to act their age.,Uptown Girls,Comedy,US,2003
1848,500000,Other,USA,Other,Comedy,5739376,The Station Agent,5.12.2003 00:00,89,61005,Tom McCarthy,2003,1,10.478752,1050,2056,tt0340377,The Station Agent,5.85469,Loneliness is much better when you have got someone to share it with.,The Station Agent,"Drama, Comedy",US,2003
1849,7000000,Other,Other,Other,Action,10249719,House of the Dead,10.10.2003 00:00,90,33277,Mark A. Altman,2003,1,0.464245571,50,11059,tt0317676,House of the Dead,5.701278,You won't last the night.,House of the Dead,"Horror, Action, Thriller","CA, DE, US",2003
1850,30000000,Warner Bros.,USA,Other,Action,34604054,Cradle 2 the Grave,28.02.2003 00:00,101,36878,John O'Brien,2003,1,0.153468467,20,10623,tt0306685,Cradle 2 the Grave,8.364587,Mortal enemies make dangerous friends.,Cradle 2 the Grave,"Action, Crime, Drama",US,2003
1851,35000000,Other,USA,Other,Biography,52277485,Radio,24.10.2003 00:00,109,33842,Mike Rich,2003,1,0.493642429,50,13920,tt0316465,Radio,5.81647,His courage made them champions.,Radio,Drama,US,2003
1852,41000000,Other,Other,Other,Action,22108977,The Medallion,22.08.2003 00:00,88,32750,Alfred Cheung,2003,0,-0.460756659,-50,10610,tt0288045,The Medallion,9.885859,,The Medallion,"Thriller, Fantasy, Action, Comedy","HK, US",2003
1853,56000000,Other,USA,Other,Biography,12870569,Gods and Generals,21.02.2003 00:00,219,13829,Jeff Shaara,2003,0,-0.770168411,-80,16072,tt0279111,Gods and Generals,5.374563,The nations heart was touched by...,Gods and Generals,"Drama, History, War",US,2003
1854,20000000,Metro-Goldwyn-Mayer (MGM),USA,Other,Comedy,15408822,A Guy Thing,17.01.2003 00:00,101,14915,Greg Glienna,2003,0,-0.2295589,-20,9582,tt0295289,A Guy Thing,4.444724,Boy meets girl. Boy meets girl's cousin.,A Guy Thing,"Comedy, Romance",US,2003
1855,12000000,Other,USA,Other,Comedy,4922166,From Justin to Kelly,20.06.2003 00:00,81,23990,Kim Fuller,2003,0,-0.5898195,-60,31246,tt0339034,From Justin to Kelly,1.695369,The tale of two American Idols.,From Justin to Kelly,"Comedy, Romance",US,2003
1856,5000000,Other,USA,Other,Biography,728253,Party Monster,17.10.2003 00:00,98,13310,Fenton Bailey,2003,0,-0.8543494,-90,1415,tt0320244,Party Monster,3.007842,'Til death do they party...,Party Monster,"Comedy, Drama, Crime","NL, US",2003
1857,5000000,Other,USA,Other,Biography,728253,Party Monster,17.10.2003 00:00,98,13310,Fenton Bailey,2003,0,-0.8543494,-90,34424,tt0141716,Party Monster,0.626864,He came. He partied. He killed.,Party Monster: The Shockumentary,Documentary,,2003
1858,18000000,DreamWorks,USA,Woody Allen,Comedy,3203044,Anything Else,19.09.2003 00:00,108,26603,Woody Allen,2003,0,-0.822053111,-80,10739,tt0313792,Anything Else,11.10416,In any relationship one person always does the heavy lifting.,Anything Else,"Comedy, Romance","GB, NL, FR",2003
1859,52000000,Metro-Goldwyn-Mayer (MGM),USA,Other,Action,23020488,Bulletproof Monk,16.04.2003 00:00,104,43940,Ethan Reiff,2003,0,-0.557298308,-60,11817,tt0245803,Bulletproof Monk,7.963481,A power beyond measure requires a protector without equal.,Bulletproof Monk,"Action, Comedy, Fantasy",US,2003
1860,25000000,Other,USA,Other,Animation,39399750,Rugrats Go Wild,13.06.2003 00:00,100,6205,Kate Boutilier,2003,1,0.57599,60,20694,tt0337711,Rugrats Go Wild,9.599034,The Family Vacation Goes Overboard,Rugrats Go Wild,"Animation, Family",US,2003
1861,35200000,DreamWorks,USA,Other,Comedy,37788228,Head of State,28.03.2003 00:00,95,15690,Chris Rock,2003,1,0.073529205,10,9776,tt0325537,Head of State,3.363245,,Head of State,Comedy,US,2003
1862,17000000,Paramount Pictures,USA,Other,Comedy,22734486,Dickie Roberts: Former Child Star,5.09.2003 00:00,98,12287,Fred Wolf,2003,1,0.337322706,30,13778,tt0325258,Dickie Roberts: Former Child Star,6.957601,50 million people used to watch him on TV. Now he washes their cars.,Dickie Roberts: Former Child Star,Comedy,US,2003
1863,2500000,Other,USA,Other,Drama,548712,All the Real Girls,1.08.2003 00:00,108,9474,David Gordon Green,2003,0,-0.7805152,-80,13132,tt0299458,All the Real Girls,5.289742,Love is a puzzle. These are the pieces.,All the Real Girls,"Drama, Romance",US,2003
1864,40000000,Miramax,Other,Other,Comedy,9692135,Duplex,26.09.2003 00:00,89,48829,Larry Doyle,2003,0,-0.757696625,-80,7288,tt0266489,Duplex,12.160363,,Duplex,"Action, Comedy, Thriller","DE, US",2003
1865,780000,Other,USA,Other,Action,1310470,Saints and Soldiers,25.03.2005 00:00,90,18516,Geoffrey Panos,2003,1,0.680089744,70,10105,tt0373283,Saints and Soldiers,7.975389,,Saints and Soldiers,"Action, Adventure, Drama, History, War",US,2005
1866,10000000,Touchstone Pictures,Other,Other,Comedy,31041759,Calendar Girls,1.01.2004 00:00,108,20538,Juliette Towhidi,2003,1,2.1041759,210,8696,tt0337909,Calendar Girls,5.109575,Some ladies will do anything for a good cause.,Calendar Girls,Comedy,GB,2004
1867,8000000,Other,Other,Other,Drama,1174139,I Capture the Castle,8.08.2003 00:00,113,6060,Dodie Smith,2003,0,-0.853232625,-90,17920,tt0300015,I Capture the Castle,2.625315,You can't choose who you fall in love with,I Capture the Castle,"Drama, Romance",GB,2003
1868,15000000,Other,USA,Other,Crime,12212417,Confidence,25.04.2003 00:00,97,31315,Doug Jung,2003,0,-0.185838867,-20,10743,tt0310910,Confidence,6.959638,It's not about the money. It's about the money.,Confidence,"Action, Comedy, Thriller, Crime","CA, DE, US",2003
1869,3200000,Other,USA,Other,Crime,8243880,The Cooler,16.01.2004 00:00,101,29549,Frank Hannah,2003,1,1.5762125,160,10744,tt0318374,The Cooler,10.694443,When your life depends on losing... the last thing you need is lady luck.,The Cooler,"Drama, Romance",US,2004
1870,17000000,Touchstone Pictures,Other,Joel Schumacher,Biography,1571504,Veronica Guerin,17.10.2003 00:00,98,17055,Carol Doyle,2003,0,-0.907558588,-90,10629,tt0312549,Veronica Guerin,9.548519,Why would anyone want to kill Veronica Guerin?,Veronica Guerin,"Drama, Crime, Thriller","IE, GB, US",2003
1871,4000000,Other,USA,Other,Comedy,732241,The Shape of Things,16.05.2003 00:00,96,10052,Neil LaBute,2003,0,-0.81693975,-80,22958,tt0308878,The Shape of Things,2.897666,Seduction Is An Art,The Shape of Things,"Comedy, Drama, Romance","FR, GB, US",2003
1872,300000,Other,USA,Other,Comedy,2528664,Pieces of April,28.11.2003 00:00,80,18540,Peter Hedges,2003,1,7.42888,740,1550,tt0311648,Pieces of April,4.19275,She's the one in every family.,Pieces of April,"Comedy, Drama",US,2003
1873,850000,Other,USA,Other,Comedy,819939,Latter Days,1.07.2004 00:00,107,15271,C. Jay Cox,2003,0,-0.035365882,0,15708,tt0345551,Latter Days,3.334942,Aaron prays. Christian plays... Opposites attract.,Latter Days,"Drama, Comedy, Romance",US,2004
1874,14000000,Dimension Films,USA,Other,Comedy,15550605,My Boss's Daughter,22.08.2003 00:00,86,25363,David Dorfman,2003,1,0.1107575,10,2830,tt0270980,My Boss's Daughter,13.49615,,My Boss's Daughter,"Comedy, Romance",US,2003
1875,16000000,Other,USA,Other,Comedy,14108518,How to Deal,18.07.2003 00:00,100,8473,Sarah Dessen,2003,0,-0.118217625,-10,17403,tt0319524,How to Deal,3.568531,Rule #1 There are no rules.,How to Deal,"Drama, Comedy, Romance",US,2003
1876,20000000,Other,USA,Other,Animation,47887943,The Jungle Book 2,14.02.2003 00:00,72,12558,Karl Geurs,2003,1,1.39439715,140,14873,tt0283426,The Jungle Book 2,10.605851,Feel the jungle beat,The Jungle Book 2,"Family, Animation, Adventure","AU, US",2003
1877,8000000,Other,USA,Other,Comedy,336456,The Singing Detective,14.11.2003 00:00,109,7414,Dennis Potter,2003,0,-0.957943,-100,30141,tt0314676,The Singing Detective,12.650143,"When it comes to murder, seduction and betrayal he wrote the book. Now he's living it!",The Singing Detective,"Comedy, Music, Mystery, Crime",US,2003
1878,17000000,Metro-Goldwyn-Mayer (MGM),USA,Other,Comedy,37566230,Good Boy!,10.10.2003 00:00,100,3591,Zeke Richardson,2003,1,1.209778235,120,21765,tt0326900,Good Boy!,6.575505,Rover is about to take over.,Good Boy!,"Comedy, Family, Science Fiction",US,2003
1879,15000000,Paramount Pictures,USA,Other,Comedy,30238577,The Fighting Temptations,19.09.2003 00:00,123,6052,Elizabeth Hunter,2003,1,1.015905133,100,22309,tt0191133,The Fighting Temptations,2.18689,,The Fighting Temptations,"Comedy, Music, Romance",US,2003
1880,5000000,Other,Other,Other,Comedy,896993,Intermission,16.04.2004 00:00,105,14096,Mark O'Rowe,2003,0,-0.8206014,-80,16941,tt0332658,Intermission,3.715985,Life is what happens in between.,Intermission,"Romance, Action, Comedy, Crime, Mystery, Drama","IE, GB",2004
1881,7500000,Other,Other,Other,Drama,197148,Code 46,17.09.2004 00:00,93,18738,Frank Cottrell Boyce,2003,0,-0.9737136,-100,2577,tt0345061,Code 46,6.101401,How do you solve a crime when the last thing you want to know is the truth?,Code 46,"Drama, Romance, Science Fiction, Thriller",GB,2004
1882,6800000,Other,USA,Other,Crime,33225,Shade,9.05.2004 00:00,101,11130,Damian Nieman,2003,0,-0.995113971,-100,14576,tt0323939,Shade,5.864457,"Lie, cheat, steal... your deal!",Shade,"Action, Thriller, Crime",US,2004
1883,15000000,Other,Other,Other,Drama,2281585,The Company,20.05.2004 00:00,112,5757,Neve Campbell,2003,0,-0.847894333,-80,52036,tt0335013,The Company,7.803563,,The Company,Drama,,2004
1884,30000000,Other,USA,Rob Reiner,Comedy,14208384,Alex & Emma,20.06.2003 00:00,100,11953,Jeremy Leven,2003,0,-0.5263872,-50,17813,tt0318283,Alex & Emma,5.236854,Is it love... or are they just imagining things?,Alex & Emma,"Comedy, Romance",US,2003
1885,5740000,Other,Other,Other,Drama,647054,Japanese Story,25.09.2003 00:00,105,5814,Alison Tilson,2003,0,-0.887272822,-90,13433,tt0304229,Japanese Story,5.17434,,Japanese Story,"Drama, Romance",AU,2003
1886,15000000,Other,Other,Other,Action,19067,Stander,10.10.2003 00:00,116,7443,Bima Stagg,2003,0,-0.998728867,-100,18927,tt0326208,Stander,7.839675,Good cop. Great criminal.,Stander,"Action, Crime, Drama","CA, DE, GB",2003
1887,10000000,Other,Other,Other,Crime,1011054,Owning Mahowny,25.09.2003 00:00,104,11120,Gary Stephen Ross,2003,0,-0.8988946,-90,15394,tt0285861,Owning Mahowny,3.015314,To some it's a game. To others it's a habit. But to Dan Mahowny -- beating the odds is everything,Owning Mahowny,"Crime, Drama, Thriller","CA, GB",2003
1888,20000,Other,USA,Other,Drama,7221,Zero Day,23.01.2004 00:00,92,3594,Ben Coccio,2003,0,-0.63895,-60,27090,tt0365960,Zero Day,1.394528,,Zero Day,Drama,,2004
1889,1000000,Other,USA,Other,Drama,279282,The Battle of Shaker Heights,22.08.2003 00:00,100,3926,Erica Beeney,2003,0,-0.720718,-70,21413,tt0357470,The Battle of Shaker Heights,10.536668,"When you're 17, every day is war.",The Battle of Shaker Heights,"Comedy, Drama, Romance",US,2003
1890,175000000,Warner Bros.,USA,Other,Drama,133378256,Troy,14.05.2004 00:00,163,414038,Homer,2004,0,-0.237838537,-20,652,tt0332452,Troy,15.387275,For passion. For honor. For destiny. For victory. For love.,Troy,"Adventure, Drama, War","US, MT, GB",2004
1891,66000000,Other,USA,Other,Action,59623958,Hellboy,2.04.2004 00:00,122,261530,Guillermo del Toro,2004,0,-0.096606697,-10,1487,tt0167190,Hellboy,13.206854,From the Dark Side to Our Side.,Hellboy,"Fantasy, Action, Science Fiction",US,2004
1892,17000000,Paramount Pictures,USA,Other,Comedy,86058055,Mean Girls,30.04.2004 00:00,97,270476,Rosalind Wiseman,2004,1,4.062238529,409,10625,tt0377092,Mean Girls,11.454835,Welcome to girl world.,Mean Girls,Comedy,US,2004
1893,130000000,Warner Bros.,Other,Other,Adventure,249358727,Harry Potter and the Prisoner of Azkaban,4.06.2004 00:00,142,427343,J.K. Rowling,2004,1,0.918144054,90,673,tt0304141,Harry Potter and the Prisoner of Azkaban,28.460276,Something wicked this way comes.,Harry Potter and the Prisoner of Azkaban,"Adventure, Fantasy, Family","GB, US",2004
1894,92000000,Other,USA,Other,Animation,261441092,The Incredibles,5.11.2004 00:00,115,520926,Brad Bird,2004,1,1.841751,180,9806,tt0317705,The Incredibles,22.220214,"No gut, no glory",The Incredibles,"Action, Adventure, Animation, Family",US,2004
1895,20000000,Other,USA,Other,Drama,34400301,Eternal Sunshine of the Spotless Mind,19.03.2004 00:00,108,736127,Charlie Kaufman,2004,1,0.72001505,70,38,tt0338013,Eternal Sunshine of the Spotless Mind,12.906327,You can erase someone from your mind. Getting them out of your heart is another story.,Eternal Sunshine of the Spotless Mind,"Science Fiction, Drama, Romance",US,2004
1896,125000000,Twentieth Century Fox Film Corporation,USA,Other,Action,186740799,The Day After Tomorrow,28.05.2004 00:00,124,356977,Roland Emmerich,2004,1,0.493926392,50,435,tt0319262,The Day After Tomorrow,15.049695,Where will you be?,The Day After Tomorrow,"Action, Adventure, Science Fiction, Thriller",US,2004
1897,30000000,Miramax,USA,Other,Action,66208183,Kill Bill: Vol. 2,16.04.2004 00:00,137,555508,Quentin Tarantino,2004,1,1.206939433,120,393,tt0378194,Kill Bill: Vol. 2,21.533072,The bride is back for the final cut.,Kill Bill: Vol. 2,"Action, Crime, Thriller",US,2004
1898,25000000,DreamWorks,USA,Other,Comedy,17718223,EuroTrip,20.02.2004 00:00,93,171296,Alec Berg,2004,0,-0.29127108,-30,9352,tt0356150,EuroTrip,6.275468,No actual Europeans were harmed in the making of this film.,EuroTrip,Comedy,US,2004
1899,160000000,Universal Pictures,USA,Other,Action,120177084,Van Helsing,7.05.2004 00:00,131,211483,Stephen Sommers,2004,0,-0.248893225,-20,7131,tt0338526,Van Helsing,12.643312,The One Name They All Fear.,Van Helsing,"Horror, Adventure, Action","CZ, US",2004
1900,37000000,Other,USA,Other,Comedy,70831760,White Chicks,23.06.2004 00:00,109,107599,Keenen Ivory Wayans,2004,1,0.914371892,90,12153,tt0381707,White Chicks,7.723341,They're going deep undercover.,White Chicks,Comedy,US,2004
1901,5000000,Other,Other,Other,Drama,1082715,The Machinist,3.12.2004 00:00,101,304458,Scott Kosar,2004,0,-0.783457,-80,4553,tt0361862,The Machinist,10.737565,A little guilt goes a long way...,The Machinist,"Thriller, Drama","US, ES",2004
1902,400000,Fox Searchlight Pictures,USA,Other,Comedy,44540956,Napoleon Dynamite,27.08.2004 00:00,96,171007,Jared Hess,2004,1,110.35239,11040,8193,tt0374900,Napoleon Dynamite,10.287419,He's out to prove he's got nothing to prove.,Napoleon Dynamite,Comedy,US,2004
1903,30000000,Warner Bros.,USA,Clint Eastwood,Drama,100492203,Million Dollar Baby,28.01.2005 00:00,132,528910,Paul Haggis,2004,1,2.3497401,229,70,tt0405159,Million Dollar Baby,14.471373,"Beyond his silence, there is a past. Beyond her dreams, there is a feeling. Beyond hope, there is a memory. Beyond their journey, there is a love.",Million Dollar Baby,Drama,US,2005
1904,13000000,Other,USA,Other,Sci-Fi,57938693,The Butterfly Effect,23.01.2004 00:00,113,387284,J. Mackye Gruber,2004,1,3.456822538,350,1954,tt0289879,The Butterfly Effect,12.994939,"Such minor changes, such huge consequences.",The Butterfly Effect,"Science Fiction, Thriller","CA, US",2004
1905,30000000,Other,USA,Other,Drama,370782930,The Passion of the Christ,25.02.2004 00:00,127,189031,Benedict Fitzgerald,2004,1,11.359431,1140,615,tt0335345,The Passion of the Christ,13.194168,"By his wounds, we were healed.",The Passion of the Christ,Drama,US,2004
1906,50000000,Touchstone Pictures,USA,Other,Adventure,24006726,The Life Aquatic with Steve Zissou,25.12.2004 00:00,119,151463,Wes Anderson,2004,0,-0.51986548,-50,421,tt0362270,The Life Aquatic with Steve Zissou,6.936677,"The deeper you go, the weirder life gets.",The Life Aquatic with Steve Zissou,"Adventure, Comedy, Drama",US,2004
1907,27000000,Columbia Pictures,USA,Other,Drama,33987757,Closer,3.12.2004 00:00,104,177735,Patrick Marber,2004,1,0.258805815,30,2288,tt0376541,Closer,10.860952,"If you believe in love at first sight, you never stop looking.",Closer,"Drama, Romance",US,2004
1908,120000000,Touchstone Pictures,USA,Other,Action,51882244,King Arthur,7.07.2004 00:00,126,144158,David Franzoni,2004,0,-0.567647967,-60,9477,tt0349683,King Arthur,8.862107,Rule Your Fate.,King Arthur,"Adventure, War, History","IE, GB, US",2004
1909,37000000,Other,USA,Other,Comedy,57231747,13 Going on 30,23.04.2004 00:00,98,132486,Josh Goldsmith,2004,1,0.546803973,50,10096,tt0337563,13 Going on 30,12.632595,"For some, 13 feels like it was just yesterday. For Jenna, it was.",13 Going on 30,"Comedy, Fantasy, Romance",US,2004
1910,25000000,Miramax,USA,Other,Biography,51680613,Finding Neverland,17.12.2004 00:00,106,182038,Allan Knee,2004,1,1.06722452,110,866,tt0308644,Finding Neverland,15.529604,Where will your imagination take you?,Finding Neverland,Drama,"GB, US",2004
1911,200000000,Columbia Pictures Corporation,USA,Other,Action,373585825,Spider-Man 2,30.06.2004 00:00,127,451467,Stan Lee,2004,1,0.867929125,90,558,tt0316654,Spider-Man 2,10.834506,There's a hero in all of us.,Spider-Man 2,"Action, Adventure, Fantasy",US,2004
1912,65000000,Paramount Pictures,USA,Other,Crime,101005703,Collateral,6.08.2004 00:00,115,312190,Stuart Beattie,2004,1,0.553933892,60,1538,tt0369339,Collateral,13.455112,It started like any other night.,Collateral,"Drama, Crime, Thriller",US,2004
1913,120000000,Twentieth Century Fox Film Corporation,USA,Other,Action,144801023,"I, Robot",16.07.2004 00:00,115,423244,Jeff Vintar,2004,1,0.206675192,20,2048,tt0343818,"I, Robot",14.43075,Laws are made to be broken.,"I, Robot","Action, Science Fiction","US, DE",2004
1914,75000000,Universal Pictures,USA,Other,Action,176241941,The Bourne Supremacy,23.07.2004 00:00,108,379648,Robert Ludlum,2004,1,1.349892547,130,2502,tt0372183,The Bourne Supremacy,20.40426,They should have left him alone.,The Bourne Supremacy,"Action, Drama, Thriller","DE, US",2004
1915,150000000,DreamWorks,USA,Other,Animation,436471036,Shrek 2,19.05.2004 00:00,93,342666,William Steig,2004,1,1.909806907,190,809,tt0298148,Shrek 2,16.22986,Once upon another time...,Shrek 2,"Adventure, Animation, Comedy, Family, Fantasy",US,2004
1916,155000000,Warner Bros.,Other,Oliver Stone,Action,34297191,Alexander,24.11.2004 00:00,175,146107,Oliver Stone,2004,0,-0.7787278,-80,1966,tt0346491,Alexander,13.498641,The greatest legend of all was real.,Alexander,"War, History, Action, Adventure, Drama, Romance","FR, DE, IT, NL, GB, US",2004
1917,105000000,Universal Pictures,USA,Other,Action,57761012,The Chronicles of Riddick,11.06.2004 00:00,119,193580,Jim Wheat,2004,0,-0.449895124,-40,2789,tt0296572,The Chronicles of Riddick,5.060352,All the power in the universe can't change destiny,The Chronicles of Riddick,"Action, Science Fiction",US,2004
1918,20000000,Warner Bros.,USA,Other,Comedy,51438175,A Cinderella Story,16.07.2004 00:00,95,68595,Leigh Dunlap,2004,1,1.57190875,160,11247,tt0356470,A Cinderella Story,8.385361,Once upon a time... can happen any time.,A Cinderella Story,Comedy,"CA, US",2004
1919,60000000,DreamWorks,USA,Steven Spielberg,Comedy,77872883,The Terminal,18.06.2004 00:00,128,330983,Andrew Niccol,2004,1,0.297881383,30,594,tt0362227,The Terminal,14.092373,Life is waiting.,The Terminal,"Comedy, Drama",US,2004
1920,75000000,Columbia Pictures Corporation,USA,Other,Comedy,120908074,50 First Dates,13.02.2004 00:00,99,283647,George Wing,2004,1,0.612107653,60,1824,tt0343660,50 First Dates,11.134888,Imagine having to win over the girl of your dreams... every friggin' day.,50 First Dates,"Comedy, Romance",US,2004
1921,26000000,DreamWorks,USA,Other,Comedy,85288303,Anchorman: The Legend of Ron Burgundy,9.07.2004 00:00,94,286238,Will Ferrell,2004,1,2.280319346,229,8699,tt0357413,Anchorman: The Legend of Ron Burgundy,10.33012,They bring you the news so you don't have to get it yourself.,Anchorman: The Legend of Ron Burgundy,Comedy,US,2004
1922,60000000,Twentieth Century Fox Film Corporation,USA,Other,Action,80282231,AVP: Alien vs. Predator,13.08.2004 00:00,101,157399,Dan O'Bannon,2004,1,0.338037183,30,395,tt0370263,AVP: Alien vs. Predator,12.636205,Whoever wins... We lose,AVP: Alien vs. Predator,"Adventure, Science Fiction, Action","CA, CZ, DE, GB, US",2004
1923,100000000,Walt Disney Pictures,USA,Other,Action,173008894,National Treasure,19.11.2004 00:00,131,268591,Jim Kouf,2004,1,0.73008894,70,2059,tt0368891,National Treasure,18.932203,The greatest adventure history has ever revealed.,National Treasure,"Adventure, Action, Thriller, Mystery",US,2004
1924,40000000,Walt Disney Pictures,USA,Other,Comedy,95170481,The Princess Diaries 2: Royal Engagement,11.08.2004 00:00,113,59819,Meg Cabot,2004,1,1.379262025,140,11130,tt0368933,The Princess Diaries 2: Royal Engagement,8.248895,It can take a lifetime to find true love; she's got 30 days!,The Princess Diaries 2: Royal Engagement,"Comedy, Drama, Family, Romance",US,2004
1925,65000000,New Line Cinema,USA,Other,Action,52411906,Blade: Trinity,8.12.2004 00:00,113,143476,David S. Goyer,2004,0,-0.193662985,-20,36648,tt0359013,Blade: Trinity,18.860681,The final hunt begins.,Blade: Trinity,"Science Fiction, Action, Horror, Thriller, Adventure, Fantasy",US,2004
1926,110000000,Warner Bros.,USA,Steven Soderbergh,Crime,125544280,Ocean's Twelve,10.12.2004 00:00,125,305800,George Nolfi,2004,1,0.141311636,10,163,tt0349903,Ocean's Twelve,11.869347,Twelve is the new eleven.,Ocean's Twelve,"Thriller, Crime",US,2004
1927,42000000,Universal Pictures,USA,Other,Comedy,88097164,Along Came Polly,16.01.2004 00:00,90,111747,John Hamburg,2004,1,1.097551524,110,5966,tt0343135,Along Came Polly,15.725542,"For the most cautious man on Earth, life is about to get interesting.",Along Came Polly,"Comedy, Romance",US,2004
1928,25000000,Other,USA,Other,Drama,14161590,Dirty Dancing: Havana Nights,27.02.2004 00:00,86,23521,Kate Gunzinger,2004,0,-0.4335364,-40,10677,tt0338096,Dirty Dancing: Havana Nights,4.475359,Break the rules. Find your freedom. Live your life.,Dirty Dancing: Havana Nights,"Drama, Romance",US,2004
1929,7000,Other,USA,Other,Drama,424760,Primer,27.05.2005 00:00,77,81468,Shane Carruth,2004,1,59.68,5970,14337,tt0390384,Primer,7.15307,What happens if it actually works?,Primer,"Science Fiction, Drama, Thriller",US,2005
1930,9000000,Other,USA,Other,Adventure,18225165,Harold & Kumar Go to White Castle,30.07.2004 00:00,88,163200,Jon Hurwitz,2004,1,1.025018333,100,11282,tt0366551,Harold & Kumar Go to White Castle,8.344105,Fast Food. High Times.,Harold & Kumar Go to White Castle,"Comedy, Adventure",US,2004
1931,30000000,Paramount Pictures,USA,Other,Action,32774834,Team America: World Police,15.10.2004 00:00,98,142880,Trey Parker,2004,1,0.092494467,10,3989,tt0372588,Team America: World Police,11.428941,Putting The 'F' back in 'Freedom',Team America: World Police,"Music, Adventure, Animation, Action, Comedy","DE, US",2004
1932,35000000,Miramax,USA,Other,Comedy,22918387,Ella Enchanted,9.04.2004 00:00,96,51752,Laurie Craig,2004,0,-0.345188943,-30,14442,tt0327679,Ella Enchanted,11.316988,Get enchanted,Ella Enchanted,"Family, Fantasy, Comedy","IE, GB",2004
