,budget,company,director,gross,name,released,score,star,votes,writer,year,isprofit,profitability_ratio,profitability_ratio_bucket,adult,id,imdb_id,original_title,overview,popularity,tagline,title,genres_edited,spoken_languages_edited,production_countries_edited,keywords_edited,year_released,budget_norm,score_norm,votes_norm,popularity_norm
1303,28000000,Other,Other,64378093,Miracle,6.02.2004 00:00,7.5,Kurt Russell,39178,Eric Guggenheim,2004,1,1.299217607,130,FALSE,14292,tt0349825,Miracle,"In 1980, the United States Ice Hockey team's coach, Herb Brooks, put a ragtag squad of college kids up against the legendary juggernaut from the Soviet Union at the Olympic Games. Despite the long odds, Team USA carried the pride of a nation yearning for a distraction from world events. With the world watching, the team rose to the occasion, prompting broadcaster Al Michaels' now famous question to the millions viewing at home: ""Do you believe in miracles?"" Yes!",8.248999,"If you believe in yourself, anything can happen.",Miracle,"Drama, History",en,US,"olympic games, sport, ice hockey, milwaukee wisconsin, st. paul minnesota, gas rationing, lake placid new york, aftercreditsstinger, duringcreditsstinger",2004,-0.11554082632686145,1.4300742989832498,-0.3619948701135754,0.008624990439927717
1304,40000000,Universal Pictures,Other,75331600,Ray,29.10.2004 00:00,7.7,Jamie Foxx,118242,Taylor Hackford,2004,1,0.88329,90,FALSE,1677,tt0350258,Ray,"Born on a sharecropping plantation in Northern Florida, Ray Charles went blind at seven. Inspired by a fiercely independent mom who insisted he make his own way, He found his calling and his gift behind a piano keyboard. Touring across the Southern musical circuit, the soulful singer gained a reputation and then exploded with worldwide fame when he pioneered couping gospel and country together.",10.603762,The extraordinary life story of Ray Charles.,Ray,"Drama, Music",en,US,"black people, soul, country music, loss of brother, 1970s, jazz, blindness and impaired vision, georgia, overdose, bus ride, record producer, biography, from rags to riches, childhood trauma, gospel, indianapolis, record label, recording studio",2004,0.39347823282044847,1.6661926672218228,0.8847393556411481,0.6686164334671203
1305,40000000,Universal Pictures,Other,40226215,Bridget Jones: The Edge of Reason,19.11.2004 00:00,5.9,Renée Zellweger,86030,Helen Fielding,2004,1,0.005655375,0,FALSE,9801,tt0317198,Bridget Jones: The Edge of Reason,"Bridget Jones is becoming uncomfortable in her relationship with Mark Darcy. Apart from discovering that he's a conservative voter, she has to deal with a new boss, a strange contractor and the worst vacation of her life.",7.78817,Same Bridget. Brand new diary.,Bridget Jones: The Edge of Reason,"Comedy, Romance","de, th, en","FR, DE, IE, GB, US","london england, lovesickness, thailand, clumsy fellow, to drop brick, capture, woman director",2004,0.39347823282044847,-0.45887264692533225,0.3767989165030935,-0.12053586213792312
1306,15000000,New Line Cinema,Other,10411980,Raise Your Voice,8.10.2004 00:00,5.9,Hilary Duff,23974,Mitch Rotter,2004,0,-0.305868,-30,FALSE,14024,tt0361696,Raise Your Voice,"Raise Your Voice is a coming-of-age story centered around a small-town singer, brokenhearted by the death of her brother in a car crash, who had secretly submitted her for a summer session at a performing arts academy in Los Angeles. In the performing arts academy, she experiences a whole new way of life in the big city, far from the small town lifestyle she's used to.",4.387004,Don't Hold Back ...Don't Give Up.,Raise Your Voice,"Music, Drama, Romance","en, fr",US,"music, life's dream, aspiring singer, singer, teenager, death of brother, grieving, music school, overprotective father",2004,-0.6669781404031139,-0.45887264692533225,-0.6017417481917755,-1.0738124578356747
1307,30000000,Metro-Goldwyn-Mayer (MGM),Other,12831121,Wicker Park,3.09.2004 00:00,7.0,Josh Hartnett,47335,Gilles Mimouni,2004,0,-0.572295967,-60,FALSE,11208,tt0324554,Wicker Park,"Matthew, a young advertising executive in Chicago, puts his life and a business trip to China on hold when he thinks he sees Lisa, the love of his life who left him without a word two years earlier, walking out of a restaurant one day.",5.605652,Passion never dies.,Wicker Park,"Drama, Mystery, Romance, Thriller",en,US,"love of one's life, leave, look-alike, intrigue",2004,-0.030704316468976464,0.8397783783868178,-0.2333698185163721,-0.7322505885255988
1308,60000000,Dimension Films,Other,88237754,Starsky & Hutch,5.03.2004 00:00,6.1,Ben Stiller,125648,William Blinn,2004,1,0.470629233,50,FALSE,9384,tt0335438,Starsky & Hutch,"Join uptight David Starsky and laid-back Ken ""Hutch"" Hutchinson as they're paired for the first time as undercover cops. The new partners must overcome their differences to solve an important case with help from street informant Huggy Bear and persuasive criminal Reese Feldman.",10.776138,They're the man.,Starsky & Hutch,"Comedy, Crime","en, ko",US,"informant, jumping from a rooftop, surveillance footage",2004,1.2418433313992985,-0.22275427868676032,1.0015221351101793,0.7169298667014863
1309,45000000,Twentieth Century Fox Film Corporation,Other,21009180,Flight of the Phoenix,17.12.2004 00:00,6.1,Dennis Quaid,47448,Lukas Heller,2004,0,-0.533129333,-50,FALSE,11866,tt0377062,Flight of the Phoenix,"When an Amacor oil rig in the Gobi Desert of Mongolia proves unproductive, Captain Frank Towns and copilot ""A.J."" are sent to shut the operation down. However, on their way to Beijing, a major dust storm forces them to ditch their C-119 Flying Boxcar in an uncharted area of the desert.",15.434731,"Out of the ashes, hope will rise.",Flight of the Phoenix,"Action, Adventure, Drama, Thriller",en,US,"robbery, water, gobi desert, disaster, airplane crash, struggle for survival, desert",2004,0.6055695074651609,-0.22275427868676032,-0.23158795866219972,2.022637284622686
1310,23000000,Other,Other,12189514,Chasing Liberty,9.01.2004 00:00,6.1,Mandy Moore,31901,Derek Guiley,2004,0,-0.47002113,-50,FALSE,14844,tt0360139,Chasing Liberty,"The President's daughter, unable to experience life like a normal 18 year-old, escapes from her entourage of Secret Service agents while traveling in Europe. She falls in love with a handsome British stranger, who also happens to be working undercover for her father.",5.950792,How do you fall in love with the whole world watching?,Chasing Liberty,"Comedy, Romance","en, fr, he, it, es, de","GB, US","venice, berlin, usa president, undercover, prague, romantic comedy, travel, lying, young adult, secret service agent, overprotective father",2004,-0.3276321009715739,-0.22275427868676032,-0.47674349098802044,-0.6355149736690696
1311,18000000,Fox 2000 Pictures,Other,16702864,Catch That Kid,6.02.2004 00:00,5.2,Kristen Stewart,8514,Nikolaj Arcel,2004,0,-0.072063111,-10,FALSE,20483,tt0337917,Catch That Kid,"Athletic 12-year-old Maddy (Kristen Stewart) shares an enthusiasm for mountain climbing with her father, Tom (Sam Robards). Unfortunately, Tom suffers a spinal injury while scaling Mount Everest, and his family is unable to afford the surgery that can save him. Maddy decides to get the money for her father's operation by robbing a high-security bank. She relies on her climbing skills and help from her geeky friends (Max Thieriot, Corbin Bleu) to pull it off successfully.",5.226389,They're on a mission without permission.,Catch That Kid,"Family, Action, Adventure",en,US,bank robbery,2004,-0.5397233756162864,-1.2852869357603374,-0.8455254061165962,-0.8385501756419337
1312,31000000,Universal Pictures,Other,17001133,Wimbledon,17.09.2004 00:00,6.3,Kirsten Dunst,54188,Adam Brooks,2004,0,-0.451576355,-50,FALSE,11823,tt0360201,Wimbledon,"A pro tennis player has lost his ambition and has fallen in rank to 119. Fortunately for him, he meets a young player on the women's circuit who helps him recapture his focus for Wimbledon.",14.224013,She's the golden girl. He's the longshot. It's a match made in...,Wimbledon,"Comedy, Romance",en,"FR, GB","tennis, new love, tennis player, australia, wimbledon",2004,0.011713938459966032,0.013364089551812711,-0.12530711426289237,1.6832980305580534
1313,3500000,Screen Gems,Other,96793,D.E.B.S.,25.03.2005 00:00,5.3,Sara Foster,12868,Angela Robinson,2004,0,-0.972344857,-100,FALSE,540,tt0367631,D.E.B.S.,The star of a team of teenage crime fighters falls for the alluring villainess she must bring to justice.,5.161493,Evil is so totally busted!,D.E.B.S.,Action,en,US,"coming out, covert operation, lesbian, female protagonist, in the closet, based on short film, lgbt, metrosexual, subversion, female agent, schoolgirl uniform, punk rocker, lip synching, plaid, thesis, german girl, french girl, woman director, spy spoof",2005,-1.1547880720859527,-1.1672277516410514,-0.7768686113814948,-0.856739184339069
1314,25000000,New Line Cinema,Other,32003620,Cellular,10.09.2004 00:00,6.5,Kim Basinger,82822,Larry Cohen,2004,1,0.2801448,30,FALSE,9759,tt0337921,Cellular,A young man receives an emergency phone call on his cell phone from an older woman. She claims to have been kidnapped – and the kidnappers have targeted her husband and child next.,5.918816,If the signal dies so does she,Cellular,"Action, Adventure, Crime, Thriller",en,"DE, US","bank, mobile phone, telephone, weapon, police, duringcreditsstinger",2004,-0.24279559111368892,0.24948245779038572,0.3262130190501294,-0.6444771861644408
1315,22000000,Fox Searchlight Pictures,Other,12784713,I Heart Huckabees,22.10.2004 00:00,6.7,Jason Schwartzman,58556,David O. Russell,2004,0,-0.418876682,-40,FALSE,1599,tt0356721,I Heart Huckabees,"A husband-and-wife team play detective, but not in the traditional sense. Instead, the happy duo helps others solve their existential issues, the kind that keep you up at night, wondering what it all means.",11.953055,An existential comedy,I Heart Huckabees,"Comedy, Romance",en,"DE, US","sex, detective, jealousy, humor, protest, wife, celebrity, rivalry, independent film, religion, universe, anger, nature, husband, existentialism, enviroment, issues",2004,-0.37005035590051644,0.48560082602895877,-0.0564295581299288,1.0467953984570113
1316,35000000,Twentieth Century Fox Film Corporation,Other,75369589,Garfield,11.06.2004 00:00,5.0,Breckin Meyer,64907,Jim Davis,2004,1,1.153416829,120,FALSE,8920,tt0356634,Garfield,"Garfield, the fat, lazy, lasagna lover, has everything a cat could want. But when Jon, in an effort to impress the Liz - the vet and an old high-school crush - adopts a dog named Odie and brings him home, Garfield gets the one thing he doesn't want. Competition.",10.003679,Get ready for frisky business.,Garfield,"Animation, Comedy, Family",en,US,"competition, moderator, lasagne, garfield",2004,0.18138695817573602,-1.5214053039989104,0.04371727314306838,0.5004255602853663
1317,11000000,Fox Searchlight Pictures,Other,10214647,Kinsey,7.01.2005 00:00,7.1,Liam Neeson,44032,Bill Condon,2004,0,-0.071395727,-10,FALSE,11184,tt0362269,Kinsey,"Kinsey is a portrait of researcher Alfred Kinsey, driven to uncover the most private secrets of a nation. What begins for Kinsey as a scientific endeavor soon takes on an intensely personal relevance, ultimately becoming an unexpected journey into the mystery of human behavior.",6.3793,Let's talk about sex,Kinsey,Drama,en,"DE, US","free love, sex, sexuality, indiana, professor, research, interview, biography, marriage, criticism and blame, homosexuality, morality, student, taboo, teaching, indiana university, sexologist",2005,-0.8366511601188839,0.9578375625061037,-0.28545373974054306,-0.5154130299623373
1318,19000000,Paramount Pictures,Other,58169327,Without a Paddle,20.08.2004 00:00,5.9,Matthew Lillard,39199,Fred Wolf,2004,1,2.061543526,210,FALSE,10762,tt0364751,Without a Paddle,"Three friends, whose lives have been drifting apart, reunite for the funeral of a fourth childhood friend. When looking through their childhood belongings, they discover a trunk which contained details on a quest their friend was attempting. It revealed that he was hot on the trail of the $200,000 that went missing with airplane hijacker D.B. Cooper in 1971. They decide to continue his journey, but do not understand the dangers they will soon encounter.",6.046516,"The call of the wild, the thrill of adventure. The mistake of a lifetime.",Without a Paddle,"Action, Adventure, Comedy, Thriller",en,US,"death of a friend, treasure hunt",2004,-0.4973051206873439,-0.45887264692533225,-0.36166372801678226,-0.608685513170355
1319,23000000,Other,Other,16136476,Vanity Fair,1.09.2004 00:00,6.2,Reese Witherspoon,18147,Matthew Faulk,2004,0,-0.298414087,-30,FALSE,11632,tt0241025,Vanity Fair,"Beautiful, funny, passionate, and calculating, Becky is the orphaned daughter of a starving English artist and a French chorus girl. She yearns for a more glamorous life than her birthright promises and resolves to conquer English society by any means possible. A mere ascension into the heights of society is simply not enough. So Becky finds a patron in the powerful Marquess of Steyne whose whims enable Becky to realise her dreams. But is the ultimate cost too high for her?",6.614456,"On September 1st, a heroine will rise.",Vanity Fair,"Drama, Romance","en, fr, de","GB, US","london england, british empire, lover, advancement, aristocrat, woman director",2004,-0.3276321009715739,-0.10469509456747328,-0.6936257957162212,-0.4495036591354208
1320,12000000,Other,Other,261481,2046,29.09.2004 00:00,7.5,Tony Chiu-Wai Leung,44039,Kar-Wai Wong,2004,0,-0.978209917,-100,FALSE,844,tt0212712,2046,"2046 is the sequel to Wong Kar-Wais’ successful box-office hit In The Mood For Love. A film about affairs, ending relationships, and a shared love for Kung-Fu novels as the main character, Chow, writes his own novel and reflects back on his favorite love Su.",7.157169,Are you still in the mood for love?,2046,"Fantasy, Drama, Science Fiction, Romance","cn, ja, zh","DE, HK, CN, FR, IT","free love, hotel, lovesickness, sexuality, kung fu, android, soulmates, based on novel, hotel room, jealousy, love of one's life, restart, singapur, unsociability, secret love, murder, author, hong kong, break-up, illegal prostitution, extramarital affair, photographic memory",2004,-0.7942329051899414,1.4300742989832498,-0.285343359041612,-0.297392412262756
1321,16000000,Metro-Goldwyn-Mayer (MGM),Other,13922211,Soul Plane,28.05.2004 00:00,4.4,Dwayne Adway,19204,Bo Zenga,2004,0,-0.129861813,-10,FALSE,12657,tt0367085,Soul Plane,"Following a ridiculously awful flight that leads to his pet's death, Nashawn Wade files a lawsuit against the airline, and wins a multimillion-dollar settlement. Determined to create a better flying experience, Nashawn starts his own airline, one that caters to an African-American clientele. Going into business with a tricked-out plane piloted by the smooth Capt. Mack, the airline hits a snag when it has to deal with the family of Elvis Hunkee.",8.604389,Announcing the arrival of the first airline with soul.,Soul Plane,"Romance, Comedy","es, en",US,"black people, hip-hop, nightclub, airplane, chaos, champagne",2004,-0.6245598854741714,-2.229760408714628,-0.6769583101776354,0.10823346863388349
1322,50000000,Other,Renny Harlin,41821986,Exorcist: The Beginning,20.08.2004 00:00,5.1,Stellan Skarsgård,29891,William Peter Blatty,2004,0,-0.16356028,-20,FALSE,11026,tt0204313,Exorcist: The Beginning,"Having lived through traumatizing events during WWII, Father Lankester Merrin takes a sabbatical from the Church to conduct archaeological excavations in British-administered East Africa. Merrin unearths an ancient Byzantine church believed have been built and then immediately buried to keep down evil from the crypt below. The natives are convinced that uncovering the church has unleashed a demon, and begin to violently clash with the British military troops. As the village rapidly disintegrates into chaos and war, Merrin must face-off with the demon which has taken possession of somebody close to him.",13.02369,Go back to where the horror began.,Exorcist: The Beginning,"Horror, Mystery, Thriller",en,US,"secret, obsession, exorcism, remake, priest, good vs evil, paganism, devil, archaeologist, demonic possession, relic, crisis of faith, archaeological dig",2004,0.8176607821098735,-1.4033461198796244,-0.5084385202525022,1.3468722803365965
1323,8600000,Other,Other,4992159,Club Dread,27.02.2004 00:00,5.7,Jay Chandrasekhar,24974,Jay Chandrasekhar,2004,0,-0.419516395,-40,FALSE,11217,tt0331953,Club Dread,When a serial killer interrupts the fun at the swanky Coconut Pete's Coconut Beach Resort -- a hedonistic island paradise for swingers --- it's up to the club's staff to stop the violence ... or at least hide it!,6.57613,A vacation to die for,Club Dread,"Comedy, Horror",en,US,"island, machete, beautiful woman, serial killer, murder hunt",2004,-0.9384549719483458,-0.6949910151639053,-0.5859730769159139,-0.4602456455032463
1324,24000000,DreamWorks,Other,17071962,Win a Date with Tad Hamilton!,23.01.2004 00:00,5.6,Kate Bosworth,23925,Victor Levin,2004,0,-0.28866825,-30,FALSE,13476,tt0335559,Win a Date with Tad Hamilton!,"A small-town girl wins a date with a Hollywood star through a contest. When the date goes better than expected, a love triangle forms between the girl, the celebrity, and the girl's best friend.",5.924226,"In every love story, there's only room for one leading man.",Win a Date with Tad Hamilton!,"Comedy, Romance",en,US,"celebrity, romantic comedy, male female relationship, movie star",2004,-0.28521384604263145,-0.8130501992831923,-0.6025144130842928,-0.6429608748809794
1325,40000000,Paramount Pictures,Other,10387706,The Perfect Score,30.01.2004 00:00,5.7,Scarlett Johansson,20826,Marc Hyman,2004,0,-0.74030735,-70,FALSE,13505,tt0314498,The Perfect Score,Six high school seniors decide to break into the Princeton Testing Center so they can steal the answers to their upcoming SAT tests and all get perfect scores.,6.2425,The S.A.T is hard to take. It's even harder to steal.,The Perfect Score,"Comedy, Crime",en,"DE, US","secret, test, school, student, hacking, exams",2004,0.39347823282044847,-0.6949910151639053,-0.6513815253681879,-0.553755245041358
1326,100000000,Touchstone Pictures,Other,67286731,Hidalgo,5.03.2004 00:00,6.7,Viggo Mortensen,70672,John Fusco,2004,0,-0.32713269,-30,FALSE,2023,tt0317648,Hidalgo,"Set in 1890, this is the story of a Pony Express courier who travels to Arabia to compete with his horse, Hidalgo, in a dangerous race for a massive contest prize, in an adventure that sends the pair around the world...",8.140709,Unbridled. Unbroken. Unbeaten.,Hidalgo,"Western, Adventure",en,"US, MA","horse race, horse, racehorse",2004,2.938573528556998,0.48560082602895877,0.13462366304841064,-0.02172646037079711
1327,500000,Other,Other,603951,Mean Creek,29.09.2004 00:00,7.3,Rory Culkin,27763,Jacob Estes,2004,1,0.207902,20,FALSE,12281,tt0377091,Mean Creek,"Teenagers living in small-town Oregon take a boat trip for a birthday celebration. When they get an idea to play a mean trick on the town bully, it suddenly goes too far. Soon they're forced to deal with the unexpected consequences of their actions.",12.428269,"Beneath the surface, everyone has a secret.",Mean Creek,"Crime, Drama",en,US,"suicide, alcohol, secret, birthday, lake, oregon, brother, party, love, friends, prank, bully, drug, gay man, naked, invite, dare",2004,-1.28204283687278,1.1939559307446768,-0.5419942527275359,1.179988069484509
1328,60000000,Other,Other,73780539,Christmas with the Kranks,24.11.2004 00:00,5.2,Tim Allen,30985,John Grisham,2004,1,0.22967565,20,FALSE,13673,tt0388419,Christmas with the Kranks,"Luther Krank is fed up with the commerciality of Christmas; he decides to skip the holiday and go on a vacation with his wife instead. But when his daughter decides at the last minute to come home, he must put together a holiday celebration.",7.584918,No! Ho! Ho!,Christmas with the Kranks,"Comedy, Family","es, en",US,"holiday, christmas",2004,1.2418433313992985,-1.2852869357603374,-0.4911875938767097,-0.17750320058266808
1329,58000000,New Line Cinema,Other,28328132,After the Sunset,12.11.2004 00:00,6.3,Pierce Brosnan,40092,Paul Zbyszewski,2004,0,-0.511583931,-50,FALSE,10589,tt0367479,After the Sunset,"Two master thieves (Brosnan and Hayek) are finally retiring after one last succesful mission. Residing in their own tropical paradise, their old nemesis, FBI Agent Stan P. Lloyd shows up to make sure they really are retired. Docked in the port is an ocean liner called the ""Diamond Cruise"" and Stan is convinced that they're not really retired at all, and that this is the next set up.",11.945666,Who will walk away?,After the Sunset,"Action, Comedy, Crime, Drama",en,US,"bahamas, master thief, crook couple",2004,1.1570068215414133,0.013364089551812711,-0.3475823045674378,1.0447244143399137
1330,40000000,Warner Bros.,Other,21215059,Torque,16.01.2004 00:00,4.0,Martin Henderson,24682,Matt Johnson,2004,0,-0.469623525,-50,FALSE,10718,tt0329691,Torque,"Biker Cary Ford is framed by an old rival and biker gang leader for the murder of another gang member who happens to be the brother of Trey, leader of the most feared biker gang in the country. Ford is now on the run trying to clear his name from the murder with Trey and his gang looking for his blood.",5.574983,Circuit of Fire,Torque,Action,en,"AU, US","ex-girlfriend, drug dealer, gang, motorcycle",2004,0.39347823282044847,-2.701997145191774,-0.5905775289284655,-0.7408464759105293
1331,23000000,Other,Other,6318709,Beyond the Sea,29.12.2004 00:00,6.7,Kevin Spacey,13453,Kevin Spacey,2004,0,-0.725273522,-70,FALSE,6478,tt0363473,Beyond the Sea,"Based on the life and career of legendary entertainer, Bobby Darin, the biopic moves back and forth between his childhood and adulthood, to tell the tale of his remarkable life. Kevin Spacey did his own singing for Beyond the Sea, recreating Bobby Darin's vocal style with uncanny accuracy.",8.963653,"In the era of cool, Bobby Darin was the soundtrack.",Beyond the Sea,"Drama, Music",en,"DE, GB, US","musical, perfectionist, rowboat, courtship",2004,-0.3276321009715739,0.48560082602895877,-0.7676439386851157,0.20892774902971195
1332,15000000,Other,Other,1339668,A Dirty Shame,24.09.2004 00:00,5.1,Tracey Ullman,11124,John Waters,2004,0,-0.9106888,-90,FALSE,13702,tt0365125,A Dirty Shame,"Sylvia Stickles runs a convenience store with her husband and mother-in-law. One day, Sylvia is hit on the head and transforms from an uptight prude to a sex-crazed lunatic. As she goes on a rampage through town, Sylvia attracts the attention of Ray Ray, a sexual healer and tow truck driver in search of the world's greatest orgasm. Their sexual revolution, however, causes a class war in their tiny Baltimore community.",7.665431,Threatening the very limits of common decency.,A Dirty Shame,Comedy,en,US,"male nudity, female nudity, dancer, orgy, group sex, striptease, sex addiction, sexappeal, pole dancer, sexual fantasy, nymphomaniac",2004,-0.6669781404031139,-1.4033461198796244,-0.8043691740865974,-0.1549370692766945
1333,20000000,New Line Cinema,Other,5005883,Birth,29.10.2004 00:00,6.1,Nicole Kidman,31210,Jean-Claude Carrière,2004,0,-0.74970585,-70,FALSE,10740,tt0337876,Birth,"It took Anna 10 years to recover from the death of her husband, Sean, but now she's on the verge of marrying her boyfriend, Joseph, and finally moving on. However, on the night of her engagement party, a young boy named Sean turns up, saying he is her dead husband reincarnated. At first she ignores the child, but his knowledge of her former husband's life is uncanny, leading her to believe that he might be telling the truth.",6.771415,Be careful what you wish for.,Birth,"Drama, Mystery, Thriller",en,"FR, DE, US, GB","loss of husband, reincarnation, friends, little boy, independent film, wedding",2004,-0.4548868657584014,-0.22275427868676032,-0.4876396428396408,-0.40551129263989427
1334,7000000,Other,Other,6601079,Bride & Prejudice,11.03.2005 00:00,6.2,Martin Henderson,18188,Jane Austen,2004,0,-0.056988714,-10,FALSE,57825,tt0361411,Bride & Prejudice,"A Bollywood update of Jane Austen's classic tale, in which Mrs. Bakshi is eager to find suitable husbands for her four unmarried daughters. When the rich single gentlemen Balraj and Darcy come to visit, the Bakshis have high hopes, though circumstance and boorish opinions threaten to get in the way of romance.",9.55791,Bollywood meets Hollywood... And it's a perfect match,Bride & Prejudice,"Drama, Comedy, Music, Romance","en, hi, hu, it, pa, es","GB, US","indian lead, bollywood, modern day adaptation, pride & prejudice, woman director",2005,-1.0063241798346538,-0.10469509456747328,-0.6929792801939109,0.3754857147184074
1335,50000000,Other,Other,6471394,The Big Bounce,30.01.2004 00:00,4.9,Owen Wilson,16502,Elmore Leonard,2004,0,-0.87057212,-90,FALSE,12634,tt0315824,The Big Bounce,"A small-time con artist and a Hawaiian real estate developer's mischievous, enterprising mistress team up for a potential $200,000 score.",6.496271,It's all in who you trust,The Big Bounce,"Comedy, Crime",en,US,"hotel, robbery, based on novel, judge, hawaii, blackmail, seduction, yacht, waterfall, delinquency, safe, stolen money, deception, skinny dipping, cell phone, double cross, beach house, elmore leonard, scheming, yellow bikini",2004,0.8176607821098735,-1.6394644881181963,-0.7195652599650135,-0.4826284741143246
1336,26000000,Other,Other,23222861,Agent Cody Banks 2: Destination London,12.03.2004 00:00,4.5,Frankie Muniz,12029,Jeffrey Jurgensen,2004,0,-0.106813038,-10,FALSE,17047,tt0358349,Agent Cody Banks 2: Destination London,"With all-new gadgets, high-flying action, exciting chases and a wisecracking new handler, Derek (Anthony Anderson), Cody has to retrieve the device before the world's leaders fall under the evil control of a diabolical villain.",12.59201,Adventure is an attitude.,Agent Cody Banks 2: Destination London,Comedy,en,US,"london england, cia, teenage hero, teen spy, cia agent",2004,-0.20037733618474643,-2.1117012245953424,-0.7900985265819426,1.225881290531687
1337,50000000,Miramax,Other,57890460,Shall We Dance,15.10.2004 00:00,6.1,Richard Gere,37878,Masayuki Suo,2004,1,0.1578092,20,FALSE,31530,tt0029546,Shall We Dance,"Ballet star Pete ""Petrov"" Peters arranges to cross the Atlantic aboard the same ship as the dancer he's fallen for but barely knows, musical star Linda Keene. By the time the ocean liner reaches New York, a little white lie has churned through the rumor mill and turned into a hot gossip item: that the two celebrities are secretly married.",3.786353,"Foot-free Fred and joyous Ginger...in their gayest, gladdest show!",Shall We Dance,"Comedy, Music, Romance","en, fr",US,"ballet dancer, musical",2004,0.8176607821098735,-0.22275427868676032,-0.3824941427721955,-1.2421625296882246
1338,55000000,Touchstone Pictures,Other,74541707,Ladder 49,1.10.2004 00:00,6.5,Joaquin Phoenix,50406,Lewis Colick,2004,1,0.355303764,40,FALSE,11128,tt0349710,Ladder 49,"Under the watchful eye of his mentor, Captain Mike Kennedy, probationary firefighter Jack Morrison matures into a seasoned veteran at a Baltimore fire station. However, Jack has reached a crossroads  as the sacrifices he's made have put him in harm's way innumerable times and significantly impacted his relationship with his wife and kids.",7.650411,Their greatest challenge lies in rescuing one of their own,Ladder 49,"Drama, Action, Thriller",en,US,"ledge, practical joke",2004,1.029752056754586,0.24948245779038572,-0.18494422902820104,-0.15914686511358692
1339,50000000,Touchstone Pictures,Other,37486138,Raising Helen,28.05.2004 00:00,6.0,Kate Hudson,32370,Patrick J. Clifton,2004,0,-0.25027724,-30,FALSE,4599,tt0350028,Raising Helen,"Helen Harris has a glamorous, big-city life working for one of New York's hottest modeling agencies. But suddenly her free-spirited life gets turned upside down when she must chose between the life she's always loved, and the new loves of her life!",12.448933,Her uptown life gets turned inside out!,Raising Helen,"Drama, Comedy, Romance",en,US,"new york, pastor, world of fasion, loss of parents, mannequin, fashion designer, family relationships",2004,0.8176607821098735,-0.3408134628060463,-0.4693479841596413,1.1857797619727612
1340,40000000,Other,Other,16323969,The Whole Ten Yards,9.04.2004 00:00,5.5,Bruce Willis,48262,Mitchell Kapner,2004,0,-0.591900775,-60,FALSE,2122,tt0327247,The Whole Ten Yards,"Jimmy 'The Tulip' Tudeski now spends his days compulsively cleaning his house and perfecting his culinary skills with his wife, Jill, a purported assassin who has yet to pull off a clean hit. Suddenly, an uninvited and unwelcome connection to their past unexpectedly shows up on Jimmy and Jill's doorstep; it's Oz, and he's begging them to help him rescue his wife, Cynthia.",7.15606,"They missed each other. This time, their aim is better.",The Whole Ten Yards,"Comedy, Thriller, Crime","en, he, hu",US,hitman,2004,0.39347823282044847,-0.9311093834024783,-0.21875226024364838,-0.2977032420618979
1341,7000000,Other,Other,2921738,Veer-Zaara,12.11.2004 00:00,7.9,Shah Rukh Khan,39916,Aditya Chopra,2004,0,-0.582608857,-60,FALSE,4251,tt0420332,Veer-Zaara,"The story of the love between Veer Pratap Singh, an Indian, and Zaara Hayaat Khan, a Pakistani...a love so great it knows no boundaries...",3.319516,A Love Legend,Veer-Zaara,"Drama, Romance",hi,IN,"love of one's life, pilot, class society, pakistan, india, kashmir conflict",2004,-1.0063241798346538,1.9023110354603958,-0.3503575907119895,-1.3730073006008325
1342,26000000,Other,Other,45489752,In Good Company,14.01.2005 00:00,6.5,Dennis Quaid,50314,Paul Weitz,2004,1,0.749605846,70,FALSE,1901,tt0385267,In Good Company,"Dan Foreman is a seasoned advertisement sales executive at a high-ranking publication when a corporate takeover results in him being placed under naive supervisor Carter Duryea, who is half his age. Matters are made worse when Dan's new supervisor becomes romantically involved with his daughter an 18 year-old college student Alex.",7.684185,"He's rich, young and handsome. He's in love with you and he's your dad's boss.",In Good Company,"Comedy, Drama, Romance","en, it",US,"midlife crisis, daughter, bad boss",2005,-0.20037733618474643,0.24948245779038572,-0.18639494678558033,-0.14968071034692865
1343,19250000,Other,Other,4434432,Spartan,12.03.2004 00:00,6.6,Val Kilmer,27340,David Mamet,2004,0,-0.769639896,-80,FALSE,11169,tt0360009,Spartan,"U.S. government agent Scott is assigned to rescue the daughter of a high-ranking government official. As willing as he is to bend the rules to get things done, though, Scott is shocked to find that others are willing to go even further to protect a political career.",7.364519,She's missing,Spartan,"Mystery, Action, Drama, Thriller, Crime","en, ru, sv","DE, US","secret agent, politics, dubai, illegal prostitution",2004,-0.4867005569551083,0.3675416419096717,-0.5486644006772253,-0.2392764890417404
1344,8000000,Other,Spike Lee,365134,She Hate Me,30.07.2004 00:00,5.3,Anthony Mackie,6600,Michael Genet,2004,0,-0.95435825,-100,FALSE,20912,tt0384533,She Hate Me,"Fired from his job, a former executive turns to impregnating wealthy lesbians for profit.",5.126696,18 women want children. Jack is a white collar whistle-blower in need of a job.,She Hate Me,"Comedy, Drama","en, de, es",US,independent film,2004,-0.9639059249057114,-1.1672277516410514,-0.8757066429385953,-0.86649206488077
