,budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year,isprofit,profitability_ratio,profitability_ratio_bucket,adult,id,imdb_id,original_title,overview,title,genres_edited,spoken_languages_edited,keywords_edited,year_released,budget_norm,runtime_norm,score_norm,votes_norm
1262,40000000,Dimension Films,USA,Other,Horror,605562,Below,R,18.10.2002 00:00,105,6.2,Bruce Greenwood,18804,Lucas Sussman,2002,0,-0.98486095,-100,FALSE,12590,tt0276816,Below,"In the dark silence of the sea during World War II, the submarine U.S.S. Tiger Shark prowls on what should be a routine rescue mission. But for the shell-shocked crew, trapped together in the sub's narrow corridors and constricted spaces, this is about to become a journey into the sensory delusions, mental deceptions and runaway fear that lurk just below the surface of the ocean.",Below,"Thriller, Horror, Mystery",en,"suicide, male nudity, diving, submarine, nurse, world war ii, nudity, soldier, corpse, explosion, rescue team, mirror, underwater scene, ghost, depth charge",2002,0.44568674058347935,-0.015681174245992503,-0.07095432795885744,-0.6336700133371129
1263,16000000,DreamWorks,USA,Woody Allen,Comedy,4839383,Hollywood Ending,PG-13,3.05.2002 00:00,112,6.6,Woody Allen,23072,Woody Allen,2002,0,-0.697538563,-70,FALSE,9689,tt0278823,Hollywood Ending,"Woody Allen stars as Val Waxman, a two-time Oscar winner turned washed-up, neurotic director in desperate need of a comeback. When it comes, Waxman finds himself backed into a corner: Work for his ex-wife Ellie or forfeit his last shot. Is Val blinded by love when he opts for the reconnect? Is love blind when it comes to Ellie's staunch support? Literally and figuratively, the proof is the picture.",Hollywood Ending,"Comedy, Drama","zh, en","blindness and impaired vision, creative crisis, film director",2002,-0.5691630142670652,0.48179839712325023,0.40149897668582,-0.5592526409275758
1264,35000000,Walt Disney Pictures,Other,Other,Adventure,81172560,Snow Dogs,PG,18.01.2002 00:00,99,5.1,Cuba Gooding Jr.,21710,Jim Kouf,2002,1,1.319216,130,FALSE,11888,tt0281373,Snow Dogs,"When a Miami dentist inherits a team of sled dogs, he's got to learn the trade or lose his pack to a crusty mountain man.",Snow Dogs,"Adventure, Comedy, Family",en,"adoption, log cabin, alaska, sled dogs",2002,0.23425970832294923,-0.4420922354196291,-1.3702009157317228,-0.5830006402766361
1265,8500000,Twentieth Century Fox Film Corporation,USA,Other,Drama,28563926,Swimfan,PG-13,6.09.2002 00:00,85,5.0,Jesse Bradford,17091,Charles F. Bohl,2002,1,2.360461882,240,FALSE,20616,tt0283026,Swimfan,"Ben Cronin has it all: the admiration of his many friends, a terrific girlfriend, and he's on the fast-track to an athletic scholarship. Ben's rock-solid, promising future and romance are turned upside-down with the arrival of Madison Bell. Madison, the new girl in town, quickly sets her sights on the impressionable Ben. While their first few meetings are innocent enough, the obsessive and seductive Madison wants more ... much more.",Swimfan,"Drama, Thriller",en,"competition, coma, infidelity, obsession, bathing, high school, femme fatale, athlete, hospital, swimmer, swimming, troubled teen",2002,-0.8863035626578604,-1.4370513781581147,-1.4883142418928919,-0.6635380918135744
1266,20000000,Fox 2000 Pictures,USA,Other,Comedy,56398162,Drumline,PG-13,13.12.2002 00:00,118,5.7,Nick Cannon,29636,Shawn Schepps,2002,1,1.8199081,180,FALSE,13497,tt0303933,Drumline,"A fish-out-of-water comedy about a talented street drummer from Harlem who enrolls in a Southern university, expecting to lead its marching band's drumline to victory. He initially flounders in his new world, before realizing that it takes more than talent to reach the top.",Drumline,"Drama, Romance, Comedy, Music",en,"music rehearsal, fraternity initiation, television broadcast, white male pretending to be black, sorority party, push ups",2002,-0.4000213884586411,0.9082094582968868,-0.6615209587647051,-0.44480193040831567
1267,50000000,Other,USA,Clint Eastwood,Action,26199517,Blood Work,R,9.08.2002 00:00,110,6.4,Clint Eastwood,36540,Michael Connelly,2002,0,-0.47600966,-50,FALSE,9573,tt0309377,Blood Work,"Still recovering from a heart transplant, a retired FBI profiler returns to service when his own blood analysis offers clues to the identity of a serial killer.",Blood Work,"Crime, Drama, Mystery, Thriller","en, es","houseboat, heart, investigation, police, ex-cop, suspense, heart transplant, fbi profiler",2002,0.8685408051045396,0.339661376732038,0.16527232436348183,-0.3244229381132256
1268,30000000,Twentieth Century Fox Film Corporation,USA,Other,Comedy,51432423,Like Mike,PG,3.07.2002 00:00,99,5.1,Shad Moss,16153,Michael Elliot,2002,1,0.7144141,70,FALSE,21972,tt0308506,Like Mike,"Calvin and his friends, who all live in an orphanage, find old shoes with the faded letters MJ connected to a powerline. One stormy night, they go to get the shoes when Calvin and the shoes are struck by lightning. Calvin now has unbelievable basketball powers and has the chance to play for the NBA.",Like Mike,"Comedy, Drama, Family, Fantasy",en,"bet, lightning, sports team, sport, basketball, bullying, orphanage, teenager",2002,0.022832676062419115,-0.4420922354196291,-1.3702009157317228,-0.6798931750657172
1269,85000000,Other,USA,Other,Action,38082712,Showtime,PG-13,15.03.2002 00:00,95,5.5,Robert De Niro,54818,Jorge Saralegui,2002,0,-0.551968094,-60,FALSE,5851,tt0284490,Showtime,A spoof of buddy cop movies where two very different cops are forced to team up on a new reality based T.V. cop show.,Showtime,"Action, Comedy",en,"police operation, police everyday life, fugitive",2002,2.3485300309282504,-0.7263662762020535,-0.8977476110870444,-0.005725484293750298
1270,70000000,Columbia Pictures Corporation,USA,Other,Action,33105600,I Spy,PG-13,1.11.2002 00:00,97,5.4,Eddie Murphy,43883,Morton S. Fine,2002,0,-0.527062857,-50,FALSE,8427,tt0297181,I Spy,"When the Switchblade, the most sophisticated prototype stealth fighter created yet, is stolen from the U.S. government, one of the United States' top spies, Alex Scott, is called to action. What he doesn't expect is to get teamed up with a cocky civilian, World Class Boxing Champion Kelly Robinson, on a dangerous top secret espionage mission. Their assignment: using equal parts skill and humor, catch Arnold Gundars, one of the world's most successful arms dealers.",I Spy,"Action, Adventure, Comedy, Thriller","en, hu, ru","budapest, kidnapping, boxer, secret agent, liberation of hostage, hostage-taking, woman director",2002,1.71424893414666,-0.5842292558108413,-1.0158609372482135,-0.19638948787816665
1271,70000000,Other,USA,Other,Drama,19076815,Hart's War,R,15.02.2002 00:00,125,6.3,Bruce Willis,45910,John Katzenbach,2002,0,-0.727474071,-70,FALSE,10592,tt0251114,Hart's War,"Fourth-generation Army Col. William McNamara is imprisoned in a brutal German POW camp. Still, as the senior-ranking American officer, he commands his fellow inmates, keeping a sense of honor alive in a place where honor is easy to destroy, all under the dangerous eye of the Luftwafe vetran Col. Wilhelm Visser. Never giving up the fight to win the war, McNamara is silently planning, waiting for his moment to strike back at the enemy. A murder in the camp gives him the chance to set a risky plan in motion. With a court martial to keep Visser and the Germans distracted, McNamara orchestrates a cunning scheme to escape and destroy a nearby munitions plant, enlisting the unwitting help of young Lt. Tommy Hart. Together with his men, McNamara uses a hero's resolve to carry out his mission, ultimately forced to weigh the value of his life against the good of his country.",Hart's War,"Drama, War","en, de","black people, world war ii, prisoners of war, u.s. army, war, escape, tribunal, trial, soldier, military tribunal, xenophobia",2002,1.71424893414666,1.4056890296661295,0.04715899820231167,-0.16104646682049753
1272,25000000,Universal Pictures,USA,Other,Action,38230435,Undercover Brother,PG-13,31.05.2002 00:00,86,5.8,Eddie Griffin,30636,John Ridley,2002,1,0.5292174,50,FALSE,12277,tt0279493,Undercover Brother,"An Afro-American organization, the B.R.O.T.H.E.R.H.O.O.D., is in permanent fight against a white organization ""The Man"" defending the values of the black people in North America. When the Afro-American candidate Gen. Warren Boutwell behaves strangely in his presidential campaign, Undercover Brother is hired to work undercover for ""The Man"" and find what happened with the potential candidate.",Undercover Brother,"Action, Comedy",en,"usa president, double life, policy and organisations, undercover, intelligence, partner, duringcreditsstinger",2002,-0.188594356198111,-1.3659828679625086,-0.543407632603536,-0.42736580753822734
1273,10000000,Other,Other,Other,Crime,8111360,Dirty Pretty Things,R,5.09.2003 00:00,97,7.4,Chiwetel Ejiofor,36601,Steven Knight,2002,0,-0.188864,-20,FALSE,3472,tt0301199,Dirty Pretty Things,"An urban hotel in London is a gathering and flash point for legal and illegal immigrants attempting to cobble together their lives in a new country. The immigrants include Senay, a Turkish woman, and a Nigerian doctor named Okwe who is working as a night porter at the hotel. The pair discover the hotel is a front for all sorts of clandestine activities. Their only wish is to avoid possible deportation. Okwe becomes more entangled in the goings on when he is called to fix a toilet in one of the rooms. He discovers the plumbing has been clogged by a human heart.",Dirty Pretty Things,"Crime, Drama, Thriller","fr, so, es, en","london england, prostitute, hotel, night watchman, illegal immigration, immigration law, transplanted organ, turk, delinquency",2003,-0.8228754529797013,-0.5842292558108413,1.3464055859751771,-0.3233593346181502
1274,27000000,Other,USA,Other,Drama,69599016,Divine Secrets of the Ya-Ya Sisterhood,PG-13,7.06.2002 00:00,116,6.0,Sandra Bullock,16109,Rebecca Wells,2002,1,1.577741333,160,FALSE,9583,tt0279778,Divine Secrets of the Ya-Ya Sisterhood,"A mother and daughter dispute is resolved by the ""Yaya sisterhood"" - long time friends of the mother.",Divine Secrets of the Ya-Ya Sisterhood,"Comedy, Drama, Romance",en,"secret society, conciliation, marriage, mother daughter relationship, playwright, family feud, woman director",2002,-0.10402354329389894,0.7660724379056746,-0.3071809802811967,-0.6806603644720011
1275,12500000,Fox Searchlight Pictures,USA,Other,Biography,21078145,Antwone Fisher,PG-13,10.01.2003 00:00,120,7.3,Denzel Washington,28371,Antwone Fisher,2002,1,0.6862516,70,FALSE,13435,tt0168786,Antwone Fisher,"A sailor prone to violent outbursts is sent to a naval psychiatrist for help. Refusing at first to open up, the young man eventually breaks down and reveals a horrific childhood. Through the guidance of his doctor, he confronts his painful past and begins a quest to find the family he never knew.",Antwone Fisher,"Drama, Romance","en, ja, ru, es","u.s. navy, biography",2003,-0.7171619368494363,1.0503464786880992,1.228292259814007,-0.46685862583897747
1276,7500000,Paramount Pictures,USA,Other,Crime,10460089,Narc,R,10.01.2003 00:00,105,7.2,Ray Liotta,35355,Joe Carnahan,2002,1,0.394678533,40,FALSE,11022,tt0272207,Narc,"An undercover narc dies, the investigation stalls, so the Detroit P.D. brings back Nick Tellis, fired 18-months ago when a stray bullet hits a pregnant woman. Tellis teams with Henry Oak, a friend of the dead narc and an aggressive cop constantly under the scrutiny of internal affairs. They follow leads and informants turn up dead.",Narc,"Action, Crime, Drama, Thriller","en, de, pl","assertion, investigation, internal affairs, narcotics cop",2003,-0.9285889691099664,-0.015681174245992503,1.1101789336528378,-0.3450847437142803
1277,55000000,Warner Bros.,Other,Other,Comedy,8355815,Death to Smoochy,R,29.03.2002 00:00,109,6.4,Robin Williams,35823,Adam Resnick,2002,0,-0.848076091,-80,FALSE,9275,tt0266452,Death to Smoochy,"Tells the story of Rainbow Randolph, the corrupt, costumed star of a popular children's TV show, who is fired over a bribery scandal and replaced by squeaky-clean Smoochy, a puffy fuscia rhinoceros. As Smoochy catapults to fame - scoring hit ratings and the affections of a network executive - Randolph makes the unsuspecting rhino the target of his numerous outrageous attempts to exact revenge and reclaim his status as America's sweetheart.",Death to Smoochy,"Comedy, Crime, Drama, Thriller",en,"corruption, moderator, tv show, success, irish mob, duringcreditsstinger",2002,1.0799678373650696,0.2685928665364319,0.16527232436348183,-0.33692463821107893
1278,29000000,Other,Other,Other,Comedy,16930185,Serving Sara,PG-13,23.08.2002 00:00,100,5.3,Matthew Perry,15017,Jay Scherick,2002,0,-0.416200517,-40,FALSE,12771,tt0261289,Serving Sara,"Serving Sara is a 2002 romantic comedy film which stars Matthew Perry, Elizabeth Hurley and Bruce Campbell. Joe Tyler (Perry) is a process server who is given the assignment to serve Sara Moore (Hurley) with divorce papers.",Serving Sara,"Comedy, Romance","es, en","wealth, falling in love, divorce, pretty woman, winery",2002,-0.019452730389686906,-0.37102372522402305,-1.1339742634093837,-0.6997006106461376
1279,12000000,Other,USA,Other,Comedy,10198766,Sorority Boys,R,22.03.2002 00:00,93,5.4,Barry Watson,12478,Joe Jarvis,2002,0,-0.150102833,-20,FALSE,6020,tt0279781,Sorority Boys,"Three friends who head the Social Committee in a frat house, called KOK (Kappa Omicron Kappa), are charged with stealing money their fraternity has been saving for a cocktail cruise at the end of the semester, the one that guarantees them a spot at a very high paying company.",Sorority Boys,Comedy,en,"sorority, cross dressing, university, t shirt, sorority girl, drag, yearbook, roofie, sorority house",2002,-0.7383046400754892,-0.8685032965932658,-1.0158609372482135,-0.743970926613292
1280,17000000,Dimension Films,USA,Other,Horror,12840842,They,PG-13,27.11.2002 00:00,89,4.8,Laura Regan,11322,Brendan Hood,2002,0,-0.244656353,-20,FALSE,16028,tt0283632,They,"After witnessing a horrific and traumatic event, Julia Lund, a graduate student in psychology, gradually comes to the realization that everything which scared her as a child could be real. And what's worse, it might be coming back to get her..",They,"Horror, Thriller",en,"suicide, asylum, nightmare, darkness, supernatural, suspense",2002,-0.5268776078149592,-1.1527773373756902,-1.7245408942152312,-0.7641270846511141
1281,4000000,Other,USA,Other,Comedy,562059,Poolhall Junkies,R,28.02.2003 00:00,99,7.0,Mars Callahan,8858,Mars Callahan,2002,0,-0.85948525,-90,FALSE,14293,tt0273982,Poolhall Junkies,A retired pool hustler is forced to pick up the stick again when his brother starts a game he can't finish.,Poolhall Junkies,"Comedy, Drama, Thriller",en,"hustler, independent film, pool",2003,-1.0765878916923375,-0.4420922354196291,0.8739522813304985,-0.8070896914030119
1282,25000000,Paramount Pictures,USA,Other,Drama,10727683,Abandon,PG-13,18.10.2002 00:00,99,4.9,Katie Holmes,8168,Stephen Gaghan,2002,0,-0.57089268,-60,FALSE,15992,tt0267248,Abandon,"A psychological thriller about a senior at one of America's most prestigious universities. Under enormous pressure to complete her thesis and earn a top job at one of the world's most competitive consulting firms, Katie is still coping with the sudden unexplained disappearance of her first love two years prior. As the investigation continues, Katie is forced to choose between past passions and new possibilities, even as new facts are uncovered.",Abandon,"Drama, Mystery, Thriller","it, en","alcohol, detective, dancer, nightmare, college, job, party, elite, suspense, drug, boyfriend, thesis, pressure",2002,-0.188594356198111,-0.4420922354196291,-1.6064275680540612,-0.8191206161833728
1283,3000000,Other,USA,Other,Comedy,5844929,Real Women Have Curves,PG-13,8.11.2002 00:00,90,7.0,America Ferrera,6236,Josefina Lopez,2002,1,0.948309667,90,FALSE,30309,tt0296166,Real Women Have Curves,"There's more to Ana Garcia than meets the eye. Should she leave home, go to college and experience life? Or stay home, get married, and keep working in her sister’s struggling garment factory? It may seem like an east decision, but for 18 year-old Ana, every choice she makes this summer will change her life. At home, she is bound to a mother who wants her to become someone she's not. But at school, she's encouraged by a teacher who sees her potential and adored by a boyfriend who loves her for who she is. Right now, Ana may be making clothes for less shapely women. But she's about to discover that real women take chances, have flaws, embrace life, and above all, have curves!",Real Women Have Curves,"Comedy, Drama",en,"independent film, woman director",2002,-1.1188732981444434,-1.081708827180084,0.8739522813304985,-0.8528072055683836
1284,35000000,Walt Disney Pictures,USA,Other,Comedy,16988996,The Country Bears,G,26.07.2002 00:00,88,4.0,Haley Joel Osment,4149,Mark Perez,2002,0,-0.514600114,-50,FALSE,18357,tt0276033,The Country Bears,"For Beary Barrington, The Country Bears' young #1 fan, fitting in with his all-too-human family is proving im-paws-ible. When he runs away to find Country Bear Hall and his heroes, he discovers the venue that made them famous is near foreclosure. Beary hightails it over the river and through the woods to get the Bears in the Band back together for an all-out reunion concert to save Country Bear Hall.",The Country Bears,"Adventure, Comedy, Family",en,"human animal relationship, musical, clowning, bear, social satire, aftercreditsstinger, duringcreditsstinger",2002,0.23425970832294923,-1.2238458475712963,-2.6694475035045873,-0.889196393998258
1285,10000000,Other,Other,Bruce Beresford,Drama,1483975,Evelyn,PG,25.12.2002 00:00,94,7.0,Pierce Brosnan,5611,Paul Pender,2002,0,-0.8516025,-90,FALSE,21868,tt0298856,Evelyn,"Desmond Doyle is devastated when his wife abandons their family on the day after Christmas. His unemployment and the fact that there is no woman in the house to care for the children, Evelyn, Dermot and Maurice, make it clear to the authorities that his is an untenable situation. The Catholic Church and the Irish courts decide to put the Doyle children into Church-run orphanages.",Evelyn,Drama,en,christmas,2002,-0.8228754529797013,-0.7974347863976596,0.8739522813304985,-0.8637047823621888
1286,11000000,Other,Other,Other,Comedy,4814244,Slackers,R,1.02.2002 00:00,86,5.3,Devon Sawa,12825,David H. Steinberg,2002,0,-0.562341455,-60,FALSE,20009,tt0240900,Slackers,"Dave, Sam and Jeff are about to graduate from Holden University with honors in lying, cheating and scheming. The three roommates have proudly scammed their way through the last four years of college and now, during final exams, these big-men-on-campus are about to be busted by the most unlikely dude in school. Self-dubbed Cool Ethan, an ambitious nerd with a bad crush, enters their lives one day and everything begins to unravel.",Slackers,"Comedy, Romance",en,"male nudity, drug abuse, job interview, eavesdropping, fall, comedy, troll, cheating wife, backpack, sponge bath, repairman",2002,-0.7805900465275953,-1.3659828679625086,-1.1339742634093837,-0.7379205919773714
1287,60000000,Warner Bros.,USA,Other,Comedy,32122249,Analyze That,R,6.12.2002 00:00,96,5.9,Robert De Niro,73442,Kenneth Lonergan,2002,0,-0.464629183,-50,FALSE,9932,tt0289848,Analyze That,"The mafia's Paul Vitti is back in prison and will need some serious counseling when he gets out. Naturally, he returns to his analyst Dr. Ben Sobel for help and finds that Sobel needs some serious help himself as he has inherited the family practice, as well as an excess stock of stress.",Analyze That,"Comedy, Crime",en,"prison, gold, therapist, gangster",2002,1.2913948696255997,-0.6552977660064474,-0.4252943064423658,0.31900486803877554
1288,3500000,Other,USA,Other,Adventure,236266,Gerry,R,20.09.2002 00:00,103,6.2,Casey Affleck,15933,Casey Affleck,2002,0,-0.932495429,-90,FALSE,1956,tt0302674,Gerry,Two friends named Gerry become lost in the desert after taking a wrong turn. Their attempts to find their way home only lead them into further trouble.,Gerry,"Mystery, Drama, Adventure",en,"desperation, highway, wilderness, getting lost, friendship, murder, best friend, desert, very little dialogue, tarkovskyesque, friend",2002,-1.0977305949183904,-0.1578181946372047,-0.07095432795885744,-0.6837291220971367
1289,7000000,Other,USA,Other,Biography,2062066,Auto Focus,R,1.11.2002 00:00,105,6.6,Greg Kinnear,11759,Robert Graysmith,2002,0,-0.705419143,-70,FALSE,14112,tt0298744,Auto Focus,"A successful TV star during the 1960s, former ""Hogan's Heroes"" actor Bob Crane projects a wholesome family-man image, but this front masks his persona as a sex addict who records and photographs his many encounters with women, often with the help of his seedy friend, John Henry Carpenter. This biographical drama reveals how Crane's double life takes its toll on him and his family, and ultimately contributes to his death",Auto Focus,"Drama, Crime",en,"male nudity, adultery, based on novel, infidelity, tv show, blow job, video, biography, sex addiction, based on true story, independent film, sex addict",2002,-0.9497316723360194,-0.015681174245992503,0.40149897668582,-0.7565074989568855
1290,10000000,Other,USA,Other,Action,6044618,Deuces Wild,R,3.05.2002 00:00,96,5.6,Stephen Dorff,6400,Paul Kimatian,2002,0,-0.3955382,-40,FALSE,13201,tt0231448,Deuces Wild,"1950s New York City. A bad and bloody gang war is about to erupt on the dysfunctional streets of Brooklyn. The Deuces at war with the vicious Vipers. Scott Kalvert directs this tale of lust, drugs, mayhem and madness during one hot summer on the streets of New York.",Deuces Wild,"Action, Crime, Drama, Romance",en,"gang, new york city, drug overdose",2002,-0.8228754529797013,-0.6552977660064474,-0.7796342849258753,-0.8499476814176892
1291,9000000,Other,USA,Other,Comedy,4681503,Igby Goes Down,R,4.10.2002 00:00,98,7.0,Kieran Culkin,29911,Burr Steers,2002,0,-0.479833,-50,FALSE,9685,tt0280760,Igby Goes Down,A young man's peculiar upbringing renders him unable to competently cope with the struggle of growing up.,Igby Goes Down,"Comedy, Drama",en,"father son relationship, patenonkel, independent film, falling in love",2002,-0.8651608594318073,-0.5131607456152353,0.8739522813304985,-0.4400069966190414
1292,60000000,Universal Pictures,Other,Other,Mystery,5350371,The Truth About Charlie,PG-13,25.10.2002 00:00,104,4.8,Mark Wahlberg,8899,Peter Stone,2002,0,-0.91082715,-90,FALSE,13440,tt0270707,The Truth About Charlie,"The Truth About Charlie is a 2002 remake of the 1963 film Charade (which starred Cary Grant and Audrey Hepburn). It is also an homage to François Truffaut's Shoot the Piano Player and that film's star Charles Aznavour appeared as himself and sang his song ""Quand tu m'aimes"" (English version).",The Truth About Charlie,"Mystery, Thriller","ar, en, fr, de",suspense,2002,1.2913948696255997,-0.08674968444159861,-1.7245408942152312,-0.8063748103653383
1293,2000000,Miramax,USA,Steven Soderbergh,Comedy,2506446,Full Frontal,R,2.08.2002 00:00,101,4.8,Julia Roberts,8888,Coleman Hough,2002,1,0.253223,30,FALSE,15186,tt0290212,Full Frontal,"A contemporary comedy set in Los Angeles, Full Frontal traces the complicated relationship among seven friends as they deal with the fragile connections that bind them together. Full Frontal takes place during a twenty-four hour period - a day in the life of missed connections.",Full Frontal,"Comedy, Drama, Romance",en,independent film,2002,-1.1611587045965495,-0.29995521502841693,-1.7245408942152312,-0.8065666077169092
1294,13000000,Screen Gems,USA,Other,Action,15361537,Half Past Dead,PG-13,15.11.2002 00:00,98,4.6,Morris Chestnut,12824,Don Michael Paul,2002,1,0.181656692,20,FALSE,10167,tt0297162,Half Past Dead,This movie tells the story of a man who goes undercover in a hi-tech prison to find out information to help prosecute those who killed his wife. While there he stumbles onto a plot involving a death-row inmate and his $200 million stash of gold.,Half Past Dead,"Crime, Action, Thriller",en,"resistance, undercover, alcatraz, stolen money",2002,-0.6960192336233832,-0.5131607456152353,-1.9607675465375705,-0.7379380281002414
1295,14000000,New Line Cinema,USA,Other,Action,25482931,All About the Benjamins,R,8.03.2002 00:00,95,5.8,Ice Cube,10283,Ronald Lang,2002,1,0.820209357,80,FALSE,13950,tt0278295,All About the Benjamins,"Bucum Jackson (Cube) is a bounty hunter with a lot of attitude and no interest in taking on a partner. Working at Martinez Bail Bonds, Jackson has unorthodox methods of tracking down low-life criminals, but they work, and one day he hopes to become his own boss and open up his own private investigation firm. Reggie Wright (Epps) is a slippery con artist who is avoiding the law, and Jackson. During a cat and mouse chase, the two stumble on a multi-million dollar diamond heist. Hiding from Jackson, Wright finds himself in the thieves' getaway van and ends up having to escape from them after they discover their booty is fake, much to the displeasure of their ruthless boss (Flanagan). When Wright meets up with his girlfriend (Mendes), he discovers that his recently purchased lottery ticket is the sole winner of $60 million. Unfortunately, his wallet, which held the ticket, was left in the thieves' van, so he persuades Jackson to help him get it back.",All About the Benjamins,"Action, Adventure, Comedy","en, fr","record store, sexuality, autograph, underwear, painting, safe, sexual attraction, motorcycle, juvenile delinquent, stoner, music store, hand on crotch, premarital sex, raised middle finger, employer employee relationship, cupcake, twenty something, money bag, sidewalk, storem",2002,-0.6537338271712773,-0.7263662762020535,-0.543407632603536,-0.782243216313136
1296,10000000,Fox Searchlight Pictures,USA,Other,Comedy,30307416,The Banger Sisters,R,20.09.2002 00:00,100,5.6,Susan Sarandon,13034,Bob Dolman,2002,1,2.0307416,200,FALSE,9034,tt0280460,The Banger Sisters,"In the late '60s, the self-proclaimed belles of the rock 'n' roll ball, rocked the worlds of every music legend whose pants they could take off -- and they have the pictures to prove it. But it's been more than two decades since the Banger Sisters earned their nickname -- or even laid eyes on each other. Their reunion is the collision of two women's worlds; one who's living in the past, and one who's hiding from it. Together they learn to live in the moment.",The Banger Sisters,"Comedy, Drama",en,"tattoo, rock star, groupie, past, family",2002,-0.8228754529797013,-0.37102372522402305,-0.7796342849258753,-0.7342764422975229
1297,11000000,Universal Pictures,Other,Other,Comedy,3034181,The Guru,R,14.02.2003 00:00,94,5.4,Jimi Mistry,13953,Tracey Jackson,2002,0,-0.724165364,-70,FALSE,9027,tt0280720,The Guru,"Bored with Bollywood movies but fascinated with their Hollywood counterparts from his youth, Ram dreams to become a singer and actor in America, the country where dreams are made. He is encouraged when his American-based close friend, Vijay Rao, comes for visit, and brags about driving a Mercedes and living in a penthouse.",The Guru,"Comedy, Romance","en, hi, hu, es","sex, indian lead, dancing master, new love, porn actor, guru, wedding, sex comedy, woman director",2003,-0.7805900465275953,-0.7974347863976596,-1.0158609372482135,-0.7182526453799116
1298,11000000,Other,USA,Other,Animation,11411644,The Powerpuff Girls Movie,PG,3.07.2002 00:00,73,6.5,Cathy Cavadini,8247,Charlie Bean,2002,1,0.037422182,0,FALSE,59387,tt0289408,The Powerpuff Girls Movie,"The Powerpuff Girls Movie tells the origin story of how the Powerpuff Girls were created and how they came to be the defenders of Townsville. It was the first Hanna-Barbera/Cartoon Network Studios theatrical feature film since 1993's Once Upon a Forest, and is the only film based on a Cartoon Network series to be released theatrically.",The Powerpuff Girls Movie,"Animation, Action, Family",en,"based on tv series, female protagonist, super powers, hero trio",2002,-0.7805900465275953,-2.289873500505388,0.2833856505246509,-0.8177431624766359
1299,25000000,Paramount Pictures,USA,Other,Animation,40108697,The Wild Thornberrys Movie,PG,20.12.2002 00:00,85,5.3,Tim Curry,12741,Arlene Klasky,2002,1,0.60434788,60,FALSE,14317,tt0282120,The Wild Thornberrys Movie,"Eliza and Debbie are two sisters who don't always get along. But their relationship is put to the test when Debbie's life is in danger, and Eliza might have to give up her power to talk to animals....",The Wild Thornberrys Movie,"Animation, Adventure, Family","en, it","sister sister relationship, safari, wildlife, baboon, chimpanzee, woman director",2002,-0.188594356198111,-1.4370513781581147,-1.1339742634093837,-0.7393852262984587
1300,12000000,Other,USA,Other,Comedy,333976,Welcome to Collinwood,R,18.10.2002 00:00,86,6.4,George Clooney,12971,Anthony Russo,2002,0,-0.972168667,-100,FALSE,9260,tt0271259,Welcome to Collinwood,"Five hapless inner-city low-lifes attempt to burgle a pawnbroker's safe, but end up being plagued by bad luck.",Welcome to Collinwood,Comedy,en,"safe, remake, heist, inner city",2002,-0.7383046400754892,-1.3659828679625086,0.16527232436348183,-0.7353749180383384
1301,15600000,Other,USA,Other,Comedy,13571817,Juwanna Mann,PG-13,21.06.2002 00:00,91,4.5,Miguel A. Núñez Jr.,5482,Bradley Allenstein,2002,0,-0.130011731,-10,FALSE,35696,tt0247444,Juwanna Mann,"A basketball star is booted out of the NBA when his on-court antics go too far, so he poses as a woman and joins the WUBA.",Juwanna Mann,"Comedy, Drama",en,"sport, basketball, cross dressing, man dressed as woman",2002,-0.5860771768479076,-1.010640316984478,-2.07888087269874,-0.8659540422124302
1302,1500000,Fox Searchlight Pictures,USA,Other,Drama,4599680,Thirteen,R,19.09.2003 00:00,100,6.8,Evan Rachel Wood,72230,Catherine Hardwicke,2003,1,2.066453333,210,FALSE,11023,tt0328538,Thirteen,"Tracy is a normal 13-year-old trying to make it in school. After befriending the most popular girl at school, Evie, Tracy's world is turned upside down when Evie introduces her to a world of sex, drugs and cash. But it isn't long before Tracy's new world and attitude finally takes a toll on her, her family, and old friends.",Thirteen,"Crime, Drama","en, pt, es","cheating, dysfunctional family, teen angst, underage drinking, domestic violence, makeover, drug overdose, teacher student relationship, street life, movie theater, razor blade, tattoo shop, peer pressure, shoe store, overachiever, reference to jack black, flunking out of school, promiscuous mother, glue sniffing, woman director",2003,-1.1823014078226024,-0.37102372522402305,0.6377256290081593,0.29787228712022845
1303,12600000,Summit Entertainment,USA,Other,Horror,15417771,Wrong Turn,R,30.05.2003 00:00,84,6.1,Eliza Dushku,93636,Alan B. McElroy,2003,1,0.223632619,20,FALSE,9902,tt0295700,Wrong Turn,"Chris crashes into a carload of other young people, and the group of stranded motorists is soon lost in the woods of West Virginia, where they're hunted by three cannibalistic mountain men who are grossly disfigured by generations of inbreeding.",Wrong Turn,"Horror, Thriller",en,"life and death, death of a friend, parts of dead body",2003,-0.7129333962042257,-1.5081198883537206,-0.1890676541200276,0.6711099332773401
