budget,gross,name,released,runtime,score,votes,year,isprofit,profitability_ratio,profitability_ratio_bucket
14000000,6640346,Fresh Horses,18.11.1988 00:00,105,5,1439,1988,0,-0.525689571,-50
5000000,3588626,Dead Heat,29.06.1988 00:00,86,6,5127,1988,0,-0.2822748,-30
210000,107352,Not of This Earth,20.05.1988 00:00,81,4.5,1724,1988,0,-0.4888,-50
15000000,1733070,Little Nikita,18.03.1988 00:00,98,6,4132,1988,0,-0.884462,-90
15000000,21032267,Punchline,7.10.1988 00:00,128,5.8,6938,1988,1,0.402151133,40
8000000,784990,The Boost,23.12.1988 00:00,95,6.1,1629,1988,0,-0.90187625,-90
20000000,11444204,Moon Over Parador,9.09.1988 00:00,103,5.9,4778,1988,0,-0.4277898,-40
6000000,28202109,Ernest Saves Christmas,11.11.1988 00:00,95,5.6,8513,1988,1,3.7003515,370
3000000,1884315,Cop,11.03.1988 00:00,110,6.4,3419,1988,0,-0.371895,-40
4000000,16262415,Crossing Delancey,16.09.1988 00:00,97,6.9,2935,1988,1,3.06560375,310
6000000,10068039,Shakedown,6.05.1988 00:00,93,5.9,2087,1988,1,0.6780065,70
19000000,11005304,The Couch Trip,15.01.1988 00:00,97,5.7,3961,1988,0,-0.420773474,-40
8000000,1893139,Permanent Record,22.04.1988 00:00,91,6.4,1550,1988,0,-0.763357625,-80
6000000,1869148,The Kiss,14.10.1988 00:00,101,5.5,1258,1988,0,-0.688475333,-70
14000000,4764606,The Good Mother,4.11.1988 00:00,100,5.9,1361,1988,0,-0.659671,-70
19000000,4594452,Sunset,29.04.1988 00:00,102,5.7,3333,1988,0,-0.758186737,-80
1000000,492519,Jack's Back,6.05.1988 00:00,97,6,1968,1988,0,-0.507481,-50
5000000,429028,Track 29,12.07.1988 00:00,100,5.9,1563,1988,0,-0.9141944,-90
4000000,9797098,Bad Dreams,8.04.1988 00:00,84,5.6,2583,1988,1,1.4492745,140
13000000,5509417,Heartbreak Hotel,30.09.1988 00:00,97,5.7,1017,1988,0,-0.576198692,-60
18000000,9129999,Switching Channels,4.03.1988 00:00,105,5.9,2789,1988,0,-0.492777833,-50
14000000,459824,The House on Carroll Street,4.03.1988 00:00,101,6.2,1844,1988,0,-0.967155429,-100
13000000,259019,Illegally Yours,13.05.1988 00:00,102,4.2,734,1988,0,-0.980075462,-100
5000000,807947,Bulletproof,4.03.1988 00:00,93,5,1057,1988,0,-0.8384106,-80
12000000,3965604,Memories of Me,7.10.1988 00:00,100,5.7,789,1988,0,-0.669533,-70
1600000,419428,Out of the Dark,5.05.1989 00:00,89,5.4,593,1988,0,-0.7378575,-70
7000000,136203,Cameron's Closet,13.01.1989 00:00,100,4.9,704,1988,0,-0.980542429,-100
16400000,95860116,Dead Poets Society,9.06.1989 00:00,128,8,301100,1989,1,4.845129024,480
35000000,251188924,Batman,23.06.1989 00:00,126,7.6,288860,1989,1,6.1768264,620
11500000,57469179,Pet Sematary,21.04.1989 00:00,103,6.6,70178,1989,1,3.997319913,400
48000000,197171806,Indiana Jones and the Last Crusade,24.05.1989 00:00,127,8.3,566432,1989,1,3.107745958,310
40000000,111543479,The Little Mermaid,17.11.1989 00:00,83,7.6,188455,1989,1,1.788586975,180
55000000,63408614,Tango & Cash,22.12.1989 00:00,104,6.3,81242,1989,1,0.152883891,20
17000000,30050028,Road House,19.05.1989 00:00,114,6.5,47394,1989,1,0.767648706,80
27000000,71320000,National Lampoon's Christmas Vacation,1.12.1989 00:00,97,7.6,115848,1989,1,1.641481481,160
10000000,40485039,Bill & Ted's Excellent Adventure,17.02.1989 00:00,90,6.9,90901,1989,1,3.0485039,300
40000000,118500000,Back to the Future Part II,22.11.1989 00:00,108,7.8,377402,1989,1,1.9625,200
70000000,54461047,The Abyss,9.08.1989 00:00,145,7.6,140371,1989,0,-0.221985043,-20
15000000,66758538,Uncle Buck,16.08.1989 00:00,100,7,68231,1989,1,3.4505692,350
6500000,27545445,Do the Right Thing,21.07.1989 00:00,120,7.9,65617,1989,1,3.237760769,320
18000000,26830000,Glory,16.02.1990 00:00,122,7.9,107207,1989,1,0.490555556,50
16000000,92823600,When Harry Met Sally...,21.07.1989 00:00,96,7.6,161347,1989,1,4.801475,480
37000000,112494738,Ghostbusters II,16.06.1989 00:00,108,6.5,152597,1989,1,2.040398324,200
7500000,140088813,Look Who's Talking,13.10.1989 00:00,93,5.8,67535,1989,1,17.6785084,1770
25000000,15704614,Leviathan,17.03.1989 00:00,98,5.8,14315,1989,0,-0.37181544,-40
18000000,130724172,"Honey, I Shrunk the Kids",23.06.1989 00:00,93,6.3,116845,1989,1,6.262454,630
11000000,49797148,Major League,7.04.1989 00:00,107,7.2,52280,1989,1,3.527013455,350
14000000,70001698,Born on the Fourth of July,5.01.1990 00:00,145,7.2,82727,1989,1,4.000121286,400
31000000,100047830,Parenthood,2.08.1989 00:00,124,7,37913,1989,1,2.227349355,220
28000000,147253986,Lethal Weapon 2,7.07.1989 00:00,114,7.2,137637,1989,1,4.259070929,430
32000000,34667015,Licence to Kill,14.07.1989 00:00,133,6.6,79153,1989,1,0.083344219,10
31000000,43858790,Always,22.12.1989 00:00,122,6.4,23834,1989,1,0.414799677,40
1200000,24741700,"Sex, Lies, and Videotape",22.09.1989 00:00,100,7.2,40625,1989,1,19.61808333,1960
10000000,31906454,Lean on Me,3.03.1989 00:00,108,7.4,15445,1989,1,2.1906454,220
27800000,52210049,Star Trek V: The Final Frontier,9.06.1989 00:00,107,5.4,47303,1989,1,0.878059317,90
7500000,106593296,Driving Miss Daisy,26.01.1990 00:00,99,7.4,79478,1989,1,13.21243947,1320
10000000,2777280,Gleaming the Cube,13.01.1989 00:00,100,6.2,5688,1989,0,-0.722272,-70
22500000,18671317,Casualties of War,18.08.1989 00:00,113,7.1,35439,1989,0,-0.170163689,-20
18000000,46908987,"See No Evil, Hear No Evil",12.05.1989 00:00,103,6.8,40102,1989,1,1.606054833,160
1500000,14697005,Kickboxer,8.09.1989 00:00,97,6.4,40427,1989,1,8.798003333,880
6000000,22168359,A Nightmare on Elm Street 5: The Dream Child,11.08.1989 00:00,89,5.1,32517,1989,1,2.6947265,270
3000000,11642254,Halloween 5,13.10.1989 00:00,96,5.2,25314,1989,1,2.880751333,290
5000000,14343976,Friday the 13th Part VIII: Jason Takes Manhattan,28.07.1989 00:00,100,4.6,25441,1989,1,1.8687952,190
30000000,60864870,Harlem Nights,17.11.1989 00:00,116,5.9,15602,1989,1,1.028829,100
30000000,46212055,Black Rain,22.09.1989 00:00,125,6.6,42038,1989,1,0.540401833,50
13800000,27100027,All Dogs Go to Heaven,17.11.1989 00:00,84,6.7,29118,1989,1,0.963770072,100
500000,10166459,Cyborg,7.04.1989 00:00,86,5,24943,1989,1,19.332918,1930
8000000,35150960,Fletch Lives,17.03.1989 00:00,95,6.1,16426,1989,1,3.39387,340
6000000,14278900,The Wizard,15.12.1989 00:00,96,6,11308,1989,1,1.379816667,140
9000000,10161099,Henry V,8.11.1989 00:00,137,7.7,24726,1989,1,0.129011,10
18000000,8508843,Troop Beverly Hills,24.03.1989 00:00,105,5.5,7942,1989,0,-0.5272865,-50
19000000,58571513,Sea of Love,15.09.1989 00:00,113,6.8,32138,1989,1,2.082711211,210
5000000,1700000,Best of the Best,10.11.1989 00:00,97,6.4,10215,1989,0,-0.66,-70
33000000,1132112,Valmont relaciones peligrosas,17.11.1989 00:00,137,7,10789,1989,0,-0.965693576,-100
2500000,4729352,Drugstore Cowboy,20.10.1989 00:00,102,7.4,26923,1989,1,0.8917408,90
7000000,9094451,Warlock,11.01.1991 00:00,103,6.2,12449,1989,1,0.299207286,30
35000000,1368210,Little Nemo: Adventures in Slumberland,21.08.1992 00:00,85,7.2,5800,1989,0,-0.960908286,-100
24000000,22099847,Lock Up,4.08.1989 00:00,109,6.4,32079,1989,0,-0.079173042,-10
3000000,76325,After Midnight,3.11.1989 00:00,90,5.6,1173,1989,0,-0.974558333,-100
5000000,6157157,UHF,21.07.1989 00:00,97,7,22399,1989,1,0.2314314,20
13000000,16823529,The Fabulous Baker Boys,13.10.1989 00:00,114,6.8,18751,1989,1,0.294117615,30
5000000,6957975,Shag,21.07.1989 00:00,98,6.3,3203,1989,1,0.391595,40
19000000,18254702,Crimes and Misdemeanors,3.11.1989 00:00,104,8,46269,1989,0,-0.039226211,0
2800000,367879,Mystery Train,17.11.1989 00:00,110,7.6,20241,1989,0,-0.868614643,-90
8000000,8143225,DeepStar Six,13.01.1989 00:00,105,5.2,7701,1989,1,0.017903125,0
5000000,16554699,Shocker,27.10.1989 00:00,109,5.4,12181,1989,1,2.3109398,229
15000000,40590000,Three Fugitives,27.01.1989 00:00,96,6.1,9199,1989,1,1.706,170
10000000,2692037,Blind Fury,16.03.1990 00:00,86,6.3,11576,1989,0,-0.7307963,-70
12000000,15942628,Next of Kin,20.10.1989 00:00,108,5.7,7644,1989,1,0.328552333,30
15000000,10763469,New York Stories,10.03.1989 00:00,124,6.4,14652,1989,0,-0.2824354,-30
10000000,1272977,Robot Jox,21.11.1990 00:00,85,5.3,4665,1989,0,-0.8727023,-90
15000000,28890240,The Dream Team,7.04.1989 00:00,113,6.5,10768,1989,1,0.926016,90
4000000,192816,The Return of Swamp Thing,12.05.1989 00:00,84,4.5,3054,1989,0,-0.951796,-100
20000000,10555348,We're No Angels,15.12.1989 00:00,106,6,18558,1989,0,-0.4722326,-50
16000000,16278590,Chances Are,10.03.1989 00:00,108,6.4,9105,1989,1,0.017411875,0
20000000,7237794,Johnny Handsome,29.09.1989 00:00,94,6.1,7483,1989,0,-0.6381103,-60
17000000,43247647,K-9,28.04.1989 00:00,101,6,27310,1989,1,1.543979235,150
19000000,12143484,Pink Cadillac,26.05.1989 00:00,122,5.3,9301,1989,0,-0.360869263,-40
8000000,16093651,No Holds Barred,2.06.1989 00:00,93,4.3,4966,1989,1,1.011706375,100
3000000,1738897,The Horror Show,28.04.1989 00:00,95,4.9,2627,1989,0,-0.420367667,-40
12000000,11567217,Police Academy 6: City Under Siege,10.03.1989 00:00,84,4.2,23683,1989,0,-0.03606525,0
19000000,19738015,Dad,10.11.1989 00:00,117,6.2,3891,1989,1,0.038842895,0
13000000,22030000,Cousins,10.02.1989 00:00,109,6.3,3667,1989,1,0.694615385,70
5000000,1919653,Communion,10.11.1989 00:00,106,5.7,4489,1989,0,-0.6160694,-60
3000000,870532,Parents,27.01.1989 00:00,81,6.2,4968,1989,0,-0.709822667,-70
5000000,117463,The Big Picture,15.12.1989 00:00,100,6.3,4057,1989,0,-0.9765074,-100
18000000,10647219,The Package,25.08.1989 00:00,108,6.4,6979,1989,0,-0.408487833,-40
18000000,4973285,Let It Ride,18.08.1989 00:00,90,6.9,4382,1989,0,-0.723706389,-70
18000000,3531971,In Country,29.09.1989 00:00,120,5.9,2385,1989,0,-0.803779389,-80
3000000,4609953,Longtime Companion,1.05.1990 00:00,96,7.5,4560,1989,1,0.536651,50
4000000,283694,Kill Me Again,27.10.1989 00:00,94,6.3,3576,1989,0,-0.9290765,-90
2300000,792966,The Toxic Avenger Part II,24.02.1989 00:00,102,5.1,5067,1989,0,-0.655232174,-70
2500000,43749,Wicked Stepmother,3.02.1989 00:00,90,4.1,1370,1989,0,-0.9825004,-100
1500000,1519796,Stepfather II,3.11.1989 00:00,93,5.6,2468,1989,1,0.013197333,0
75000,546541,The Unbelievable Truth,8.11.1990 00:00,90,7.5,3877,1989,1,6.287213333,630
11500000,2260616,Sing,31.03.1989 00:00,98,6.8,597,1989,0,-0.803424696,-80
34000000,3574256,Old Gringo,6.10.1989 00:00,100,5.8,1556,1989,0,-0.894874824,-90
20000000,2420917,Farewell to the King,3.03.1989 00:00,117,6.3,2282,1989,0,-0.87895415,-90
16000000,67878,Brenda Starr,15.04.1992 00:00,93,4.6,856,1989,0,-0.995757625,-100
14000000,5932613,Immediate Family,27.10.1989 00:00,95,6.1,1235,1989,0,-0.576241929,-60
17000000,3560932,Physical Evidence,27.01.1989 00:00,99,5.1,1238,1989,0,-0.790533412,-80
4000000,43671,Bloodhounds of Broadway,3.11.1989 00:00,93,5.7,1021,1989,0,-0.98908225,-100
5000000,8153677,Cheetah,18.08.1989 00:00,83,6.1,703,1989,1,0.6307354,60
6000000,1877618,Breaking In,13.10.1989 00:00,94,6.1,1209,1989,0,-0.687063667,-70
26000000,61490000,Flatliners,10.08.1990 00:00,115,6.6,67242,1990,1,1.365,140
25000000,46836394,Goodfellas,21.09.1990 00:00,146,8.7,802599,1990,1,0.87345576,90
20000000,61276872,Misery,30.11.1990 00:00,107,7.8,147278,1990,1,2.0638436,210
65000000,119394840,El vengador del futuro,1.06.1990 00:00,113,7.5,257253,1990,1,0.836843692,80
14000000,178406268,Pretty Woman,23.03.1990 00:00,119,7,233319,1990,1,11.74330486,1170
18000000,285761243,Home Alone,16.11.1990 00:00,103,7.5,350395,1990,1,14.87562461,1490
20000000,56362352,Edward Scissorhands,14.12.1990 00:00,105,7.9,384404,1990,1,1.8181176,180
54000000,66666062,The Godfather: Part III,25.12.1990 00:00,162,7.6,295736,1990,1,0.234556704,20
22000000,184208848,Dances with Wolves,21.11.1990 00:00,181,8,201166,1990,1,7.373129455,740
30000000,122012643,The Hunt for Red October,2.03.1990 00:00,135,7.6,152517,1990,1,3.0670881,310
13000000,28501605,Child's Play 2,9.11.1990 00:00,84,5.8,34608,1990,1,1.192431154,120
22000000,217631306,Ghost,13.07.1990 00:00,127,7,164846,1990,1,8.892332091,890
11000000,16667084,Tremors,19.01.1990 00:00,96,7.1,98220,1990,1,0.515189455,50
25000000,39404261,Joe Versus the Volcano,9.03.1990 00:00,102,5.7,29752,1990,1,0.57617044,60
9500000,14560247,Wild at Heart,17.08.1990 00:00,125,7.2,67407,1990,1,0.532657579,50
25000000,26118851,Jacob's Ladder,2.11.1990 00:00,113,7.5,81979,1990,1,0.04475404,0
13500000,135265915,Teenage Mutant Ninja Turtles,30.03.1990 00:00,93,6.7,73504,1990,1,9.019697407,900
31000000,53208180,Arachnophobia,18.07.1990 00:00,103,6.4,53559,1990,1,0.716392903,70
70000000,117540947,Die Hard 2,4.07.1990 00:00,124,7.1,288815,1990,1,0.679156386,70
47000000,103738726,Dick Tracy,15.06.1990 00:00,105,6.1,50318,1990,1,1.207206936,120
10000000,53470900,Problem Child,27.07.1990 00:00,81,5.3,24008,1990,1,4.34709,430
60000000,82670733,Days of Thunder,27.06.1990 00:00,107,5.9,65262,1990,1,0.37784555,40
11000000,8266343,Cry-Baby,6.04.1990 00:00,85,6.5,47001,1990,0,-0.248514273,-20
40000000,87727583,Back to the Future Part III,25.05.1990 00:00,118,7.4,316774,1990,1,1.193189575,120
42000000,40946358,Rocky V,16.11.1990 00:00,104,5.2,102375,1990,0,-0.025086714,0
26000000,91457688,Kindergarten Cop,21.12.1990 00:00,111,6.1,115309,1990,1,2.517603385,250
35000000,30669413,Predator 2,21.11.1990 00:00,108,6.2,117081,1990,0,-0.123731057,-10
36000000,17373527,The NeverEnding Story II: The Next Chapter,8.02.1991 00:00,90,5.1,19726,1990,0,-0.517402028,-50
35000000,45681173,RoboCop 2,22.06.1990 00:00,117,5.8,68761,1990,1,0.305176371,30
14000000,5080409,Miller's Crossing,5.10.1990 00:00,115,7.8,110371,1990,0,-0.637113643,-60
40000000,21413502,The Adventures of Ford Fairlane,11.07.1990 00:00,104,6.3,15191,1990,0,-0.46466245,-50
16000000,33878502,Darkman,24.08.1990 00:00,96,6.4,50571,1990,1,1.117406375,110
22000000,86303188,Presumed Innocent,27.07.1990 00:00,127,6.9,31512,1990,1,2.922872182,290
50000000,41482207,Gremlins 2: The New Batch,15.06.1990 00:00,106,6.3,75271,1990,0,-0.17035586,-20
11000000,8862354,Nightbreed,16.02.1990 00:00,102,6.5,15692,1990,0,-0.194331455,-20
31000000,35419397,Mermaids,14.12.1990 00:00,110,6.6,23765,1990,1,0.142561194,10
4200000,5835247,Night of the Living Dead,19.10.1990 00:00,92,6.9,33142,1990,1,0.389344524,40
3500000,16324573,Tales from the Darkside: The Movie,4.05.1990 00:00,93,6.2,12090,1990,1,3.664163714,370
3000000,24078196,Lionheart,11.01.1991 00:00,108,6.1,27025,1990,1,7.026065333,700
10000000,47410000,Hard to Kill,9.02.1990 00:00,96,5.7,23411,1990,1,3.741,370
10500000,11582891,Graveyard Shift,26.10.1990 00:00,89,4.8,7613,1990,1,0.103132476,10
30000000,27931461,The Rescuers Down Under,16.11.1990 00:00,100,6.9,30141,1990,0,-0.0689513,-10
20000000,44143410,Young Guns II,1.08.1990 00:00,104,6.5,25680,1990,1,1.2071705,120
2500000,26386000,House Party,9.03.1990 00:00,100,6.3,9303,1990,1,9.5544,960
5200000,2459895,Class of 1999,11.05.1990 00:00,99,5.8,5119,1990,0,-0.526943269,-50
12000000,46044400,Marked for Death,5.10.1990 00:00,93,5.9,16347,1990,1,2.837033333,280
35000000,31053601,Air America,10.08.1990 00:00,113,5.7,23326,1990,0,-0.112754257,-10
10000000,21633874,The Rookie,7.12.1990 00:00,120,5.8,21622,1990,1,1.1633874,120
20000000,21413105,Quigley Down Under,19.10.1990 00:00,119,6.8,16185,1990,1,0.07065525,10
18000000,29381956,Pacific Heights,28.09.1990 00:00,102,6.4,15129,1990,1,0.632330889,60
47000000,15691192,The Bonfire of the Vanities,21.12.1990 00:00,125,5.5,18886,1990,0,-0.666144851,-70
25000000,6939946,Almost an Angel,19.12.1990 00:00,95,5.4,3294,1990,0,-0.72240216,-70
12000000,1963207,Dreams,24.08.1990 00:00,119,7.8,19625,1990,0,-0.836399417,-80
1500000,5728953,Hardware,14.09.1990 00:00,94,5.9,10546,1990,1,2.819302,280
23000000,27441977,Memphis Belle,12.10.1990 00:00,107,6.9,23909,1990,1,0.193129435,20
7000000,4348368,Dark Angel,28.09.1990 00:00,91,6,8214,1990,0,-0.378804571,-40
20000000,70980000,Bird on a Wire,18.05.1990 00:00,110,5.9,33453,1990,1,2.549,250
18000000,2742912,Desperate Hours,5.10.1990 00:00,105,5.4,5702,1990,0,-0.847616,-80
38000000,80818974,Another 48 Hrs.,8.06.1990 00:00,93,5.8,32058,1990,1,1.126815105,110
22000000,37963281,Postcards from the Edge,14.09.1990 00:00,101,6.7,12832,1990,1,0.725603682,70
15000000,15260154,Quick Change,13.07.1990 00:00,89,6.8,16870,1990,1,0.0173436,0
19000000,10005969,The Two Jakes,10.08.1990 00:00,137,6.1,9111,1990,0,-0.473370053,-50
4000000,16853487,Death Warrant,14.09.1990 00:00,89,5.6,13783,1990,1,3.21337175,320
2500000,205068,Frankenhooker,1.06.1990 00:00,85,6.1,6877,1990,0,-0.9179728,-90
20000000,15379253,Mr. Destiny,12.10.1990 00:00,110,6.3,10006,1990,0,-0.23103735,-20
10000000,16153600,Mo' Better Blues,3.08.1990 00:00,129,6.6,8969,1990,1,0.61536,60
23000000,5820015,Stanley & Iris,9.02.1990 00:00,104,6.3,5877,1990,0,-0.74695587,-70
22000000,14760451,Fire Birds,25.05.1990 00:00,85,4.7,5036,1990,0,-0.329070409,-30
7000000,12626043,Bad Influence,9.03.1990 00:00,99,6.2,6062,1990,1,0.803720429,80
25000000,2075084,The Sheltering Sky,12.12.1990 00:00,138,6.8,9389,1990,0,-0.91699664,-90
40000000,9243140,Havana,14.12.1990 00:00,144,6.1,6021,1990,0,-0.7689215,-80
9000000,349618,Two Evil Eyes,25.10.1991 00:00,120,6.1,4726,1990,0,-0.961153556,-100
12000000,7331647,Alice,10.01.1991 00:00,106,6.6,11331,1990,0,-0.389029417,-40
24000000,2319124,White Hunter Black Heart,14.09.1990 00:00,112,6.7,9279,1990,0,-0.903369833,-90
225000,2938208,Metropolitan,3.08.1990 00:00,98,7.5,7776,1990,1,12.05870222,1210
700000,356122,Trust,20.09.1991 00:00,107,7.5,7712,1990,0,-0.491254286,-50
2000000,1627955,Brain Dead,19.01.1990 00:00,85,6.1,2792,1990,0,-0.1860225,-20
10000000,22424195,The First Power,6.04.1990 00:00,98,5.7,2847,1990,1,1.2424195,120
3000000,15369573,Spaced Invaders,27.04.1990 00:00,100,5.3,2760,1990,1,4.123191,409
350000,1242995,Slumber Party Massacre III,7.09.1990 00:00,87,4.4,1781,1990,1,2.551414286,260
15000000,5585154,Loose Cannons,9.02.1990 00:00,94,4.8,3785,1990,0,-0.6276564,-60
6500000,2032973,Gate 2: The Trespassers,28.02.1992 00:00,90,4.7,1308,1990,0,-0.687234923,-70
11500000,334748,Roger Corman's Frankenstein Unbound,2.11.1990 00:00,85,5.5,3088,1990,0,-0.970891478,-100
5000000,485772,Meet the Applegates,1.02.1991 00:00,90,5.4,1819,1990,0,-0.9028456,-90
242000,233150,Soultaker,26.10.1990 00:00,94,2.3,3359,1990,0,-0.036570248,0
10000000,2346150,Downtown,12.01.1990 00:00,96,5.7,1508,1990,0,-0.765385,-80
42000000,307775,Heaven and Earth,8.02.1991 00:00,104,7.1,792,1990,0,-0.992672024,-100
19000000,130742922,The Silence of the Lambs,14.02.1991 00:00,118,8.6,990212,1991,1,5.881206421,590
102000000,204843350,Terminator 2: Judgment Day,3.07.1991 00:00,137,8.5,813779,1991,1,1.008268137,100
25000000,218967620,Beauty and the Beast,22.11.1991 00:00,84,8,344844,1991,1,7.7587048,780
6500000,57504069,Boyz n the Hood,12.07.1991 00:00,112,7.8,102317,1991,1,7.846779846,780
30000000,113502000,The Addams Family,22.11.1991 00:00,99,6.8,104334,1991,1,2.7834,280
11000000,82418501,Fried Green Tomatoes,24.01.1992 00:00,130,7.7,55887,1991,1,6.492591,650
70000000,119654823,Hook,11.12.1991 00:00,142,6.7,196513,1991,1,0.709354614,70
24000000,43218387,Punto de quiebra,12.07.1991 00:00,122,7.2,124027,1991,1,0.800766125,80
16500000,45361000,Thelma & Louise,24.05.1991 00:00,130,7.4,109801,1991,1,1.749151515,170
35000000,79100000,Cape Fear,15.11.1991 00:00,128,7.3,138370,1991,1,1.26,130
17000000,59847242,My Girl,27.11.1991 00:00,102,6.8,60391,1991,1,2.520426,250
48000000,165500000,Robin Hood: Prince of Thieves,14.06.1991 00:00,143,6.9,154125,1991,1,2.447916667,240
13000000,14960255,Child's Play 3,30.08.1991 00:00,90,5,27550,1991,1,0.150788846,20
11000000,2807854,Return to the Blue Lagoon,2.08.1991 00:00,102,5.1,15262,1991,0,-0.744740545,-70
30000000,74888996,Star Trek VI: The Undiscovered Country,6.12.1991 00:00,113,7.2,59567,1991,1,1.496299867,150
40000000,70405498,JFK,20.12.1991 00:00,189,8,121533,1991,1,0.76013745,80
9000000,6153939,Barton Fink,21.08.1991 00:00,116,7.7,96089,1991,0,-0.316229,-30
35000000,46704056,The Rocketeer,21.06.1991 00:00,108,6.4,45621,1991,1,0.3344016,30
16000000,2541541,Naked Lunch,24.04.1992 00:00,115,7.1,39143,1991,0,-0.841153688,-80
26000000,69467617,Hot Shots!,31.07.1991 00:00,84,6.7,85058,1991,1,1.671831423,170
40000000,8479793,Nothing But Trouble,15.02.1991 00:00,94,4.9,18672,1991,0,-0.788005175,-80
15000000,25104700,Problem Child 2,3.07.1991 00:00,93,4.6,17894,1991,1,0.673646667,70
35000000,63710000,What About Bob?,17.05.1991 00:00,99,7,53791,1991,1,0.820285714,80
2500000,6401336,My Own Private Idaho,20.07.1991 00:00,104,7.1,40101,1991,1,1.5605344,160
27000000,124033791,City Slickers,7.06.1991 00:00,113,6.7,41443,1991,1,3.593844111,360
38000000,35183792,The Doors,1.03.1991 00:00,140,7.2,72491,1991,0,-0.074110737,-10
24000000,41895491,The Fisher King,27.09.1991 00:00,137,7.6,67814,1991,1,0.745645458,70
29000000,59509925,The Last Boy Scout,13.12.1991 00:00,105,6.9,80307,1991,1,1.052066379,110
75000000,77868585,Backdraft,24.05.1991 00:00,137,6.7,61711,1991,1,0.0382478,0
19000000,101599005,Sleeping with the Enemy,8.02.1991 00:00,99,6.2,40443,1991,1,4.347316053,430
6000000,24204154,The People Under the Stairs,1.11.1991 00:00,102,6.3,25742,1991,1,3.034025667,300
10000000,15073942,Toy Soldiers,26.04.1991 00:00,111,6.5,17063,1991,1,0.5073942,50
8500000,47624253,New Jack City,8.03.1991 00:00,97,6.6,25867,1991,1,4.602853294,459
25000000,78656813,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,22.03.1991 00:00,88,6,44901,1991,1,2.14627252,210
11000000,34872033,Freddy's Dead: The Final Nightmare,13.09.1991 00:00,89,4.9,33582,1991,1,2.170184818,220
65000000,17218080,Hudson Hawk,24.05.1991 00:00,100,5.8,45642,1991,0,-0.735106462,-70
20000000,38037513,Bill & Ted's Bogus Journey,19.07.1991 00:00,93,6.2,52853,1991,1,0.90187565,90
6788000,43878334,Drop Dead Fred,24.05.1991 00:00,103,5.8,23181,1991,1,5.464103418,550
15000000,30102717,Double Impact,9.08.1991 00:00,110,5.5,31574,1991,1,1.0068478,100
