,budget,gross,name,released,runtime,score,votes,year,isprofit,profitability_ratio,profitability_ratio_bucket,id,imdb_id,original_title,popularity,title,year_released
2090,50000000,76231249,The Ring Two,18.03.2005 00:00,110,5.4,78527,2005,1,0.52462498,50,10320,tt0377109,The Ring Two,16.15818,The Ring Two,2005
2091,50000000,10169202,Domino,14.10.2005 00:00,127,6,59944,2005,0,-0.79661596,-80,9923,tt0421054,Domino,6.394143,Domino,2005
2092,84000000,17018422,Son of the Mask,18.02.2005 00:00,94,2.2,44519,2005,0,-0.797399738,-80,10214,tt0362165,Son of the Mask,6.512277,Son of the Mask,2005
2093,30000000,21835784,A Lot Like Love,22.04.2005 00:00,107,6.6,61081,2005,0,-0.272140533,-30,8976,tt0391304,A Lot Like Love,10.596719,A Lot Like Love,2005
2094,40000000,30981850,Get Rich or Die Tryin',9.11.2005 00:00,117,5.1,38564,2005,0,-0.22545375,-20,10060,tt0430308,Get Rich or Die Tryin',9.820229,Get Rich or Die Tryin',2005
2095,30000000,15007991,The Cave,26.08.2005 00:00,97,5.1,30287,2005,0,-0.499733633,-50,9042,tt0402901,The Cave,8.077253,The Cave,2005
2096,19300000,66453,Tideland,11.08.2006 00:00,120,6.5,28341,2005,0,-0.996556839,-100,11559,tt0410764,Tideland,6.796465,Tideland,2006
2097,35000000,18324242,North Country,21.10.2005 00:00,126,7.3,34660,2005,0,-0.476450229,-50,9701,tt0395972,North Country,8.781298,North Country,2005
2098,25000000,5128124,The World's Fastest Indian,24.03.2006 00:00,127,7.8,46465,2005,0,-0.79487504,-80,9912,tt0412080,The World's Fastest Indian,5.581311,The World's Fastest Indian,2006
2099,57000000,26838389,Elizabethtown,14.10.2005 00:00,123,6.4,61111,2005,0,-0.52915107,-50,9621,tt0368709,Elizabethtown,11.82081,Elizabethtown,2005
2100,7500000,31501218,"Good Night, and Good Luck.",4.11.2005 00:00,93,7.5,86894,2005,1,3.2001624,320,3291,tt0433383,"Good Night, and Good Luck.",7.523098,"Good Night, and Good Luck.",2005
2101,8000000,22201636,Hustle & Flow,22.07.2005 00:00,116,7.4,34921,2005,1,1.7752045,180,10476,tt0410097,Hustle & Flow,7.422267,Hustle & Flow,2005
2102,22000000,22264487,Deuce Bigalow: European Gigolo,12.08.2005 00:00,83,4.6,43334,2005,1,0.012022136,0,11453,tt0367652,Deuce Bigalow: European Gigolo,5.341117,Deuce Bigalow: European Gigolo,2005
2103,30000000,56110897,The Curse of the Were-Rabbit,7.10.2005 00:00,85,7.5,105471,2005,1,0.870363233,90,533,tt0312004,The Curse of the Were-Rabbit,11.766244,The Curse of the Were-Rabbit,2005
2104,30000000,8586392,An Unfinished Life,16.09.2005 00:00,108,7,25594,2005,0,-0.713786933,-70,1947,tt0350261,An Unfinished Life,7.761954,An Unfinished Life,2005
2105,45000000,48478006,Miss Congeniality 2: Armed and Fabulous,24.03.2005 00:00,115,5,56280,2005,1,0.077289022,10,10040,tt0385307,Miss Congeniality 2: Armed and Fabulous,5.739442,Miss Congeniality 2: Armed and Fabulous,2005
2106,45000000,24520892,Unleashed,13.05.2005 00:00,103,7,89513,2005,0,-0.455091289,-50,10027,tt0342258,Unleashed,7.90583,Unleashed,2005
2107,80000000,72708161,The Interpreter,22.04.2005 00:00,128,6.4,89351,2005,0,-0.091147988,-10,179,tt0373926,The Interpreter,12.047671,The Interpreter,2005
2108,32000000,82674398,Are We There Yet?,21.01.2005 00:00,95,4.6,24485,2005,1,1.583574938,160,11637,tt0368578,Are We There Yet?,9.756822,Are We There Yet?,2005
2109,135000000,32116746,Stealth,29.07.2005 00:00,121,5,47130,2005,0,-0.762098178,-80,10048,tt0382992,Stealth,13.89018,Stealth,2005
2110,45000000,52580895,Kicking & Screaming,13.05.2005 00:00,95,5.6,31788,2005,1,0.168464333,20,9981,tt0384642,Kicking & Screaming,9.875573,Kicking & Screaming,2005
2111,1500000,712294,The Ballad of Jack and Rose,8.04.2005 00:00,100,6.7,9875,2005,0,-0.525137333,-50,17113,tt0357110,The Ballad of Jack and Rose,4.173231,The Ballad of Jack and Rose,2005
2112,900000,381186,The Quiet,25.08.2006 00:00,96,6.4,13952,2005,0,-0.57646,-60,9813,tt0414951,The Quiet,4.997751,The Quiet,2006
2113,25000000,871527,Where the Truth Lies,7.10.2005 00:00,107,6.5,15631,2005,0,-0.96513892,-100,9729,tt0373450,Where the Truth Lies,3.750466,Where the Truth Lies,2005
2114,35000000,68915888,Guess Who,25.03.2005 00:00,105,5.9,35503,2005,1,0.969025371,100,11638,tt0372237,Guess Who,6.71898,Guess Who,2005
2115,25000000,2405420,BloodRayne,6.01.2006 00:00,95,2.9,31478,2005,0,-0.9037832,-90,168705,tt0383222,BloodRayne,6.514132,BloodRayne,2006
2116,20000000,46752382,Boogeyman,4.02.2005 00:00,89,4.1,27378,2005,1,1.3376191,130,8968,tt0357507,Boogeyman,9.704289,Boogeyman,2005
2117,14000000,32645546,Because of Winn-Dixie,18.02.2005 00:00,106,6.4,9001,2005,1,1.331824714,130,17880,tt0317132,Because of Winn-Dixie,6.067722,Because of Winn-Dixie,2005
2118,2500000,305688,Pretty Persuasion,15.06.2007 00:00,100,6.6,9036,2005,0,-0.8777248,-90,14166,tt0381505,Pretty Persuasion,9.880711,Pretty Persuasion,2007
2119,80000000,10166502,The Great Raid,12.08.2005 00:00,132,6.7,19340,2005,0,-0.872918725,-90,13922,tt0326905,The Great Raid,14.987902,The Great Raid,2005
2120,30000000,43894863,Must Love Dogs,29.07.2005 00:00,98,5.9,27405,2005,1,0.4631621,50,11648,tt0417001,Must Love Dogs,9.378926,Must Love Dogs,2005
2121,1000000,10047674,Cry_Wolf,16.09.2005 00:00,90,5.9,23845,2005,1,9.047674,900,10092,tt0384286,Cry_Wolf,9.454335,Cry_Wolf,2005
2122,30000000,32868349,Bad News Bears,22.07.2005 00:00,113,5.8,18270,2005,1,0.095611633,10,13341,tt0408524,Bad News Bears,4.469459,Bad News Bears,2005
2123,1000000,9015303,Transamerica,3.03.2006 00:00,103,7.4,37575,2005,1,8.015303,800,546,tt0407265,Transamerica,7.398205,Transamerica,2006
2124,33100000,16808336,Rebound,1.07.2005 00:00,86,5.1,11109,2005,0,-0.492195287,-50,7233,tt0376108,Rebound,4.373457,Rebound,2005
2125,20000000,22862049,Two for the Money,7.10.2005 00:00,122,6.2,38668,2005,1,0.14310245,10,9910,tt0417217,Two for the Money,9.003792,Two for the Money,2005
2126,16000000,3101301,Supercross,17.08.2005 00:00,80,4.1,4076,2005,0,-0.806168688,-80,17186,tt0403016,Supercross,2.350811,Supercross,2005
2127,25000000,16247775,The Perfect Man,17.06.2005 00:00,100,5.5,24927,2005,0,-0.350089,-40,15648,tt0380623,The Perfect Man,4.845647,The Perfect Man,2005
2128,30000000,49772522,Racing Stripes,14.01.2005 00:00,102,5.2,13521,2005,1,0.659084067,70,6439,tt0376105,Racing Stripes,4.817052,Racing Stripes,2005
2129,3500000,2068323,Strangers with Candy,21.07.2006 00:00,97,6.1,7228,2005,0,-0.409050571,-40,13141,tt0369994,Strangers with Candy,3.786971,Strangers with Candy,2006
2130,1000000,2678691,Junebug,16.09.2005 00:00,106,7,19828,2005,1,1.678691,170,1444,tt0418773,Junebug,4.473848,Junebug,2005
2131,22000000,12482775,The Weather Man,28.10.2005 00:00,102,6.6,71722,2005,0,-0.432601136,-40,6963,tt0384680,The Weather Man,8.345866,The Weather Man,2005
2132,14200000,78378,Manderlay,24.11.2006 00:00,139,7.4,19714,2005,0,-0.994480423,-100,1951,tt0342735,Manderlay,4.568999,Manderlay,2006
2133,4000000,1325073,Thumbsucker,7.10.2005 00:00,96,6.6,19354,2005,0,-0.66873175,-70,1546,tt0318761,Thumbsucker,5.884228,Thumbsucker,2005
2134,80000000,1891821,A Sound of Thunder,2.09.2005 00:00,102,4.2,17129,2005,0,-0.976352238,-100,10077,tt0318081,A Sound of Thunder,4.980191,A Sound of Thunder,2005
2135,10000000,56386759,White Noise,7.01.2005 00:00,101,5.5,43523,2005,1,4.6386759,459,11804,tt0375210,White Noise,6.143324,White Noise,2005
2136,30000000,251495,Dominion: Prequel to the Exorcist,20.05.2005 00:00,117,5.3,8626,2005,0,-0.991616833,-100,12700,tt0449086,Dominion: Prequel to the Exorcist,7.892677,Dominion: Prequel to the Exorcist,2005
2137,4000000,864959,Mirrormask,3.03.2006 00:00,101,6.9,20947,2005,0,-0.78376025,-80,14517,tt0366780,Mirrormask,5.354783,Mirrormask,2006
2138,9000000,18761993,The Upside of Anger,1.04.2005 00:00,100,6.9,19715,2005,1,1.084665889,110,11354,tt0365885,The Upside of Anger,4.307106,The Upside of Anger,2005
2139,169000,1618957,Keeping Mum,6.10.2006 00:00,99,6.8,29722,2005,1,8.579627219,860,9687,tt0444653,Keeping Mum,5.742659,Keeping Mum,2006
2140,14000000,16298046,An American Haunting,5.05.2006 00:00,83,5,22973,2005,1,0.164146143,20,10008,tt0429573,An American Haunting,5.026855,An American Haunting,2006
2141,2000000,3885134,Me and You and Everyone We Know,5.08.2005 00:00,91,7.3,32369,2005,1,0.942567,90,1382,tt0415978,Me and You and Everyone We Know,9.0744,Me and You and Everyone We Know,2005
2142,3800000,167723,Tamara,3.02.2006 00:00,98,5.2,8649,2005,0,-0.955862368,-100,10263,tt0401815,Tamara,3.743679,Tamara,2006
2143,20000000,11034436,Mrs Henderson Presents,17.02.2006 00:00,103,7.1,14000,2005,0,-0.4482782,-40,10773,tt0413015,Mrs Henderson Presents,4.133619,Mrs Henderson Presents,2006
2144,16000000,1666262,The White Countess,9.06.2006 00:00,135,6.7,5569,2005,0,-0.895858625,-90,18840,tt0384686,The White Countess,5.080754,The White Countess,2006
2145,35000000,19447478,Valiant,19.08.2005 00:00,76,5.6,17195,2005,0,-0.444357771,-40,14175,tt0361089,Valiant,11.836827,Valiant,2005
2146,3000000,2912363,Tsotsi,31.03.2006 00:00,94,7.3,25853,2005,0,-0.029212333,0,868,tt0468565,Tsotsi,6.081201,Tsotsi,2006
2147,6800000,49526,The Chumscrubber,5.10.2006 00:00,108,7,16769,2005,0,-0.992716765,-100,13919,tt0406650,The Chumscrubber,4.465962,The Chumscrubber,2006
2148,7500000,143615,Man-Thing,21.04.2005 00:00,105,4,5119,2005,0,-0.980851333,-100,18882,tt0290747,Man-Thing,6.11959,Man-Thing,2005
2149,3500000,101228,Winter Passing,15.06.2006 00:00,100,6.4,7539,2005,0,-0.971077714,-100,14256,tt0380817,Winter Passing,4.456904,Winter Passing,2006
2150,2500000,247141,Marilyn Hotchkiss' Ballroom Dancing & Charm School,12.01.2006 00:00,100,6.6,2382,2005,0,-0.9011436,-90,53905,tt0409034,Marilyn Hotchkiss' Ballroom Dancing & Charm School,7.113961,Marilyn Hotchkiss' Ballroom Dancing & Charm School,2006
2151,40000000,53089891,The Prestige,20.10.2006 00:00,130,8.5,943597,2006,1,0.327247275,30,1124,tt0482571,The Prestige,16.94556,The Prestige,2006
2152,90000000,132384315,The Departed,6.10.2006 00:00,151,8.5,962185,2006,1,0.470936833,50,1422,tt0407887,The Departed,18.515448,The Departed,2006
2153,65000000,210614939,300,9.03.2007 00:00,117,7.7,648211,2006,1,2.240229831,220,1271,tt0416449,300,18.108408,300,2007
2154,225000000,423315812,Pirates of the Caribbean: Dead Man's Chest,7.07.2006 00:00,151,7.3,567704,2006,1,0.881403609,90,58,tt0383574,Pirates of the Caribbean: Dead Man's Chest,29.455314,Pirates of the Caribbean: Dead Man's Chest,2006
2155,76000000,35552383,Children of Men,5.01.2007 00:00,109,7.9,391981,2006,0,-0.532205487,-50,9693,tt0206634,Children of Men,14.114606,Children of Men,2007
2156,40000000,50866635,Apocalypto,8.12.2006 00:00,139,7.8,252584,2006,1,0.271665875,30,1579,tt0472043,Apocalypto,7.735233,Apocalypto,2006
2157,35000000,124740460,The Devil Wears Prada,30.06.2006 00:00,109,6.8,308388,2006,1,2.564013143,260,350,tt0458352,The Devil Wears Prada,13.102384,The Devil Wears Prada,2006
2158,120000000,244082982,Cars,9.06.2006 00:00,117,7.1,292006,2006,1,1.03402485,100,920,tt0317219,Cars,18.907948,Cars,2006
2159,55000000,163566459,The Pursuit of Happyness,15.12.2006 00:00,117,8,369367,2006,1,1.973935618,200,1402,tt0454921,The Pursuit of Happyness,20.981716,The Pursuit of Happyness,2006
2160,8000000,59891098,Little Miss Sunshine,18.08.2006 00:00,101,7.8,381001,2006,1,6.48638725,650,773,tt0449059,Little Miss Sunshine,5.320117,Little Miss Sunshine,2006
2161,700000,2694973,Half Nelson,22.09.2006 00:00,106,7.2,75238,2006,1,2.849961429,280,7859,tt0468489,Half Nelson,12.155115,Half Nelson,2006
2162,85000000,63224849,The Holiday,8.12.2006 00:00,138,6.9,197811,2006,0,-0.256178247,-30,1581,tt0457939,The Holiday,14.043416,The Holiday,2006
2163,20000000,2339735,She's the Man,17.03.2006 00:00,105,6.4,125579,2006,0,-0.88301325,-90,9655,tt0454945,She's the Man,6.916201,She's the Man,2006
2164,85000000,62514415,The Fast and the Furious: Tokyo Drift,16.06.2006 00:00,104,6,199003,2006,0,-0.264536294,-30,9615,tt0463985,The Fast and the Furious: Tokyo Drift,2.238808,The Fast and the Furious: Tokyo Drift,2006
2165,125000000,217536138,The Da Vinci Code,19.05.2006 00:00,149,6.6,345008,2006,1,0.740289104,70,591,tt0382625,The Da Vinci Code,18.566706,The Da Vinci Code,2006
2166,35000000,7458269,A Good Year,10.11.2006 00:00,117,6.9,76333,2006,0,-0.7869066,-80,9726,tt0401445,A Good Year,7.82187,A Good Year,2006
2167,45000000,88513495,Inside Man,24.03.2006 00:00,129,7.6,290361,2006,1,0.966966556,100,388,tt0454848,Inside Man,13.393548,Inside Man,2006
2168,25000000,34302837,Babel,10.11.2006 00:00,143,7.5,257380,2006,1,0.37211348,40,1164,tt0449467,Babel,12.60853,Babel,2006
2169,10000000,80238724,Saw III,27.10.2006 00:00,108,6.2,152336,2006,1,7.0238724,700,214,tt0489270,Saw III,14.938035,Saw III,2006
2170,16000000,39517763,The Texas Chainsaw Massacre: The Beginning,6.10.2006 00:00,91,5.9,59869,2006,1,1.469860188,150,10781,tt0420294,The Texas Chainsaw Massacre: The Beginning,10.516112,The Texas Chainsaw Massacre: The Beginning,2006
2171,17000000,35662731,Smokin' Aces,26.01.2007 00:00,109,6.7,125910,2006,1,1.097807706,110,7516,tt0475394,Smokin' Aces,7.906434,Smokin' Aces,2007
2172,24000000,70270943,Rocky Balboa,20.12.2006 00:00,102,7.2,174575,2006,1,1.927955958,190,1246,tt0479143,Rocky Balboa,11.697604,Rocky Balboa,2006
2173,70000000,137355633,Click,23.06.2006 00:00,107,6.4,263834,2006,1,0.962223329,100,9339,tt0389860,Click,9.796552,Click,2006
2174,52000000,118703275,The Break-Up,2.06.2006 00:00,106,5.8,108341,2006,1,1.282755288,130,9767,tt0452594,The Break-Up,6.327193,The Break-Up,2006
2175,75000000,64038616,Deja Vu,22.11.2006 00:00,126,7,258182,2006,0,-0.146151787,-10,202744,tt0089065,Deja Vu,0.427129,Deja Vu,2006
2176,12000000,65328121,Step Up,11.08.2006 00:00,104,6.5,97712,2006,1,4.444010083,440,9762,tt0462590,Step Up,14.21769,Step Up,2006
2177,135000000,63450470,Miami Vice,28.07.2006 00:00,134,6,97434,2006,0,-0.529996519,-50,82,tt0430357,Miami Vice,11.72545,Miami Vice,2006
2178,209000000,200081192,Superman Returns,28.06.2006 00:00,154,6.1,249656,2006,0,-0.042673722,0,1452,tt0348150,Superman Returns,13.284712,Superman Returns,2006
2179,18000000,41011711,John Tucker Must Die,28.07.2006 00:00,89,5.8,71344,2006,1,1.278428389,130,9293,tt0455967,John Tucker Must Die,7.810301,John Tucker Must Die,2006
2180,72500000,148213377,Talladega Nights: The Ballad of Ricky Bobby,4.08.2006 00:00,108,6.6,140305,2006,1,1.044322441,100,9718,tt0415306,Talladega Nights: The Ballad of Ricky Bobby,6.936688,Talladega Nights: The Ballad of Ricky Bobby,2006
2181,150000000,134029801,Mission: Impossible III,5.05.2006 00:00,126,6.9,275630,2006,0,-0.106467993,-10,956,tt0317919,Mission: Impossible III,15.687983,Mission: Impossible III,2006
2182,18000000,128505958,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,3.11.2006 00:00,84,7.3,312878,2006,1,6.139219889,610,496,tt0443453,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,8.278336,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006
2183,27000000,22494487,Lucky Number Slevin,7.04.2006 00:00,110,7.8,275930,2006,0,-0.166870852,-20,186,tt0425210,Lucky Number Slevin,11.15092,Lucky Number Slevin,2006
2184,110000000,250863268,Night at the Museum,22.12.2006 00:00,108,6.4,257969,2006,1,1.280575164,130,1593,tt0477347,Night at the Museum,16.661966,Night at the Museum,2006
2185,75000000,73661010,Monster House,21.07.2006 00:00,91,6.6,79512,2006,0,-0.0178532,0,9297,tt0385880,Monster House,15.402378,Monster House,2006
2186,160000000,60674817,Poseidon,12.05.2006 00:00,98,5.6,86466,2006,0,-0.620782394,-60,503,tt0409182,Poseidon,6.581669,Poseidon,2006
2187,70000000,103365956,Dreamgirls,25.12.2006 00:00,130,6.5,60034,2006,1,0.476656514,50,1125,tt0443489,Dreamgirls,7.739633,Dreamgirls,2006
2188,23000000,36323505,Accepted,18.08.2006 00:00,93,6.5,110788,2006,1,0.579282826,60,9788,tt0384793,Accepted,7.06088,Accepted,2006
2189,15000000,9396870,Black Snake Moan,2.03.2007 00:00,116,7,55548,2006,0,-0.373542,-40,7874,tt0462200,Black Snake Moan,7.050403,Black Snake Moan,2007
2190,70000000,5971336,Basic Instinct 2,31.03.2006 00:00,114,4.2,32861,2006,0,-0.9146952,-90,3093,tt0430912,Basic Instinct 2,15.321902,Basic Instinct 2,2006
2191,26000000,5463019,Little Children,9.02.2007 00:00,136,7.6,96259,2006,0,-0.789883885,-80,1440,tt0404203,Little Children,7.311148,Little Children,2007
2192,65000000,71726025,RV,28.04.2006 00:00,99,5.5,49145,2006,1,0.103477308,10,9530,tt0449089,RV,11.511424,RV,2006
2193,65000000,43545364,We Are Marshall,22.12.2006 00:00,131,7.1,50115,2006,0,-0.330071323,-30,11170,tt0758794,We Are Marshall,5.401746,We Are Marshall,2006
2194,100000000,75030163,Eragon,15.12.2006 00:00,104,5.1,112350,2006,0,-0.24969837,-20,2486,tt0449010,Eragon,9.851133,Eragon,2006
2195,8700000,5501616,A Scanner Darkly,28.07.2006 00:00,100,7.1,94464,2006,0,-0.367630345,-40,3509,tt0405296,A Scanner Darkly,11.643026,A Scanner Darkly,2006
2196,70000000,42285169,Lady in the Water,21.07.2006 00:00,110,5.6,84057,2006,0,-0.395926157,-40,9697,tt0452637,Lady in the Water,8.704554,Lady in the Water,2006
2197,2000000,1985292,Shortbus,20.10.2006 00:00,101,6.5,28807,2006,0,-0.007354,0,1378,tt0367027,Shortbus,11.547748,Shortbus,2006
2198,19000000,13756082,Letters from Iwo Jima,2.02.2007 00:00,141,7.9,139014,2006,0,-0.275995684,-30,1251,tt0498380,Letters from Iwo Jima,11.649588,Letters from Iwo Jima,2007
2199,12000000,27829874,Crank,1.09.2006 00:00,88,7,208393,2006,1,1.319156167,130,1948,tt0479884,Crank,12.627593,Crank,2006
2200,38000000,40137776,Stranger Than Fiction,10.11.2006 00:00,113,7.6,196901,2006,1,0.056257263,10,1262,tt0420223,Stranger Than Fiction,10.798092,Stranger Than Fiction,2006
2201,63000000,70278893,World Trade Center,9.08.2006 00:00,129,6,70654,2006,1,0.115537984,10,1852,tt0469641,World Trade Center,13.332102,World Trade Center,2006
2202,100000000,198000317,Happy Feet,17.11.2006 00:00,108,6.5,144200,2006,1,0.98000317,100,9836,tt0366548,Happy Feet,15.088318,Happy Feet,2006
2203,40000000,81612565,Eight Below,17.02.2006 00:00,120,7.3,52356,2006,1,1.040314125,100,9036,tt0397313,Eight Below,13.876881,Eight Below,2006
2204,40000000,52330111,The Lake House,16.06.2006 00:00,99,6.8,121026,2006,1,0.308252775,30,2044,tt0410297,The Lake House,12.589019,The Lake House,2006
2205,80000000,155019340,Over the Hedge,19.05.2006 00:00,83,6.8,136214,2006,1,0.93774175,90,7518,tt0327084,Over the Hedge,9.382953,Over the Hedge,2006
2206,6000000,17605861,The Last King of Scotland,19.01.2007 00:00,123,7.7,154942,2006,1,1.934310167,190,1523,tt0455590,The Last King of Scotland,9.424157,The Last King of Scotland,2007
2207,50000000,62318875,Underworld: Evolution,20.01.2006 00:00,106,6.7,169745,2006,1,0.2463775,20,834,tt0401855,Underworld: Evolution,12.496805,Underworld: Evolution,2006
2208,149000000,64665672,Flushed Away,3.11.2006 00:00,85,6.6,92380,2006,0,-0.566002201,-60,11619,tt0424095,Flushed Away,9.922577,Flushed Away,2006
2209,15000000,31567134,United 93,28.04.2006 00:00,111,7.6,87699,2006,1,1.1044756,110,9829,tt0475276,United 93,10.527141,United 93,2006
2210,30000000,18500966,Ultraviolet,3.03.2006 00:00,88,4.4,73282,2006,0,-0.383301133,-40,9920,tt0370032,Ultraviolet,11.096655,Ultraviolet,2006
2211,10000000,5490423,Rescue Dawn,27.07.2007 00:00,120,7.3,89482,2006,0,-0.4509577,-50,9952,tt0462504,Rescue Dawn,9.604564,Rescue Dawn,2007
2212,32000000,80197993,Nacho Libre,16.06.2006 00:00,92,5.7,69721,2006,1,1.506187281,150,9353,tt0457510,Nacho Libre,12.042646,Nacho Libre,2006
2213,15000000,17508670,Notes on a Scandal,26.01.2007 00:00,92,7.4,67309,2006,1,0.167244667,20,1259,tt0465551,Notes on a Scandal,8.593087,Notes on a Scandal,2007
2214,12000000,18595716,Aquamarine,3.03.2006 00:00,100,5.3,33023,2006,1,0.549643,50,14191,tt0429591,Aquamarine,11.29062,Aquamarine,2006
2215,20000000,18843314,The Marine,13.10.2006 00:00,92,4.7,28911,2006,0,-0.0578343,-10,8975,tt0419946,The Marine,6.679168,The Marine,2006
2216,17500000,19185184,Beerfest,25.08.2006 00:00,110,6.3,57005,2006,1,0.096296229,10,9988,tt0486551,Beerfest,7.481125,Beerfest,2006
2217,33000000,57651794,The Benchwarmers,7.04.2006 00:00,80,5.6,42905,2006,1,0.747024061,70,9957,tt0437863,The Benchwarmers,10.318021,The Benchwarmers,2006
2218,45000000,90710620,Scary Movie 4,14.04.2006 00:00,83,5.1,99473,2006,1,1.015791556,100,4257,tt0362120,Scary Movie 4,13.096692,Scary Movie 4,2006
2219,50000000,88715192,Failure to Launch,10.03.2006 00:00,97,5.6,62338,2006,1,0.77430384,80,6877,tt0427229,Failure to Launch,9.438013,Failure to Launch,2006
2220,4000000,10525717,Scoop,28.07.2006 00:00,96,6.7,71751,2006,1,1.63142925,160,512,tt0457513,Scoop,8.16339,Scoop,2006
2221,10000000,7025803,Turistas,1.12.2006 00:00,93,5.3,32558,2006,0,-0.2974197,-30,9796,tt0454970,Turistas,11.951258,Turistas,2006
2222,21000000,480314,DOA: Dead or Alive,15.06.2007 00:00,87,4.8,39969,2006,0,-0.977127905,-100,9053,tt0398913,DOA: Dead or Alive,5.756379,DOA: Dead or Alive,2007
2223,10000000,3960414,Peaceful Warrior,23.06.2006 00:00,100,7.3,22445,2006,0,-0.6039586,-60,13689,tt0438315,Peaceful Warrior,10.398351,Peaceful Warrior,2006
2224,1000000,316996,Wristcutters: A Love Story,2.11.2007 00:00,88,7.4,48536,2006,0,-0.683004,-70,13198,tt0477139,Wristcutters: A Love Story,5.213094,Wristcutters: A Love Story,2007
2225,20000000,48548426,Date Movie,17.02.2006 00:00,83,2.7,52303,2006,1,1.4274213,140,10073,tt0466342,Date Movie,5.682129,Date Movie,2006
2226,13000000,4857376,"Paris, je t'aime",15.06.2007 00:00,120,7.3,65342,2006,0,-0.626355692,-60,2266,tt0401711,"Paris, je t'aime",6.980486,"Paris, je t'aime",2007
2227,80000000,195330621,Ice Age: The Meltdown,31.03.2006 00:00,91,6.9,211943,2006,1,1.441632763,140,950,tt0438097,Ice Age: The Meltdown,16.646029,Ice Age: The Meltdown,2006
2228,5000000,24138847,Clerks II,21.07.2006 00:00,97,7.4,119342,2006,1,3.8277694,380,2295,tt0424345,Clerks II,8.466725,Clerks II,2006
2229,17000000,275380,Southland Tales,7.12.2007 00:00,145,5.5,33669,2006,0,-0.983801176,-100,4723,tt0405336,Southland Tales,6.242588,Southland Tales,2007
2230,30000000,22530295,My Super Ex-Girlfriend,21.07.2006 00:00,96,5.1,56128,2006,0,-0.248990167,-20,4474,tt0465624,My Super Ex-Girlfriend,12.819565,My Super Ex-Girlfriend,2006
2231,28000000,14415222,Hollywoodland,8.09.2006 00:00,126,6.5,30288,2006,0,-0.485170643,-50,1249,tt0427969,Hollywoodland,7.464981,Hollywoodland,2006
2232,30000000,38432823,Gridiron Gang,15.09.2006 00:00,125,6.9,35771,2006,1,0.2810941,30,9766,tt0421206,Gridiron Gang,5.025475,Gridiron Gang,2006
2233,9000000,23086480,Stay Alive,24.03.2006 00:00,85,5.1,26907,2006,1,1.565164444,160,10069,tt0441796,Stay Alive,4.854551,Stay Alive,2006
2234,1500000,155873,Hatchet,2.04.2010 00:00,84,5.7,24641,2006,0,-0.896084667,-90,11908,tt0422401,Hatchet,8.956081,Hatchet,2010
2235,52000000,36883539,16 Blocks,3.03.2006 00:00,102,6.6,116840,2006,0,-0.290701173,-30,2207,tt0450232,16 Blocks,11.887779,16 Blocks,2006
2236,50000000,48751189,Firewall,10.02.2006 00:00,105,5.8,51779,2006,0,-0.02497622,0,9754,tt0408345,Firewall,6.500892,Firewall,2006
2237,54000000,75628110,"You, Me and Dupree",14.07.2006 00:00,110,5.6,71458,2006,1,0.400520556,40,1819,tt0463034,"You, Me and Dupree",8.570085,"You, Me and Dupree",2006
2238,60000000,13082288,Flyboys,22.09.2006 00:00,140,6.6,37329,2006,0,-0.781961867,-80,9664,tt0454824,Flyboys,5.460942,Flyboys,2006
2239,20000000,39143839,The Grudge 2,13.10.2006 00:00,102,5,41311,2006,1,0.95719195,100,1975,tt0433386,The Grudge 2,6.768804,The Grudge 2,2006
2240,1000000,1100000,Loving Annabelle,24.05.2007 00:00,76,6.6,10025,2006,1,0.1,10,19344,tt0323120,Loving Annabelle,7.528482,Loving Annabelle,2007
2241,35000000,14522427,Everyone's Hero,15.09.2006 00:00,87,5.8,6650,2006,0,-0.585073514,-60,15213,tt0430779,Everyone's Hero,5.787334,Everyone's Hero,2006
2242,100000,10178331,Facing the Giants,29.09.2006 00:00,111,6.7,13291,2006,1,100.78331,10080,18925,tt0805526,Facing the Giants,7.485908,Facing the Giants,2006
2243,12000000,6754898,Running with Scissors,27.10.2006 00:00,122,6.2,20590,2006,0,-0.437091833,-40,7510,tt0439289,Running with Scissors,4.926507,Running with Scissors,2006
2244,50000000,58640119,Curious George,10.02.2006 00:00,87,6.6,13503,2006,1,0.17280238,20,9975,tt0381971,Curious George,12.602502,Curious George,2006
2245,30000000,34742066,Take the Lead,7.04.2006 00:00,118,6.7,22722,2006,1,0.158068867,20,12763,tt0446046,Take the Lead,5.364459,Take the Lead,2006
2246,40000000,70165972,Big Momma's House 2,27.01.2006 00:00,99,4.6,34616,2006,1,0.7541493,80,11565,tt0421729,Big Momma's House 2,7.622875,Big Momma's House 2,2006
2247,12000000,84500122,The Santa Clause 3: The Escape Clause,3.11.2006 00:00,97,4.7,24317,2006,1,6.041676833,600,13767,tt0452681,The Santa Clause 3: The Escape Clause,6.829528,The Santa Clause 3: The Escape Clause,2006
2248,14000000,11242801,Bobby,23.11.2006 00:00,117,7,39109,2006,0,-0.196942786,-20,10741,tt0308055,Bobby,9.614816,Bobby,2006
